roster_id,matchup_id,starters,players
1,2,"['3294', '4866', '7611', '5859', '8146', '5001', '8144', '7547', '2307']","['1049', '1352', '2161', '2307', '3257', '3294', '4602', '4866', '5001', '5052', '5248', '5859', '6806', '7335', '7496', '7538', '7547', '7588', '7606', '7611', '7741', '8134', '8139', '8144', '8146', '8153', '8228']"
2,6,"['4881', '4029', '5892', '6803', '1479', '4089', '4034', '5185', '5872']","['1479', '3225', '4029', '4034', '4089', '4881', '5185', '5872', '5890', '5892', '5987', '6803', '6814', '6828', '6886', '6931', '7002', '7527', '7561', '7574', '8174', '8208']"
3,5,"['8160', '7528', '6151', '6819', '5927', '4993', '8137', '7670', '167']","['1034', '167', '4036', '4098', '4951', '4993', '5549', '5927', '5947', '6151', '6783', '6804', '6819', '6847', '6955', '7528', '7585', '7670', '7794', '8121', '8137', '8138', '8159', '8160', '8162', '8189']"
4,5,"['4046', '7543', '4199', '2133', '6786', '4066', '6790', '4147', '6797']","['1387', '1535', '1833', '2133', '4046', '4066', '4147', '4199', '4335', '4455', '4943', '5086', '5209', '6786', '6790', '6797', '6805', '7066', '7533', '7543', '7553', '7569', '8112', '8168']"
5,4,"['7523', '4988', '8151', '2309', '7525', '4217', '6149', '5937', '1837']","['1067', '1476', '1837', '2078', '2197', '2306', '2309', '3423', '421', '4217', '4973', '4981', '4988', '5122', '5937', '6149', '6694', '7523', '7525', '7572', '7591', '7594', '7601', '8118', '8151', '8171', '8230']"
6,6,"['96', '5967', '8136', '4080', '5137', '3271', '7596', '3214', '4017']","['1817', '3214', '3269', '3271', '3976', '4017', '4033', '4080', '5137', '5917', '5955', '5967', '5980', '6126', '6290', '6845', '7045', '7554', '7571', '7587', '7596', '8076', '8136', '8155', '96']"
7,3,"['6904', '8122', '6945', '6794', '6801', '6826', '2374', '4663', '1166']","['1166', '2374', '2505', '2711', '3200', '4018', '4137', '4663', '4892', '5022', '5854', '5970', '5985', '6156', '6794', '6801', '6826', '6904', '6945', '7090', '7565', '8122', '8131', '8132', '8135', '8147', '8148', '8154', '8176', '8223', '8408']"
8,1,"['2028', '6130', '5850', '4177', '1689', '1466', '6824', '2750', '1373']","['1339', '1373', '1466', '1689', '2028', '2319', '2325', '2750', '3242', '3664', '4068', '4177', '4985', '533', '5347', '5848', '5849', '5850', '6130', '6824', '6853', '6957', '7535', '7567', '7608', '7612', '8179', '943']"
9,1,"['3163', '4035', '4149', '7526', '5846', '5133', '4037', '5284', '5089']","['1234', '1825', '2251', '2749', '3163', '3202', '345', '4035', '4037', '4149', '4197', '4983', '5089', '5133', '5284', '5846', '5916', '6938', '7526', '7568', '8119', '8123', '8140', '8150', '8161', '8164', '8172', '947']"
10,3,"['6770', '6813', '8129', '2449', '3321', '5844', '2216', '5880', '5870']","['1992', '2216', '2449', '3321', '4082', '5110', '5844', '5870', '5880', '6770', '6813', '6850', '6996', '7551', '7607', '7610', '7946', '8111', '8117', '8126', '8129', '8188', '829', '928']"
11,4,"['6768', '3198', '8205', '5038', '7564', '5012', '3969', '7600', '24']","['1029', '1426', '24', '3198', '3969', '4039', '4111', '4454', '4962', '5000', '5012', '5038', '5536', '5906', '6271', '6768', '6885', '7564', '7589', '7600', '7605', '8205', '8221']"
12,2,"['4984', '8116', '3164', '5045', '6943', '5857', '4040', '4950', '8167']","['1737', '3161', '3164', '3199', '3286', '4040', '4171', '4381', '4950', '4984', '5026', '5045', '5127', '5857', '5878', '6895', '6943', '7562', '7891', '8116', '8130', '8142', '8167', '8211', '8219', '8255']"
