draft_id,draft_slot,is_keeper,pick_no,picked_by,player_id,reactions,roster_id,round,metadata.first_name,metadata.injury_status,metadata.last_name,metadata.news_updated,metadata.number,metadata.player_id,metadata.position,metadata.sport,metadata.status,metadata.team,metadata.years_exp
806801792825397249,1,,1,558483388996636672,8155,,6,1,Breece,,Hall,1654805552459,20,8155,RB,nfl,Active,NYJ,0
806801792825397249,2,,2,561747196680642560,8151,,5,1,Ken,Questionable,Walker,1654869041814,9,8151,RB,nfl,Active,SEA,0
806801792825397249,3,,3,472136033526345728,8160,,3,1,Kenny,,Pickett,1651418723026,8,8160,QB,nfl,Active,PIT,0
806801792825397249,4,,4,548317142968336384,8112,,7,1,Drake,,London,1652469621644,5,8112,WR,nfl,Active,ATL,0
806801792825397249,5,,5,451807541647634432,8144,,1,1,Chris,,Olave,1652501724403,12,8144,WR,nfl,Active,NO,0
806801792825397249,6,,6,594730254984077312,8135,,4,1,Treylon,,Burks,1654614362382,16,8135,WR,nfl,Active,TEN,0
806801792825397249,7,,7,548317142968336384,8148,,7,1,Jameson,Questionable,Williams,1654819837752,18,8148,WR,nfl,Active,DET,0
806801792825397249,8,,8,472136033526345728,8138,,3,1,James,,Cook,1654572959166,28,8138,RB,nfl,Active,BUF,0
806801792825397249,9,,9,451807541647634432,8146,,1,1,Garrett,,Wilson,1652914562127,17,8146,WR,nfl,Active,NYJ,0
806801792825397249,10,,10,594730254984077312,8168,,4,1,Skyy,Questionable,Moore,1651946435689,24,8168,WR,nfl,Active,KC,0
806801792825397249,11,,11,741144911407095808,8167,,12,1,Christian,,Watson,1651275028293,9,8167,WR,nfl,Active,GB,0
806801792825397249,12,,12,595331324689047552,8119,,9,1,Jahan,,Dotson,1654805572794,1,8119,WR,nfl,Active,WAS,0
806801792825397249,1,,13,558483388996636672,8136,,6,2,Rachaad,,White,1654805544159,29,8136,RB,nfl,Active,TB,0
806801792825397249,2,,14,741144911407095808,8137,,12,2,George,,Pickens,1654805572899,14,8137,WR,nfl,Active,PIT,0
806801792825397249,3,,15,451807541647634432,8153,,1,2,Isaiah,,Spiller,1652197553978,28,8153,RB,nfl,Active,LAC,0
806801792825397249,4,,16,595421624581287936,8129,,10,2,Dameon,,Pierce,1651335617877,31,8129,RB,nfl,Active,HOU,0
