roster_id,matchup_id,starters,players
1,2,"['3294', '4866', '2161', '5859', '2216', '5001', '8144', '7547', '2307']","['1049', '1352', '2161', '2216', '2307', '3257', '3294', '4602', '4866', '5001', '5052', '5248', '5859', '6806', '6996', '7538', '7547', '7588', '7606', '7611', '7741', '8134', '8139', '8143', '8144', '8146', '8153', '8228', '956']"
2,2,"['96', '4029', '4034', '6886', '5872', '4089', '5185', '6803', '5892']","['1479', '3225', '4029', '4034', '4089', '4881', '5185', '5872', '5890', '5892', '5987', '6803', '6814', '6828', '6886', '6931', '7002', '7527', '7561', '7574', '8174', '8208', '96']"
3,5,"['167', '7528', '6151', '6819', '5927', '5844', '6783', '4098', '8160']","['1034', '167', '4036', '4098', '4234', '4951', '5549', '5844', '5927', '5947', '6148', '6151', '6783', '6804', '6819', '6847', '6955', '7528', '7585', '7794', '8121', '8138', '8159', '8160', '8162', '8189']"
4,1,"['4046', '7543', '1535', '2133', '5846', '7553', '6790', '4199', '6797']","['1387', '1535', '1833', '2133', '2711', '4046', '4066', '4131', '4147', '4199', '4335', '4455', '4943', '5086', '5209', '5846', '5854', '6790', '6797', '6805', '7066', '7533', '7543', '7553', '7569', '8112', '8168']"
5,4,"['7591', '4988', '8151', '2309', '7525', '4217', '7601', '5937', '7523']","['1067', '1476', '1837', '2078', '2197', '2306', '2309', '3423', '421', '4217', '4973', '4981', '4988', '5122', '5937', '6149', '6694', '7523', '7525', '7572', '7591', '7594', '7601', '8118', '8151', '8171', '8230']"
6,6,"['3976', '8136', '6845', '4080', '1817', '3271', '6290', '5967', '8076']","['1817', '3214', '3271', '3976', '4017', '4033', '4080', '5917', '5955', '5967', '5980', '6126', '6290', '6845', '7045', '7554', '7571', '7587', '7596', '8076', '8136', '8155']"
7,3,"['6904', '4663', '4137', '6794', '2374', '5022', '6945', '7090', '1166']","['1166', '2374', '2399', '2505', '3199', '3200', '4018', '4137', '4663', '4892', '5022', '5970', '5985', '6794', '6801', '6826', '6904', '6945', '7090', '7565', '7583', '8131', '8132', '8135', '8147', '8148', '8154', '8176', '8223']"
8,1,"['2028', '6130', '5850', '2750', '4177', '1466', '5347', '1339', '1373']","['1339', '1373', '1466', '1689', '2028', '2319', '2325', '2750', '3242', '3664', '4068', '4177', '4985', '5347', '5848', '5849', '5850', '6130', '6824', '6853', '6957', '7535', '7567', '7608', '7612', '8179', '943']"
9,3,"['3163', '4035', '4149', '4037', '4983', '8172', '7526', '6786', '1234']","['1234', '1825', '2251', '2749', '3163', '3202', '345', '4035', '4037', '4149', '4152', '4197', '4983', '5133', '5284', '5916', '6786', '6938', '7526', '7568', '8119', '8123', '8140', '8150', '8161', '8164', '8172', '947']"
10,5,"['5870', '6813', '8129', '4082', '2449', '4993', '5045', '7670', '829']","['1992', '2449', '4082', '4993', '5010', '5045', '5110', '5870', '5880', '6770', '6813', '6820', '6869', '7551', '7607', '7610', '7670', '8111', '8117', '8126', '8129', '8188', '8225', '829', '928']"
11,6,"['6768', '3198', '3969', '4039', '1426', '7600', '5906', '4111', '5038']","['1029', '1426', '24', '3198', '3969', '4039', '4111', '4454', '4962', '5000', '5012', '5038', '5536', '5906', '6271', '6768', '6885', '7564', '7589', '7600', '7605', '8205', '8221']"
12,4,"['4984', '6951', '2320', '3321', '4950', '4381', '4040', '8137', '6943']","['1737', '2320', '3161', '3164', '3286', '3321', '4040', '4171', '4381', '4950', '4984', '5026', '5857', '5878', '6895', '6943', '6951', '7562', '7891', '8116', '8130', '8137', '8142', '8167', '8195', '8211', '8219', '8255']"
