roster_id,matchup_id,starters,players
1,2,"['2307', '6996', '2161', '5859', '2216', '4602', '8144', '7547', '8146']","['1049', '1352', '19', '2161', '2216', '2307', '3257', '3294', '4602', '4866', '5001', '5052', '5248', '5859', '6806', '6996', '7538', '7547', '7588', '7606', '7741', '8134', '8139', '8143', '8144', '8146', '8153', '8228', '956']"
2,5,"['4881', '4029', '5892', '6886', '3225', '4089', '5185', '6828', '96']","['1479', '3225', '4029', '4034', '4089', '4881', '5185', '5872', '5890', '5892', '5987', '6803', '6814', '6828', '6886', '6931', '7002', '7561', '7574', '8174', '8208', '96']"
3,2,"['167', '6955', '1034', '6794', '5927', '5844', '6847', '5947', '8121']","['1034', '167', '4036', '4098', '4234', '4951', '5022', '5549', '5844', '5927', '5947', '6148', '6783', '6794', '6804', '6847', '6955', '7528', '7794', '8121', '8138', '8159', '8160', '8162', '8189']"
4,6,"['4046', '6790', '4199', '2133', '5846', '7553', '7543', '8112', '6797']","['1387', '1535', '1833', '2133', '2711', '4046', '4066', '4131', '4147', '4199', '4335', '4455', '4943', '5086', '5209', '5846', '5854', '6037', '6790', '6797', '6805', '7066', '7533', '7543', '7553', '7569', '8112', '8168']"
5,6,"['7591', '5995', '8151', '7601', '7525', '4973', '3423', '1067', '7523']","['1067', '1476', '1837', '2078', '2197', '2306', '2309', '3423', '421', '4217', '4973', '4981', '4988', '5122', '5937', '5995', '6694', '7523', '7525', '7572', '7591', '7594', '7601', '8118', '8151', '8171', '8230']"
6,1,"['7527', '8136', '6845', '4080', '5955', '3271', '3214', '5917', '7596']","['3157', '3214', '3271', '3976', '4017', '4033', '4080', '5917', '5955', '5967', '5980', '6126', '6845', '7045', '7527', '7554', '7571', '7587', '7596', '8136', '8155']"
7,5,"['6904', '4663', '4018', '6819', '6801', '8131', '6151', '2374', '1166']","['1166', '2374', '2399', '2505', '3199', '3200', '4018', '4137', '4663', '4892', '5970', '5985', '6151', '6801', '6819', '6826', '6904', '6945', '7090', '7565', '7583', '7585', '8131', '8132', '8135', '8147', '8148', '8154', '8176', '8223']"
8,1,"['5849', '6130', '5850', '2750', '1689', '1466', '5347', '1339', '1373']","['1339', '1373', '1408', '1466', '1689', '2028', '2319', '2325', '2750', '3242', '3664', '4068', '4985', '5347', '5848', '5849', '5850', '6130', '6824', '6853', '6957', '7535', '7567', '7608', '7612', '8179', '943']"
9,3,"['3163', '4035', '2749', '4037', '4983', '5133', '7526', '4197', '4149']","['1234', '1825', '2251', '2749', '3163', '3202', '345', '4035', '4037', '4149', '4152', '4197', '4983', '5133', '5284', '5916', '6786', '6938', '7526', '7568', '8119', '8123', '8140', '8150', '8161', '8164', '8172', '947']"
10,4,"['6770', '7611', '7551', '4082', '2449', '4993', '8129', '7670', '829']","['1992', '2449', '4082', '4993', '5010', '5045', '5110', '5870', '5880', '6770', '6813', '6820', '6869', '7551', '7607', '7610', '7611', '7670', '8111', '8117', '8126', '8129', '8188', '8225', '829', '928']"
11,3,"['6768', '3198', '3969', '4039', '1426', '5906', '6271', '5536', '4111']","['1029', '1426', '24', '3198', '3969', '4039', '4111', '4454', '4962', '5000', '5012', '5038', '5536', '5906', '6271', '6768', '6885', '7564', '7589', '7600', '7605', '8205', '8221']"
12,4,"['4984', '6951', '8195', '3321', '4950', '4381', '4040', '5026', '6943']","['2320', '3161', '3164', '3286', '3321', '4040', '4171', '4381', '4950', '4984', '5026', '5857', '5878', '6895', '6943', '6951', '7562', '7891', '8116', '8130', '8137', '8142', '8157', '8167', '8195', '8211', '8219', '8255']"
