roster_id,matchup_id,starters,players
1,5,"['1373', '9226', '4983', '11624', '11604', '7528', '8676', '2393', '4070', '8339', '5991']","['11604', '11624', '1166', '1373', '2393', '4066', '4070', '4983', '5991', '7528', '7611', '7640', '829', '8339', '8676', '9226', '9502']"
2,2,"['5849', '6938', '5872', '8126', '8130', '7049', '11576', '5862', '5346', '7715', '1233']","['10229', '11576', '1233', '4018', '4866', '5041', '5346', '5849', '5862', '5872', '6938', '7049', '7715', '8126', '8129', '8130', '8205', '9754']"
3,2,"['7591', '6790', '2449', '10222', '4217', '9756', '1466', '5871', '11086', '4081', '7651']","['10222', '11086', '1466', '2449', '3172', '3294', '4081', '4098', '4217', '5848', '5871', '5892', '6790', '6815', '7090', '7591', '7651', '9756']"
4,4,"['4017', '7588', '6786', '1479', '7600', '7593', '9488', '6118', '5944', '8323', '6880']","['10235', '11583', '11632', '1479', '4017', '4034', '4147', '5944', '6118', '6786', '6797', '6806', '6880', '7547', '7588', '7593', '7600', '8323', '9488']"
5,3,"['4892', '9509', '6794', '4950', '4033', '5947', '8143', '5816', '5960', '8392', '6214']","['11584', '11635', '4033', '4892', '4950', '5022', '5816', '5947', '5960', '6214', '6770', '6794', '8136', '8143', '8392', '9509']"
6,4,"['4881', '8408', '7562', '5846', '9484', '6803', '4035', '3973', '5894', '5876', '10923']","['10923', '2133', '2309', '3973', '4035', '4663', '4881', '4943', '4988', '5185', '5334', '5846', '5876', '5894', '6803', '6813', '7562', '8408', '9484']"
7,3,"['4046', '5850', '3321', '4037', '6826', '4199', '6845', '3303', '6302', '5017', '6807']","['10859', '11560', '3303', '3321', '4037', '4046', '4199', '4981', '5017', '5045', '5850', '6302', '6807', '6826', '6845', '7021', '7525', '7635', '8134']"
8,1,"['9758', '8138', '7564', '8137', '5001', '9997', '2374', '10892', '6949', '6901', '8266']","['10892', '2374', '3163', '4039', '5001', '5844', '6901', '6949', '7564', '8137', '8138', '8148', '8266', '8355', '9221', '9758', '9997']"
9,5,"['4984', '8155', '11620', '6801', '10236', '7543', '9224', '8265', '4960', '8314', '10970']","['10236', '10970', '11620', '11637', '4960', '4984', '5332', '6801', '7543', '8155', '8265', '8289', '8314', '9224', '9508']"
10,1,"['96', '9753', '8144', '8146', '8131', '8112', '6819', '10917', '6315', '3233', '5348']","['10917', '11589', '3164', '3233', '5030', '5348', '5859', '6130', '6315', '6819', '6904', '8112', '8131', '8144', '8146', '96', '9753', '9757']"
11,6,"['8183', '8150', '5927', '2216', '8110', '4137', '7594', '10904', '5726', '7669', '6218']","['10904', '2028', '2216', '4137', '5012', '5726', '5927', '5967', '5987', '6218', '6783', '7594', '7669', '8110', '8150', '8183', '9493']"
12,6,"['6804', '3198', '11628', '7569', '7553', '5937', '8151', '5840', '6485', '8330', '2350']","['11566', '11628', '11631', '2350', '3198', '5840', '5937', '6485', '6804', '7526', '7553', '7569', '8151', '8154', '8330', '9486']"
