roster_id,matchup_id,starters,players
1,3,"['1373', '9226', '9502', '11624', '11604', '7528', '7562', '2393', '4070', '8339', '5991']","['10880', '11604', '11624', '1166', '1373', '2393', '4066', '4070', '4983', '5991', '7528', '7562', '7611', '7640', '8339', '8676', '9226', '9502']"
2,5,"['5849', '4866', '5872', '8126', '8130', '9501', '4018', '5862', '5346', '10905', '1233']","['10905', '11563', '1233', '2749', '4018', '4866', '5041', '5346', '5849', '5862', '5872', '7715', '8126', '8129', '8130', '8205', '9501']"
3,2,"['5870', '5892', '2449', '10222', '4217', '4098', '7090', '5871', '6815', '4081', '7651']","['10222', '1466', '2449', '3172', '3294', '4081', '4098', '4217', '5580', '5848', '5870', '5871', '5892', '6790', '6815', '7090', '7651', '9756']"
4,6,"['6797', '6806', '7547', '11632', '7600', '9488', '7588', '6118', '5944', '6788', '6880']","['11583', '11632', '11655', '1479', '4034', '5944', '6118', '6149', '6786', '6788', '6797', '6806', '6826', '6880', '7547', '7588', '7600', '9488']"
5,3,"['4892', '9509', '6794', '11635', '8111', '11584', '4950', '5816', '8311', '8392', '6214']","['11584', '11635', '4892', '4950', '5022', '5096', '5816', '5947', '6214', '6770', '6794', '8111', '8136', '8143', '8311', '8392', '9509']"
6,4,"['4881', '8408', '2133', '5846', '9484', '4663', '4035', '3973', '5894', '5876', '10923']","['10923', '2133', '3973', '4035', '4663', '4881', '4943', '4988', '5185', '5846', '5876', '5894', '6803', '6813', '7571', '8408', '9484']"
7,5,"['4046', '5850', '7525', '4037', '10859', '3321', '4199', '3303', '6302', '5017', '6807']","['10859', '11560', '3303', '3321', '4037', '4046', '4199', '5017', '5045', '5850', '6302', '6807', '6845', '7021', '7525', '7635', '8134']"
8,1,"['3163', '9221', '7564', '8148', '5001', '9997', '8138', '10892', '1875', '4971', '8266']","['10892', '1875', '2374', '3163', '4039', '4971', '5001', '5844', '7564', '8137', '8138', '8148', '8266', '8355', '9221', '9758', '9997']"
9,2,"['4984', '8155', '6783', '6801', '10236', '9225', '9224', '8265', '4960', '8314', '11086']","['10236', '10970', '11086', '11620', '4960', '4984', '5332', '6783', '6801', '7543', '8155', '8265', '8289', '8314', '9224', '9225', '9508']"
10,6,"['6904', '6130', '8112', '8146', '8131', '6819', '5859', '5030', '6315', '10891', '5348']","['10891', '11589', '5030', '5348', '5859', '6130', '6315', '6819', '6904', '8112', '8131', '8144', '8146', '96', '9753', '9757']"
11,4,"['8183', '5967', '5927', '2216', '5012', '8150', '7594', '6183', '5726', '8333', '7841']","['2216', '4137', '5012', '5726', '5927', '5967', '5987', '6183', '7594', '7841', '8110', '8117', '8150', '8183', '8333', '9493', '9500']"
12,1,"['11566', '8151', '5937', '11631', '7553', '8154', '3198', '5840', '7672', '6888', '1192']","['11566', '11628', '11631', '1192', '2309', '2350', '3198', '4033', '5840', '5937', '6485', '6804', '6888', '7526', '7553', '7569', '7672', '8151', '8154']"
