roster_id,matchup_id,starters,players
1,6,"['11560', '9226', '4983', '9502', '4066', '7528', '11624', '7640', '4070', '8339', '5991']","['11560', '11604', '11624', '2393', '4066', '4070', '4983', '5991', '7528', '7611', '7640', '8290', '8339', '9226', '9229', '9502']"
2,3,"['5849', '4866', '5872', '10229', '8130', '8205', '4018', '5862', '5346', '7715', '5041']","['10229', '11625', '1233', '4018', '421', '4866', '5041', '5346', '5849', '5862', '5872', '7715', '8130', '8205', '8329', '9481']"
3,1,"['3294', '6790', '2449', '10222', '1466', '9756', '5892', '3172', '7672', '4963', '11086']","['10222', '11086', '1466', '2449', '3172', '3294', '4217', '4963', '5848', '5892', '6790', '7523', '7588', '7672', '8110', '9756']"
4,5,"['6797', '4034', '6786', '7547', '6826', '11632', '1479', '6118', '5944', '8323', '6880']","['11583', '11586', '11632', '1479', '4034', '4082', '5944', '6118', '6786', '6797', '6826', '6880', '7547', '7600', '8323', '9488']"
5,2,"['6770', '9509', '6794', '4950', '4033', '8136', '8143', '5840', '5960', '4971', '6214']","['11635', '1166', '4033', '4950', '4971', '5022', '5840', '5937', '5960', '6214', '6770', '6794', '8136', '8143', '8228', '9509']"
6,2,"['4881', '6813', '2133', '5846', '4381', '8408', '4035', '3973', '6807', '5876', '5334']","['2133', '2309', '2749', '3973', '4035', '4381', '4663', '4881', '4988', '5334', '5846', '5876', '6803', '6807', '6813', '8139', '8408']"
7,5,"['4046', '5850', '3321', '7525', '10859', '4199', '4037', '6120', '8311', '5017', '2617']","['10859', '2617', '3321', '4037', '4046', '4199', '4981', '5017', '5045', '5850', '6120', '6845', '7021', '7525', '8134', '8311']"
8,1,"['9758', '9221', '7564', '4039', '8111', '8138', '9997', '10892', '6949', '6888', '8266']","['10892', '3163', '4039', '5844', '6888', '6949', '7564', '8111', '8137', '8138', '8148', '8167', '8266', '8355', '9221', '9758', '9997']"
9,4,"['4984', '8155', '11620', '11637', '10236', '7543', '10226', '8289', '5332', '10905', '4960']","['10226', '10236', '10905', '11620', '11637', '11667', '4960', '4984', '5332', '6801', '7543', '8155', '8289', '8314', '9224', '9508']"
10,3,"['6904', '6130', '5859', '8146', '11596', '8112', '8144', '5030', '6315', '3233', '5348']","['11589', '11596', '3164', '3233', '5030', '5348', '5859', '6130', '6315', '6819', '6904', '8112', '8131', '8144', '8146', '9753', '9757']"
11,6,"['6768', '8150', '9493', '2216', '5012', '4137', '7594', '5816', '7648', '6901', '6218']","['1875', '2216', '4137', '5012', '5816', '5927', '5967', '6218', '6768', '6901', '7594', '7648', '8121', '8150', '8183', '9493']"
12,4,"['6804', '3198', '11628', '7569', '7553', '7526', '8151', '6124', '6485', '7136', '2350']","['10888', '11566', '11628', '11631', '2350', '3198', '5248', '6124', '6485', '6804', '7113', '7136', '7526', '7553', '7569', '8151', '8154']"
