player_id,player_score
11604,13.0
11624,-1.0
1166,17.78
1373,25.12
2393,2.0
4066,10.0
4070,0.0
4983,5.3
5991,8.0
7528,0.0
7562,2.1
7611,19.9
7640,0.0
8339,15.5
8676,0.0
9226,28.1
9502,15.6
10444,16.5
10905,2.5
11563,18.22
11626,12.9
1233,13.0
2749,7.8
4018,16.6
4866,31.4
5041,0.0
5346,15.0
5849,4.76
5862,7.5
5872,0.0
7715,7.5
8121,4.8
8130,11.2
8205,0.0
10222,13.8
10880,12.5
1234,0.0
1466,15.0
2449,0.0
3294,12.32
4081,13.0
4098,18.2
4217,0.0
4663,15.8
5848,0.0
5871,0.0
5892,11.1
6790,11.2
6815,20.5
7049,0.0
7090,17.3
7523,21.56
7648,4.0
7651,0.0
11583,0.0
11632,10.4
11655,7.4
1426,24.6
1479,5.6
4034,0.0
5840,18.0
5944,14.0
6786,12.2
6788,7.5
6797,19.48
6806,23.5
6826,0.0
6880,19.0
7547,15.1
7588,9.4
8110,10.6
9488,34.5
11584,4.9
11635,8.9
4892,18.0
4950,0.0
5022,0.0
5816,0.0
5847,8.5
5947,16.0
5960,9.0
6214,7.0
6770,30.14
6794,18.08
8111,17.7
8136,11.0
8143,1.2
8392,16.5
9509,18.0
10917,14.5
10923,14.5
11638,0.0
2133,18.6
3973,26.5
4035,24.5
4881,23.6
4943,21.0
4988,4.0
5846,0.0
5876,6.5
5894,2.0
6803,0.0
6813,7.4
7571,4.0
7600,0.0
8142,5.6
8408,0.0
9484,5.6
1052,6.0
10859,3.8
11560,9.18
3303,2.0
3321,10.0
4037,0.0
4046,24.54
4199,10.2
5017,8.5
5045,19.78
5850,11.8
6302,25.5
6807,0.0
6845,0.0
7021,19.2
7525,16.7
7635,0.0
8134,8.0
10892,0.0
2374,13.8
3163,9.6
4039,15.9
4971,10.5
5001,3.6
5844,4.2
7564,7.8
7672,14.5
8137,0.0
8138,9.4
8148,0.0
8266,14.5
8355,0.0
9221,14.1
9758,11.54
9997,27.2
10236,5.2
11086,7.5
11620,12.9
11637,5.6
4135,35.0
4960,3.5
4984,23.1
5332,8.5
5882,15.0
6801,0.0
7543,4.0
8155,9.5
8289,0.0
9224,24.2
9225,2.2
9508,0.0
9756,13.6
10891,15.5
11589,13.0
3214,9.1
5030,14.0
5348,11.0
5859,4.6
6130,3.3
6315,11.0
6819,1.9
6904,29.9
8112,9.7
8144,1.8
8146,25.5
96,20.34
9753,4.3
9757,0.0
1192,9.5
2216,0.0
2306,13.1
4137,13.4
5012,3.6
5927,14.9
5967,16.9
5987,3.6
6183,2.5
7594,20.2
8150,10.0
8183,0.0
8267,9.0
8333,7.5
9493,2.6
9500,10.0
11566,19.86
11628,2.4
11631,5.2
2036,17.0
2309,0.0
2350,13.0
3198,25.8
4033,6.4
4981,9.8
5937,0.0
6804,11.92
6888,15.5
6949,8.5
7526,6.6
7553,1.6
7569,0.0
8151,12.2
8154,0.0
8364,3.5
