roster_id,matchup_id,starters,players
1,6,"['1373', '9226', '9502', '11624', '11604', '4983', '7562', '2393', '4070', '8339', '5991']","['11604', '11624', '1166', '1373', '2393', '4066', '4070', '4983', '5991', '7528', '7562', '7611', '7640', '8339', '8676', '9226', '9502']"
2,5,"['5849', '4866', '8121', '8126', '8130', '5872', '4018', '5862', '5346', '10905', '5041']","['10905', '11563', '1233', '2749', '4018', '4866', '5041', '5346', '5849', '5862', '5872', '7715', '8121', '8126', '8129', '8130', '8205']"
3,2,"['3294', '4098', '2449', '10222', '4217', '5892', '6790', '5871', '6815', '8330', '7651']","['10222', '1466', '2449', '3294', '4098', '4217', '5848', '5871', '5892', '6790', '6815', '7049', '7090', '7523', '7648', '7651', '8330']"
4,1,"['9229', '6806', '6786', '7547', '6826', '11632', '7588', '6118', '5944', '6788', '6880']","['11583', '11632', '11655', '1426', '1479', '4034', '5944', '6118', '6786', '6788', '6797', '6806', '6826', '6880', '7547', '7588', '9229', '9488']"
5,3,"['6770', '9509', '6794', '11635', '8111', '11584', '8136', '5816', '5960', '8392', '6214']","['11584', '11635', '4892', '4950', '5022', '5816', '5947', '5960', '6214', '6770', '6794', '8111', '8136', '8143', '8392', '9509']"
6,4,"['4881', '8408', '2133', '7571', '9484', '4035', '6813', '3973', '5894', '5876', '10923']","['10923', '11638', '2133', '3973', '4035', '4663', '4881', '4943', '4988', '5846', '5876', '5894', '6803', '6813', '7571', '8408', '9484']"
7,2,"['4046', '5850', '7525', '3321', '10859', '5045', '4199', '3303', '6302', '5017', '6807']","['10859', '11560', '3200', '3303', '3321', '4037', '4046', '4199', '5017', '5045', '5850', '6302', '6807', '6845', '7021', '7525', '7635', '8134']"
8,1,"['3163', '9221', '7564', '9997', '5001', '8137', '8138', '10892', '1875', '4971', '8266']","['10892', '1875', '2374', '3163', '4039', '4971', '5001', '5844', '7564', '8137', '8138', '8148', '8266', '8355', '9221', '9758', '9997']"
9,3,"['4984', '8155', '11637', '11618', '10236', '9225', '9224', '4135', '5332', '8314', '11086']","['10236', '11086', '11618', '11620', '11637', '4135', '4960', '4984', '5332', '6801', '7543', '8155', '8289', '8314', '9224', '9225', '9508']"
10,6,"['6904', '9753', '8112', '8146', '3214', '6819', '5859', '5030', '6315', '10891', '5348']","['10891', '11589', '3214', '5030', '5348', '5859', '6130', '6315', '6819', '6904', '8112', '8144', '8146', '96', '9753', '9757']"
11,5,"['8183', '4137', '8117', '5927', '5012', '8150', '7594', '6183', '5726', '8333', '8267']","['2216', '4137', '5012', '5726', '5927', '5967', '5987', '6183', '7594', '8110', '8117', '8150', '8183', '8267', '8333', '9493']"
12,4,"['6804', '3198', '2309', '11631', '4033', '7526', '8151', '2036', '2350', '6888', '6949']","['11566', '11628', '11631', '2036', '2309', '2350', '3198', '4033', '5937', '6783', '6804', '6888', '6949', '7526', '7553', '7569', '8151', '8154']"
