roster_id,matchup_id,starters,players
1,2,"['1166', '9226', '9502', '11624', '4066', '4983', '7611', '2393', '7640', '8339', '4070']","['11604', '11624', '1166', '1373', '2393', '4066', '4070', '4983', '5580', '5991', '7528', '7611', '7640', '8339', '8676', '9226', '9502']"
2,3,"['5849', '4866', '5872', '11626', '8130', '2749', '4018', '5862', '5346', '10905', '5041']","['10444', '10905', '11563', '11626', '1233', '2749', '3233', '4018', '4866', '5041', '5346', '5849', '5862', '5872', '8121', '8130', '8205']"
3,2,"['1234', '4098', '7090', '7049', '4217', '5892', '6790', '3172', '6815', '4081', '10880']","['10222', '10880', '1234', '1466', '2449', '3172', '4081', '4098', '4217', '4663', '5848', '5892', '6790', '6815', '7049', '7090', '7523', '7648', '7651']"
4,5,"['6904', '11655', '6786', '7547', '8110', '11632', '4034', '5840', '5944', '7136', '6880']","['11583', '11632', '11655', '4034', '5840', '5944', '6786', '6788', '6880', '6904', '7136', '7547', '7588', '7672', '8110', '9488']"
5,3,"['6770', '9509', '6794', '11635', '8111', '11584', '8136', '10898', '5960', '8392', '6214']","['10898', '11584', '11635', '4892', '4950', '5022', '5816', '5847', '5947', '5960', '6214', '6770', '6783', '6794', '8111', '8136', '8392', '9509']"
6,4,"['4881', '6813', '2133', '7571', '7600', '4035', '11638', '10917', '5894', '6911', '10923']","['10917', '10923', '11638', '2133', '3973', '4035', '4881', '4943', '4988', '5846', '5876', '5894', '6803', '6813', '6911', '7571', '7600', '9484']"
7,6,"['4046', '4199', '7525', '3321', '10859', '5045', '8134', '3303', '6302', '5017', '6807']","['1052', '10859', '11560', '3303', '3321', '4037', '4046', '4199', '4381', '5017', '5045', '5850', '6302', '6807', '6845', '7021', '7525', '7635', '8134']"
8,1,"['3163', '9221', '7564', '9997', '5001', '4039', '8138', '10892', '6131', '4971', '4449']","['10892', '2374', '3163', '4039', '4449', '4971', '5001', '5844', '6131', '7564', '8137', '8138', '8148', '8355', '9221', '9758', '9997']"
9,5,"['4984', '8155', '11637', '9756', '10236', '9754', '9224', '4135', '5332', '5882', '11086']","['10236', '10891', '11086', '11620', '11637', '3286', '4135', '4960', '4984', '5332', '5882', '6801', '7543', '8155', '8289', '9224', '9508', '9754', '9756']"
10,4,"['96', '6806', '8112', '8146', '3214', '1426', '5859', '5030', '8311', '8330', '5348']","['11589', '1426', '3214', '4234', '5030', '5348', '5859', '6797', '6806', '6819', '8112', '8144', '8146', '8311', '8330', '96', '9753', '9757']"
11,1,"['8183', '8150', '9493', '5927', '5012', '4137', '7594', '6183', '7841', '11052', '6218']","['11052', '2216', '4137', '5012', '5726', '5927', '5967', '5987', '6183', '6218', '7594', '7841', '8150', '8183', '9493', '9500']"
12,6,"['11566', '3198', '11631', '4981', '7553', '7526', '11628', '2036', '2350', '6888', '6949']","['11566', '11628', '11631', '2036', '2309', '2350', '3198', '4033', '4981', '6804', '6888', '6949', '7526', '7553', '7569', '8151', '8154', '9225']"
