roster_id,matchup_id,starters,players
1,6,"['6768', '9226', '9502', '11624', '11604', '4983', '7611', '2393', '5580', '8339', '5991']","['11604', '11624', '1373', '2393', '4066', '4070', '4983', '5580', '5991', '6768', '7528', '7611', '7640', '8339', '8676', '9226', '9502']"
2,3,"['11563', '4866', '5872', '11834', '8130', '4144', '4018', '5862', '5346', '10905', '1233']","['10444', '10905', '11563', '11834', '1233', '4018', '4144', '4866', '5041', '5248', '5346', '5849', '5862', '5872', '8130', '8205']"
3,2,"['4943', '5892', '7049', '10222', '4217', '4098', '6790', '3172', '5348', '4081', '10880']","['10222', '10880', '1234', '1466', '2449', '3172', '4081', '4098', '4217', '4663', '4943', '5348', '5848', '5892', '6790', '6815', '7049', '7090', '7651']"
4,5,"['6904', '4034', '6786', '7547', '10871', '11655', '11632', '5840', '7672', '6788', '5944']","['10871', '11583', '11632', '11655', '4034', '4976', '5840', '5944', '6786', '6788', '6904', '7547', '7588', '7672', '8110', '9488']"
5,1,"['6770', '9509', '6794', '11635', '5022', '11584', '5947', '8280', '5960', '8392', '10898']","['10898', '11584', '11635', '4892', '4950', '5022', '5816', '5947', '5960', '6770', '6783', '6794', '8111', '8136', '8280', '8392', '9509']"
6,2,"['4881', '6813', '5846', '2133', '9484', '4988', '4035', '3973', '10917', '5876', '10914']","['10914', '10917', '10923', '2133', '3973', '4035', '4881', '4988', '5086', '5846', '5876', '6803', '6813', '6911', '7571', '7600', '9484']"
7,6,"['4046', '4199', '5045', '3321', '10859', '7021', '5850', '7921', '6302', '5017', '6807']","['10859', '3321', '4037', '4046', '4199', '4381', '5017', '5045', '5850', '5995', '6302', '6807', '6845', '6888', '7021', '7525', '7635', '7648', '7921', '8134']"
8,1,"['3163', '9221', '8148', '9997', '5844', '4039', '8137', '2036', '8266', '4971', '6131']","['2036', '2374', '3163', '4039', '4971', '5001', '5844', '6131', '7564', '8137', '8138', '8148', '8266', '8355', '9221', '9758', '9997']"
9,3,"['4984', '8155', '9756', '6801', '5010', '9224', '8228', '3558', '5332', '10891', '4960']","['10891', '11086', '3286', '3558', '4135', '421', '4960', '4984', '5010', '5332', '6801', '8121', '8155', '8228', '8289', '9224', '9754', '9756']"
10,4,"['6797', '9753', '8112', '5859', '3214', '8146', '6819', '5030', '6141', '8330', '10935']","['10935', '11589', '1426', '3214', '4234', '5030', '5859', '6141', '6797', '6806', '6819', '8112', '8144', '8146', '8330', '96', '9753', '9757']"
11,5,"['8183', '8150', '9493', '2216', '5012', '7594', '5967', '6183', '6218', '3233', '5726']","['2216', '3233', '4137', '5012', '5726', '5927', '5967', '5987', '6183', '6218', '7594', '8150', '8183', '9229', '9493', '9500']"
12,4,"['11566', '3198', '7569', '4981', '4033', '11631', '8151', '10892', '6217', '6872', '5894']","['10892', '11566', '11628', '11631', '2309', '3198', '4033', '4981', '5894', '6217', '6804', '6872', '7526', '7569', '8151', '8154']"
