draft_id,draft_slot,is_keeper,pick_no,picked_by,player_id,reactions,roster_id,round,metadata.amount,metadata.first_name,metadata.injury_status,metadata.last_name,metadata.news_updated,metadata.number,metadata.player_id,metadata.position,metadata.slot,metadata.sport,metadata.status,metadata.team,metadata.team_abbr,metadata.team_changed_at,metadata.years_exp
1111766493164949505,4,,156,1130644355074629632,5937,,5,13,1,Diontae,,Johnson,1725213030801,5,5937,WR,4,nfl,Active,CAR,,,5
1111766493164949505,5,,157,862559746694205440,5848,,3,14,1,Hollywood,Doubtful,Brown,1725212130781,5,5848,WR,5,nfl,Active,KC,,,5
1111766493164949505,9,,158,862499213718704128,6788,,11,14,2,Xavier,,McKinney,1718124929710,29,6788,DB,9,nfl,Active,GB,,,4
1111766493164949505,9,,159,862499213718704128,7635,,11,14,2,Jaelan,Questionable,Phillips,1724103349269,15,7635,LB,9,nfl,Active,MIA,,,3
1111766493164949505,10,,160,561715408029736960,3164,,10,14,1,Ezekiel,,Elliott,1724346043486,15,3164,RB,10,nfl,Active,DAL,,,8
1111766493164949505,11,,161,830975786608619520,6949,,8,14,1,Jordyn,,Brooks,1724086846827,20,6949,LB,11,nfl,Active,MIA,,,4
1111766493164949505,12,,162,741144911407095808,4663,,6,14,1,Austin,,Ekeler,1724346043517,30,4663,RB,12,nfl,Active,WAS,,,7
1111766493164949505,1,,163,578293895956312064,7715,,2,14,1,Camryn,,Bynum,1705254343913,24,7715,DB,1,nfl,Active,MIN,,,3
1111766493164949505,2,,164,594730254984077312,11586,,4,14,1,Blake,,Corum,1724606135191,22,11586,RB,2,nfl,Active,LAR,,,0
1111766493164949505,3,,165,861798755085692928,11667,,9,14,1,Dallas,,Turner,1723346734284,15,11667,LB,3,nfl,Active,MIN,,,0
1111766493164949505,7,,166,740751073198948352,11669,,12,14,1,Laiatu,,Latu,1723437343612,97,11669,DL,7,nfl,Active,IND,,,0
1111766493164949505,8,,167,595464158774878208,6120,,7,14,1,Christian,,Wilkins,1710183312915,94,6120,DL,8,nfl,Active,LV,,,5
1111766493164949505,10,,168,561715408029736960,11596,,10,14,1,Ben,,Sinnott,1724604933896,82,11596,TE,10,nfl,Active,WAS,,,0
1111766493164949505,11,,169,830975786608619520,8266,,8,15,1,Quay,,Walker,1723649114356,7,8266,LB,11,nfl,Active,GB,,,2
1111766493164949505,1,,170,578293895956312064,1233,,2,15,4,Bobby,,Wagner,1710367858220,54,1233,LB,1,nfl,Active,WAS,,,12
1111766493164949505,1,,171,578293895956312064,4892,,2,15,1,Baker,,Mayfield,1724510421146,6,4892,QB,1,nfl,Active,TB,,,6
1111766493164949505,2,,172,594730254984077312,6826,,4,15,1,Cole,,Kmet,1724344242870,85,6826,TE,2,nfl,Active,CHI,,,4
1111766493164949505,3,,173,861798755085692928,10226,,9,15,1,Andrei,,Iosivas,1723350634799,80,10226,WR,3,nfl,Active,CIN,,,1
1111766493164949505,7,,174,740751073198948352,6485,,12,15,1,Azeez,,Al-Shaair,1710201938298,0,6485,LB,7,nfl,Active,HOU,,,5
1111766493164949505,10,,175,561715408029736960,11600,,10,15,1,Ja'Tavion,,Sanders,1723961730411,85,11600,TE,10,nfl,Active,CAR,,,0
1111766493164949505,1,,176,578293895956312064,8329,,2,15,3,Devin,,Lloyd,1708561212340,33,8329,LB,1,nfl,Active,JAX,,,2
1111766493164949505,1,,177,578293895956312064,9481,,2,15,1,Luke,,Musgrave,1724344242907,88,9481,TE,1,nfl,Active,GB,,,1
1111766493164949505,2,,178,594730254984077312,6880,,4,15,1,Logan,,Wilson,1705252543439,55,6880,LB,2,nfl,Active,CIN,,,4
1111766493164949505,7,,179,740751073198948352,10891,,12,15,1,Devon,,Witherspoon,1705849813391,21,10891,DB,7,nfl,Active,SEA,,,1
1111766493164949505,10,,180,561715408029736960,8131,,10,15,1,Isaiah,,Likely,1719084608387,80,8131,TE,10,nfl,Active,BAL,,,2
