roster_id,matchup_id,starters,players
1,1,"['6768', '9226', '9502', '11624', '11604', '4983', '7611', '2393', '7640', '8339', '5991']","['11604', '11624', '1373', '2393', '4066', '4070', '4983', '5580', '5991', '6768', '7528', '7611', '7640', '8339', '8676', '9226', '9502']"
2,4,"['11563', '4866', '5872', '10444', '4144', '11579', '4018', '5871', '5346', '10905', '5041']","['10444', '10905', '11563', '11579', '11626', '1233', '4018', '4144', '4866', '5041', '5346', '5849', '5862', '5871', '5872', '8130', '8205']"
3,2,"['1234', '4098', '7090', '10222', '1466', '5892', '6790', '3172', '6815', '5071', '10880']","['10222', '10880', '1234', '1466', '2449', '3172', '4081', '4098', '4217', '4663', '4943', '5071', '5348', '5848', '5892', '6790', '6815', '7049', '7090', '7651']"
4,6,"['6904', '4034', '6786', '7547', '8110', '9488', '7588', '5840', '7672', '6788', '6880']","['11583', '11632', '11655', '4034', '4118', '5840', '5944', '6786', '6788', '6880', '6904', '7547', '7588', '7672', '8110', '9488']"
5,3,"['6770', '9509', '6794', '11635', '5022', '5947', '6783', '10898', '5960', '8392', '6214']","['10898', '11584', '11635', '4892', '4950', '5022', '5816', '5947', '5960', '6214', '6770', '6783', '6794', '8111', '8136', '8392', '9509']"
6,4,"['4881', '6813', '11638', '5846', '9484', '4035', '4988', '3973', '5894', '5876', '10923']","['10917', '10923', '11638', '2133', '3973', '4035', '4881', '4988', '5846', '5876', '5894', '6803', '6813', '6911', '7571', '7600', '9484']"
7,5,"['4046', '4199', '7525', '3321', '4381', '5045', '5850', '3303', '6302', '5017', '6807']","['1052', '10859', '11560', '3303', '3321', '4037', '4046', '4199', '4381', '5017', '5045', '5850', '6302', '6807', '6845', '7021', '7525', '7635', '8134']"
8,1,"['3163', '9221', '7564', '9997', '5844', '4039', '8138', '10892', '8266', '4971', '4449']","['10892', '2374', '3163', '4039', '4449', '4971', '5001', '5844', '7564', '8137', '8138', '8148', '8266', '8355', '9221', '9758', '9997']"
9,5,"['4984', '8155', '6801', '9754', '5010', '7543', '9224', '4135', '5332', '10891', '4960']","['10236', '10891', '11086', '11637', '3286', '4135', '4960', '4984', '5010', '5332', '6801', '7543', '8155', '8289', '9224', '9754', '9756']"
10,3,"['6797', '6806', '8112', '8146', '3214', '1426', '5859', '5030', '8311', '8330', '10935']","['10935', '11589', '1426', '3214', '4234', '5030', '5859', '6797', '6806', '6819', '8112', '8144', '8146', '8311', '8330', '96', '9753', '9757']"
11,2,"['8183', '8150', '9493', '5927', '5012', '9500', '5967', '6183', '7841', '8333', '5726']","['2216', '4137', '5012', '5726', '5927', '5967', '5987', '6183', '6218', '7594', '7841', '8150', '8183', '8333', '9493', '9500']"
12,6,"['11566', '3198', '7569', '4981', '4033', '7526', '8151', '7627', '6485', '6872', '6949']","['11566', '11628', '11631', '2309', '3198', '4033', '4981', '6485', '6804', '6872', '6949', '7526', '7569', '7627', '8151', '8154']"
