name,status,avatar,company_id,shard,season,season_type,sport,last_message_id,last_author_avatar,last_author_display_name,last_author_id,last_author_is_bot,last_message_attachment,last_message_text_map,last_message_time,last_pinned_message_id,draft_id,last_read_id,league_id,previous_league_id,bracket_id,bracket_overrides_id,group_id,loser_bracket_id,loser_bracket_overrides_id,roster_positions,total_rosters,metadata_auto_continue,metadata_keeper_deadline,metadata_latest_league_winner_roster_id,settings_best_ball,settings_waiver_budget,settings_disable_adds,settings_capacity_override,settings_waiver_bid_min,settings_taxi_deadline,settings_draft_rounds,settings_reserve_allow_na,settings_start_week,settings_playoff_seed_type,settings_playoff_teams,settings_veto_votes_needed,settings_position_limit_qb,settings_num_teams,settings_daily_waivers_hour,settings_playoff_type,settings_taxi_slots,settings_daily_waivers_days,settings_playoff_week_start,settings_waiver_clear_days,settings_reserve_allow_doubtful,settings_commissioner_direct_invite,settings_veto_auto_poll,settings_reserve_allow_dnr,settings_taxi_allow_vets,settings_waiver_day_of_week,settings_playoff_round_type,settings_reserve_allow_out,settings_reserve_allow_sus,settings_veto_show_votes,settings_trade_deadline,settings_taxi_years,settings_daily_waivers,settings_disable_trades,settings_pick_trading,settings_type,settings_max_keepers,settings_waiver_type,settings_league_average_match,settings_trade_review_days,settings_bench_lock,settings_offseason_adds,settings_leg,settings_reserve_slots,settings_reserve_allow_cov,scoring_settings_sack,scoring_settings_qb_hit,scoring_settings_fgm_40_49,scoring_settings_bonus_rec_te,scoring_settings_fgm_yds,scoring_settings_def_forced_punts,scoring_settings_bonus_rec_yd_100,scoring_settings_bonus_rush_yd_100,scoring_settings_pass_int,scoring_settings_fgmiss_50p,scoring_settings_pts_allow_0,scoring_settings_bonus_pass_yd_400,scoring_settings_pass_2pt,scoring_settings_rec_0_4,scoring_settings_yds_allow_450_499,scoring_settings_blk_kick_ret_yd,scoring_settings_st_td,scoring_settings_def_pr_yd,scoring_settings_rec_30_39,scoring_settings_sack_yd,scoring_settings_fgm_yds_over_30,scoring_settings_rec_td,scoring_settings_yds_allow_400_449,scoring_settings_tkl_ast,scoring_settings_rec_20_29,scoring_settings_idp_blk_kick,scoring_settings_fgm_30_39,scoring_settings_idp_fum_ret_yd,scoring_settings_xpmiss,scoring_settings_rush_td_50p,scoring_settings_rush_td,scoring_settings_def_kr_yd,scoring_settings_bonus_fd_wr,scoring_settings_pts_allow,scoring_settings_def_4_and_stop,scoring_settings_fg_ret_yd,scoring_settings_idp_tkl,scoring_settings_yds_allow_550p,scoring_settings_pass_td_40p,scoring_settings_def_st_tkl_solo,scoring_settings_yds_allow_350_399,scoring_settings_fgm,scoring_settings_idp_sack_yd,scoring_settings_bonus_rush_rec_yd_100,scoring_settings_rec_2pt,scoring_settings_bonus_pass_cmp_25,scoring_settings_idp_tkl_loss,scoring_settings_rush_fd,scoring_settings_pass_int_td,scoring_settings_int_ret_yd,scoring_settings_idp_tkl_solo,scoring_settings_pass_att,scoring_settings_st_fum_rec,scoring_settings_fgmiss,scoring_settings_bonus_def_fum_td_50p,scoring_settings_ff,scoring_settings_idp_int,scoring_settings_bonus_sack_2p,scoring_settings_fgmiss_30_39,scoring_settings_rec,scoring_settings_yds_allow_200_299,scoring_settings_idp_int_ret_yd,scoring_settings_idp_safe,scoring_settings_pts_allow_14_20,scoring_settings_def_2pt,scoring_settings_fgm_0_19,scoring_settings_idp_def_td,scoring_settings_idp_pass_def_3p,scoring_settings_int,scoring_settings_def_st_fum_rec,scoring_settings_fum_lost,scoring_settings_pts_allow_1_6,scoring_settings_rec_fd,scoring_settings_kr_yd,scoring_settings_fgmiss_20_29,scoring_settings_rush_att,scoring_settings_st_tkl_solo,scoring_settings_yds_allow,scoring_settings_rec_5_9,scoring_settings_idp_sack,scoring_settings_fgm_20_29,scoring_settings_yds_allow_500_549,scoring_settings_pts_allow_21_27,scoring_settings_bonus_rec_wr,scoring_settings_bonus_pass_yd_300,scoring_settings_xpm,scoring_settings_pass_td_50p,scoring_settings_pass_sack,scoring_settings_rec_40p,scoring_settings_def_3_and_out,scoring_settings_fgmiss_0_19,scoring_settings_pass_cmp,scoring_settings_tkl_loss,scoring_settings_rush_2pt,scoring_settings_def_pass_def,scoring_settings_yds_allow_300_349,scoring_settings_fum_rec,scoring_settings_idp_pass_def,scoring_settings_rec_10_19,scoring_settings_bonus_rec_yd_200,scoring_settings_def_st_td,scoring_settings_tkl,scoring_settings_pass_cmp_40p,scoring_settings_fgm_50p,scoring_settings_bonus_tkl_10p,scoring_settings_def_td,scoring_settings_idp_fum_rec,scoring_settings_pass_fd,scoring_settings_rec_td_40p,scoring_settings_bonus_rush_yd_200,scoring_settings_safe,scoring_settings_pass_yd,scoring_settings_fgmiss_40_49,scoring_settings_rec_td_50p,scoring_settings_blk_kick,scoring_settings_pass_td,scoring_settings_tkl_solo,scoring_settings_bonus_rush_att_20,scoring_settings_yds_allow_100_199,scoring_settings_bonus_def_int_td_50p,scoring_settings_idp_qb_hit,scoring_settings_bonus_fd_qb,scoring_settings_rush_yd,scoring_settings_yds_allow_0_100,scoring_settings_bonus_rec_rb,scoring_settings_rush_40p,scoring_settings_pr_yd,scoring_settings_fum,scoring_settings_pts_allow_28_34,scoring_settings_pts_allow_35p,scoring_settings_bonus_rush_rec_yd_200,scoring_settings_fum_rec_td,scoring_settings_rec_yd,scoring_settings_rush_td_40p,scoring_settings_bonus_fd_te,scoring_settings_bonus_fd_rb,scoring_settings_fum_ret_yd,scoring_settings_def_st_ff,scoring_settings_pass_inc,scoring_settings_pts_allow_7_13,scoring_settings_idp_ff,scoring_settings_st_ff,scoring_settings_idp_tkl_ast
"Sex, Drugs, and Fantasy Football",pre_draft,,,951,2025,regular,nfl,1237469128541868032,,,,,,,1749398140614,,1237469128554455040,,1237469128541868032,1111766493164949504,,,,,,"['QB', 'RB', 'WR', 'WR', 'TE', 'FLEX', 'FLEX', 'DL', 'LB', 'DB', 'IDP_FLEX', 'BN', 'BN', 'BN', 'BN', 'BN']",12,on,0,11,0,100,0,0,0,0,3,0,1,1,6,9,3,12,0,1,0,5461,15,2,0,0,0,0,0,2,0,1,0,0,11,0,0,0,0,0,1,2,1,0,0,0,1,4,1,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.5,0.0,0.0,6.0,1.0,0.0,3.0,6.0,0.0,2.0,1.0,-2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,6.0,4.0,0.0,0.0,0.0,2.0,0.04,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,0.5
