name,status,avatar,company_id,shard,season,season_type,sport,last_message_id,last_author_avatar,last_author_display_name,last_author_id,last_author_is_bot,last_message_attachment,last_message_text_map,last_message_time,last_pinned_message_id,draft_id,last_read_id,league_id,previous_league_id,roster_positions,group_id,bracket_id,bracket_overrides_id,loser_bracket_id,loser_bracket_overrides_id,total_rosters,metadata_auto_continue,metadata_keeper_deadline,metadata_latest_league_winner_roster_id,settings_best_ball,settings_waiver_budget,settings_disable_adds,settings_divisions,settings_capacity_override,settings_waiver_bid_min,settings_taxi_deadline,settings_draft_rounds,settings_reserve_allow_na,settings_start_week,settings_playoff_seed_type,settings_playoff_teams,settings_veto_votes_needed,settings_squads,settings_num_teams,settings_daily_waivers_hour,settings_playoff_type,settings_taxi_slots,settings_daily_waivers_days,settings_playoff_week_start,settings_waiver_clear_days,settings_reserve_allow_doubtful,settings_commissioner_direct_invite,settings_veto_auto_poll,settings_reserve_allow_dnr,settings_taxi_allow_vets,settings_waiver_day_of_week,settings_playoff_round_type,settings_reserve_allow_out,settings_reserve_allow_sus,settings_veto_show_votes,settings_trade_deadline,settings_taxi_years,settings_daily_waivers,settings_disable_trades,settings_pick_trading,settings_type,settings_max_keepers,settings_waiver_type,settings_league_average_match,settings_trade_review_days,settings_bench_lock,settings_offseason_adds,settings_leg,settings_daily_waivers_base,settings_reserve_slots,settings_reserve_allow_cov,scoring_settings_sack,scoring_settings_fgm_40_49,scoring_settings_pass_int,scoring_settings_pts_allow_0,scoring_settings_pass_2pt,scoring_settings_st_td,scoring_settings_rec_td,scoring_settings_fgm_30_39,scoring_settings_xpmiss,scoring_settings_rush_td,scoring_settings_rec_2pt,scoring_settings_st_fum_rec,scoring_settings_fgmiss,scoring_settings_ff,scoring_settings_rec,scoring_settings_pts_allow_14_20,scoring_settings_fgm_0_19,scoring_settings_int,scoring_settings_def_st_fum_rec,scoring_settings_fum_lost,scoring_settings_pts_allow_1_6,scoring_settings_fgm_20_29,scoring_settings_pts_allow_21_27,scoring_settings_xpm,scoring_settings_rush_2pt,scoring_settings_fum_rec,scoring_settings_def_st_td,scoring_settings_fgm_50p,scoring_settings_def_td,scoring_settings_safe,scoring_settings_pass_yd,scoring_settings_blk_kick,scoring_settings_pass_td,scoring_settings_rush_yd,scoring_settings_fum,scoring_settings_pts_allow_28_34,scoring_settings_pts_allow_35p,scoring_settings_fum_rec_td,scoring_settings_rec_yd,scoring_settings_def_st_ff,scoring_settings_pts_allow_7_13,scoring_settings_st_ff
"Mo Money, Mo Contracts",pre_draft,43ff97f5d147a073796cb8331d37dc07,,866,2025,regular,nfl,1237281225341681664,ee3e73b18699571f00c9bdcc21fe8f66,kevo1022,451807541647634432,False,,,1749353342557,1220607720235745280,1207451952711999488,,1207451952707813376,1068009064141062144,"['QB', 'RB', 'RB', 'WR', 'WR', 'TE', 'FLEX', 'FLEX', 'SUPER_FLEX', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN']",,,,,,12,off,0,1,0,1000,0,0,1,2,4,4,0,1,1,6,6,1,12,7,1,4,11008,15,2,0,0,0,0,1,2,0,0,1,0,12,2,1,0,1,2,1,2,0,0,1,0,1,4,6,1,1.0,4.0,-2.0,10.0,2.0,6.0,6.0,3.0,-1.0,6.0,2.0,1.0,-1.0,1.0,1.0,1.0,3.0,2.0,1.0,-2.0,7.0,3.0,0.0,1.0,2.0,2.0,6.0,5.0,6.0,2.0,0.03999999910593033,2.0,4.0,0.10000000149011612,0.0,-1.0,-4.0,6.0,0.10000000149011612,1.0,4.0,1.0
