draft_id,draft_slot,is_keeper,pick_no,picked_by,player_id,reactions,roster_id,round,metadata.first_name,metadata.injury_status,metadata.last_name,metadata.news_updated,metadata.number,metadata.player_id,metadata.position,metadata.sport,metadata.status,metadata.team,metadata.years_exp
942315883328843777,5,,29,595421624581287936,10871,,10,3,Luke,,Schoonmaker,1683826238237,86,10871,TE,nfl,Active,DAL,0
942315883328843777,6,,30,451807541647634432,9222,,1,3,Zach,,Evans,1682803834617,21,9222,RB,nfl,Active,LAR,0
942315883328843777,7,,31,741144911407095808,9227,,12,3,Israel,,Abanikanda,1682792424828,25,9227,RB,nfl,Active,NYJ,0
942315883328843777,8,,32,561715408029736960,9504,,2,3,Kayshon,,Boutte,1682799327204,58,9504,WR,nfl,Active,NE,0
942315883328843777,9,,33,548317142968336384,10444,,7,3,Cedric,,Tillman,1682733929290,89,10444,WR,nfl,Active,CLE,0
942315883328843777,10,,34,741144911407095808,9502,,12,3,Tank,,Dell,1682732719094,13,9502,WR,nfl,Active,HOU,0
942315883328843777,11,,35,741144911407095808,9220,,12,3,Evan,,Hull,1682797535095,26,9220,RB,nfl,Active,IND,0
942315883328843777,12,,36,595331324689047552,10232,,9,3,Michael,,Wilson,1682736925427,14,10232,WR,nfl,Active,ARI,0
942315883328843777,1,,37,558483388996636672,10213,,6,4,Tre,,Tucker,1682738129206,89,10213,WR,nfl,Active,LV,0
942315883328843777,2,,38,548317142968336384,9505,,7,4,Deuce,,Vaughn,1682803223704,42,9505,RB,nfl,Active,DAL,0
942315883328843777,3,,39,561715408029736960,9512,,2,4,DeWayne,,McBride,1682804726231,37,9512,RB,nfl,Active,MIN,0
942315883328843777,4,,40,561747196680642560,9484,,5,4,Tucker,,Kraft,1682734522231,85,9484,TE,nfl,Active,GB,0
942315883328843777,5,,41,741144911407095808,10857,,12,4,Stetson,,Bennett,1682789132207,13,10857,QB,nfl,Active,LAR,0
942315883328843777,6,,42,451807541647634432,9493,,1,4,Puka,,Nacua,1682797535097,17,9493,WR,nfl,Active,LAR,0
942315883328843777,7,,43,595421624581287936,10216,,10,4,Kenny,,McIntosh,1682806830202,25,10216,RB,nfl,Active,SEA,0
942315883328843777,8,,44,605920336407511040,10218,,8,4,Xavier,,Hutchinson,1682802334328,19,10218,WR,nfl,Active,HOU,0
942315883328843777,9,,45,595464158774878208,10228,,11,4,Charlie,,Jones,1682789732443,15,10228,WR,nfl,Active,CIN,0
942315883328843777,10,,46,595464158774878208,10863,,11,4,A.T.,,Perry,1682800823457,17,10863,WR,nfl,Active,NO,0
942315883328843777,11,,47,548317142968336384,9492,,7,4,Trey,,Palmer,1682800223284,10,9492,WR,nfl,Active,TB,0
942315883328843777,12,,48,595331324689047552,9506,,9,4,Sean,,Tucker,1682966434584,44,9506,RB,nfl,Active,TB,0
