draft_id,draft_slot,is_keeper,pick_no,picked_by,player_id,reactions,roster_id,round,metadata.first_name,metadata.injury_status,metadata.last_name,metadata.news_updated,metadata.number,metadata.player_id,metadata.position,metadata.sport,metadata.status,metadata.team,metadata.years_exp
942315883328843777,1,,1,595421624581287936,9509,,10,1,Bijan,,Robinson,1682644810114,7,9509,RB,nfl,Active,ATL,0
942315883328843777,2,,2,451807541647634432,9228,,1,1,Bryce,,Young,1684803026592,9,9228,QB,nfl,Active,CAR,0
942315883328843777,3,,3,558483388996636672,9229,,6,1,Anthony,,Richardson,1682643008622,5,9229,QB,nfl,Active,IND,0
942315883328843777,4,,4,451807541647634432,9221,,1,1,Jahmyr,Questionable,Gibbs,1683998433696,26,9221,RB,nfl,Active,DET,0
942315883328843777,5,,5,594730254984077312,9488,,4,1,Jaxon,,Smith-Njigba,1682649614720,11,9488,WR,nfl,Active,SEA,0
942315883328843777,6,,6,451807541647634432,9758,,1,1,C.J.,,Stroud,1684860359357,7,9758,QB,nfl,Active,HOU,0
942315883328843777,7,,7,594730254984077312,9756,,4,1,Jordan,,Addison,1682651114733,3,9756,WR,nfl,Active,MIN,0
942315883328843777,8,,8,558483388996636672,9754,,6,1,Quentin,,Johnston,1682650215234,1,9754,WR,nfl,Active,LAC,0
942315883328843777,9,,9,605920336407511040,9226,,8,1,Devon,,Achane,1682735423501,28,9226,RB,nfl,Active,MIA,0
942315883328843777,10,,10,451807541647634432,10236,,1,1,Dalton,,Kincaid,1684050335873,86,10236,TE,nfl,Active,BUF,0
942315883328843777,11,,11,558483388996636672,9753,,6,1,Zach,,Charbonnet,1682729123262,26,9753,RB,nfl,Active,SEA,0
942315883328843777,12,,12,595331324689047552,9999,,9,1,Will,,Levis,1682724618224,8,9999,QB,nfl,Active,TEN,0
942315883328843777,1,,13,741144911407095808,9997,,12,2,Zay,,Flowers,1683039640183,4,9997,WR,nfl,Active,BAL,0
942315883328843777,2,,14,548317142968336384,9482,,7,2,Michael,,Mayer,1682725218528,87,9482,TE,nfl,Active,LV,0
942315883328843777,3,,15,558483388996636672,10229,,6,2,Rashee,,Rice,1682729724252,4,10229,WR,nfl,Active,KC,0
942315883328843777,4,,16,561747196680642560,9757,,5,2,Kendre,Questionable,Miller,1684516544862,25,9757,RB,nfl,Active,NO,0
942315883328843777,5,,17,741144911407095808,10225,,12,2,Jonathan,,Mingo,1682725819532,15,10225,WR,nfl,Active,CAR,0
942315883328843777,6,,18,595331324689047552,9494,,9,2,Marvin,,Mims,1682731226360,83,9494,WR,nfl,Active,DEN,0
942315883328843777,7,,19,595421624581287936,9508,,10,2,Tyjae,,Spears,1682734822967,32,9508,RB,nfl,Active,TEN,0
942315883328843777,8,,20,741144911407095808,9998,,12,2,Hendon,Questionable,Hooker,1683767433236,12,9998,QB,nfl,Active,DET,0
942315883328843777,9,,21,561715408029736960,10222,,2,2,Jayden,,Reed,1682728524770,11,10222,WR,nfl,Active,GB,0
942315883328843777,10,,22,595464158774878208,9225,,11,2,Tank,,Bigsby,1684080339176,4,9225,RB,nfl,Active,JAX,0
942315883328843777,11,,23,548317142968336384,9500,,7,2,Josh,Questionable,Downs,1685038216148,1,9500,WR,nfl,Active,IND,0
942315883328843777,12,,24,595331324689047552,10859,,9,2,Sam,,LaPorta,1684097439750,87,10859,TE,nfl,Active,DET,0
942315883328843777,1,,25,558483388996636672,10235,,6,3,Roschon,,Johnson,1682787326631,30,10235,RB,nfl,Active,CHI,0
942315883328843777,2,,26,472136033526345728,9224,,3,3,Chase,,Brown,1682795122741,30,9224,RB,nfl,Active,CIN,0
942315883328843777,3,,27,561715408029736960,9497,,2,3,Jalin,,Hyatt,1683516932277,84,9497,WR,nfl,Active,NYG,0
942315883328843777,4,,28,561747196680642560,9481,,5,3,Luke,,Musgrave,1682726720686,88,9481,TE,nfl,Active,GB,0
