co_owners,keepers,league_id,owner_id,player_map,players,reserve,roster_id,starters,taxi,metadata_record,metadata_streak,settings_fpts,settings_fpts_against,settings_fpts_against_decimal,settings_fpts_decimal,settings_losses,settings_ppts,settings_ppts_decimal,settings_ties,settings_total_moves,settings_waiver_budget_used,settings_waiver_position,settings_wins,metadata_p_nick_2374,metadata_p_nick_1535,metadata_p_nick_6904,metadata_p_nick_2505,metadata_p_nick_6801,metadata_p_nick_8223,metadata_p_nick_4663,metadata_p_nick_7090,metadata_p_nick_7585,metadata_p_nick_8135,metadata_p_nick_8154,metadata_p_nick_8131,metadata_p_nick_6819,metadata_p_nick_6826,metadata_p_nick_8132,metadata_p_nick_6794,metadata_p_nick_8148,metadata_p_nick_4892,metadata_p_nick_8112,metadata_p_nick_8176,metadata_p_nick_8147,metadata_p_nick_3199,metadata_p_nick_5937,metadata_p_nick_2399,metadata_p_nick_4137,metadata_p_nick_6843,metadata_p_nick_3200,metadata_p_nick_830,metadata_p_nick_1166,metadata_p_nick_2216,metadata_p_nick_5022,metadata_p_nick_4993,metadata_p_nick_6151,metadata_p_nick_4018,metadata_p_nick_6945,metadata_allow_pn_inactive_starters,metadata_allow_pn_player_injury_status,metadata_allow_pn_scoring,metadata_restrict_pn_scoring_starters_only,metadata_p_nick_1689,metadata_p_nick_2382,metadata_p_nick_2410,metadata_p_nick_3161,metadata_p_nick_3286,metadata_p_nick_3321,metadata_p_nick_4040,metadata_p_nick_4973,metadata_p_nick_4984,metadata_p_nick_5857,metadata_p_nick_6156
,,942315883328843776,451807541647634432,,"['10226', '10231', '10236', '11370', '1352', '2307', '3294', '4068', '4464', '4866', '5001', '5859', '7547', '7568', '7588', '7606', '7611', '8119', '8143', '8144', '9221', '9222', '9228', '9493', '9511', '9758']","['4068', '7611', '9511']",1,"['3294', '4866', '9221', '9493', '8144', '5001', '7547', '5859', '9758']","['10231', '9222']",LWLWLWWWWWWWWL,1L,2042,1652,26,26,4,2323,36,0,0,903,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,942315883328843776,561715408029736960,,"['10210', '10222', '1479', '3225', '3286', '4029', '4034', '4089', '4881', '5012', '5046', '6074', '6144', '6803', '6828', '6886', '6918', '7527', '7561', '7562', '8157', '8195', '827', '8408', '9490', '9497', '9504', '9512']","['10210', '5012', '6918']",2,"['4881', '4034', '6828', '3286', '6803', '4089', '10222', '3225', '827']","['9497', '9504', '9512']",WWLWLLWLLWWWLW,1W,1724,1573,48,18,6,1887,80,0,0,997,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,942315883328843776,472136033526345728,,"['1837', '2359', '3271', '4098', '4951', '5880', '5947', '6151', '6804', '6819', '6847', '7528', '7585', '7670', '8121', '8131', '8137', '8138', '8159', '8160', '8162', '8189', '8228', '9224']",,3,"['6804', '7528', '8138', '6819', '8137', '3271', '8228', '8121', '8162']","['8159', '8189', '9224']",WLWLLLWLLLLWWW,3W,1548,1657,10,50,8,1821,92,0,0,767,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,942315883328843776,594730254984077312,,"['11114', '2133', '4046', '4066', '4179', '4984', '5854', '5892', '6136', '6786', '6790', '6820', '6845', '7045', '7543', '7553', '7569', '8110', '8112', '8168', '9488', '9756']",,4,"['4984', '7543', '5892', '6786', '7569', '4066', '2133', '6790', '4046']","['11114', '8168', '9488']",LWWWWLWWLWWWWW,5W,2021,1579,16,52,3,2425,80,0,0,973,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,942315883328843776,561747196680642560,,"['11199', '11256', '11439', '2078', '2251', '2306', '2309', '3423', '421', '4217', '4981', '4988', '5995', '6694', '7523', '7525', '7591', '7594', '7601', '8118', '8151', '8171', '8230', '9231', '9481', '9484', '9757']","['4988', '9481']",5,"['7591', '8151', '7594', '7525', '4981', '4217', '2078', '5995', '421']","['8118', '8171', '8230', '9484']",LLWLWLLWLLLLLW,1W,1538,1821,56,50,10,1828,10,0,0,890,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,942315883328843776,558483388996636672,,"['10213', '10229', '10235', '10860', '3257', '4017', '4033', '4972', '5848', '5927', '5955', '5967', '6813', '7571', '7596', '8136', '8146', '8155', '8210', '9229', '96', '9753', '9754']","['4017', '9229']",6,"['4972', '5967', '8136', '10229', '8146', '4033', '6813', '8155', '5927']","['10213', '10235']",LLLWLLLWWLLLLW,1W,1515,1765,20,56,10,1756,80,0,0,807,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,942315883328843776,548317142968336384,,"['10444', '11292', '1166', '2216', '2374', '3976', '4018', '4137', '4663', '4892', '5022', '5937', '6794', '6801', '6826', '6904', '6927', '8132', '8135', '8147', '8148', '8154', '9482', '9487', '9492', '9500', '9505']",['1166'],7,"['4892', '4663', '4018', '6794', '2216', '5022', '6801', '4137', '6904']","['10444', '9482', '9492', '9500']",LWWWWWLLWLWLWL,1L,1828,1688,6,80,6,2180,56,0,0,755,8,8,The Key,The Warehouse,Rental Car,Build The,Plain White,This Is,Texas,Paul,The General,Ellis,Life Of,Un,Great First Name,Nat King,The Creator,Moving On Up,Irish Whiskey,Mixed Dozen,Aubrey,Mr. Tanner,Fuck Cancer,Wendy’s,Huge,Ward,Roseanne,Fat,Silver,Envy,Kissin’,Great Name,That’s,Great Name,I Would Walk 500,Subway Knockout,Banderas,,,,,,,,,,,,,,,
,,942315883328843776,605920336407511040,,"['10217', '10218', '1339', '1373', '1466', '1689', '2028', '2319', '4985', '5038', '5133', '5248', '5849', '5850', '5917', '6130', '6149', '6783', '6824', '7567', '7608', '8134', '8179', '8756', '9226']",['5917'],8,"['1373', '6130', '9226', '1689', '6783', '1466', '5248', '8134', '5849']","['10218', '8179']",LLLLWLLLWLWLLL,3L,1493,1814,10,94,11,1791,56,0,0,681,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,on,off,on,,,,,,,,,,,
,,942315883328843776,595331324689047552,,"['10232', '10859', '1234', '2505', '2549', '3163', '3214', '4035', '4037', '4111', '4983', '5846', '5916', '6938', '6945', '7526', '7538', '8139', '8140', '8150', '8161', '8172', '8676', '9494', '9506', '9999']","['6938', '8172']",9,"['9999', '8150', '4035', '7526', '5846', '10859', '4037', '4983', '3163']","['8140', '8161']",WWLWLWWWLLWWWL,1L,1844,1756,98,72,5,2100,36,0,0,971,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,942315883328843776,595421624581287936,,"['10216', '10862', '10866', '10871', '184', '19', '1992', '2161', '2449', '2711', '3321', '4040', '4080', '4082', '4234', '5110', '5844', '5870', '6185', '6770', '7002', '7607', '7610', '8117', '8126', '8129', '9479', '9486', '9501', '9508', '9509']","['2161', '4040', '5110', '5844', '5870', '6770']",10,"['19', '9509', '9508', '3321', '2449', '7002', '4082', '9501', '6185']","['10216', '10871', '8117', '9479']",WWLLWWLLWWLLLL,4L,1596,1678,54,90,8,1820,4,0,0,853,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,942315883328843776,595464158774878208,,"['10228', '10863', '1426', '2197', '3198', '3969', '4039', '4381', '4454', '4854', '5045', '5872', '5906', '5987', '6768', '7564', '7600', '7605', '8183', '8205', '8221', '9225']",['4454'],11,"['8183', '3198', '8205', '4039', '5872', '4381', '1426', '7564', '6768']","['10228', '10863']",WLWLWWWWWWLWWW,3W,1851,1730,4,88,3,2015,96,0,0,940,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,on,off,on,,,,,,,,,,,
,,942315883328843776,741144911407095808,,"['10225', '10857', '10867', '1476', '2749', '3164', '3199', '4171', '4199', '4950', '5284', '5857', '5890', '6011', '6111', '6797', '6895', '6943', '7021', '7066', '8116', '8130', '8142', '8167', '8219', '9220', '9227', '9502', '9997', '9998']","['3199', '5890', '6797', '6895', '9220', '9502']",12,"['6011', '3164', '1476', '6943', '9997', '8130', '4199', '8142', '6111']","['8219', '9227', '9998']",WLWLLWLLLWLLLL,4L,1510,1800,82,54,10,1870,82,0,0,860,7,4,,,,,,,⚡️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,on,on,on,💩,🐥,🥃,💦,👘,🆓,🍬,🌾,🚀,🦅,👃🏼
