player_id,player_score
1426,0.0
2374,5.8
2505,19.3
3172,7.0
4037,9.6
4866,17.3
5726,9.5
5892,0.0
6214,0.0
6790,9.0
6888,11.5
6945,4.1
7523,18.06
7564,0.0
7648,12.0
8126,2.7
1166,22.02
2389,11.0
3271,1.2
4171,5.3
4971,10.0
4981,1.0
5816,8.0
5862,0.0
5995,5.3
6119,6.0
7611,11.5
8148,0.0
8155,0.0
9221,23.1
9222,0.0
9488,14.3
1689,0.0
1875,0.0
2133,9.2
4046,34.86
4066,7.0
4070,6.5
4082,4.5
5015,0.0
5332,28.5
5848,6.4
5850,5.6
6819,15.3
6826,0.0
7044,17.5
8146,0.0
8205,14.0
8280,2.0
1466,29.9
2617,16.5
3198,0.0
4039,5.9
4111,31.5
421,15.04
4454,14.3
4963,13.5
5045,16.6
5185,0.0
5947,15.5
6120,12.0
7569,0.0
7591,0.0
7596,7.9
8311,19.0
9226,0.0
9229,0.0
1373,14.76
2309,4.2
2393,9.0
3199,11.7
4034,21.1
4149,1.4
4199,7.2
5012,20.3
5248,20.9
5284,0.9
5937,10.4
5944,14.0
6220,13.5
6794,0.0
6880,0.0
7136,4.0
8154,8.3
8183,14.78
9500,21.0
2449,14.8
4098,15.1
4144,5.2
4217,10.5
5041,20.0
5346,12.0
5987,5.2
6797,12.86
6804,16.3
7066,7.2
7543,21.2
7666,5.5
7765,7.5
8132,12.7
9502,0.0
9509,0.3
2749,5.6
3256,7.0
4137,0.0
4663,5.1
4881,33.88
4983,9.4
4990,9.0
5334,12.5
5844,14.1
5916,13.1
6786,0.0
6803,8.2
7117,11.5
8143,16.4
8266,11.5
9493,20.4
9508,0.0
10229,14.5
10236,12.5
3163,10.36
4018,0.0
4118,7.5
4968,15.0
4984,25.3
5046,6.6
5859,24.7
5872,0.0
6943,1.1
6947,0.0
7588,11.1
7608,0.0
8110,0.0
8151,12.1
8289,9.0
2197,0.0
2216,17.2
2227,6.0
3294,0.0
4950,16.0
4960,10.5
5056,27.5
6768,11.34
6813,19.5
6845,6.7
7600,0.0
7640,0.0
7670,16.8
7811,10.0
8408,0.0
9756,28.8
10859,8.2
1233,10.5
1343,20.5
1479,7.5
3321,20.3
4029,0.0
5840,2.5
5846,0.0
5927,12.0
6801,0.0
6807,5.0
6904,24.26
7561,-0.1
8112,8.4
8136,12.9
8228,9.6
1234,13.86
4017,-0.8
4035,23.3
4223,8.5
5960,2.0
5967,0.0
5991,13.5
6065,1.0
6151,0.0
7525,6.9
7526,9.3
7528,14.3
7553,6.2
8121,10.0
8162,10.46
9758,0.0
9997,9.5
10235,0.0
3973,32.0
4081,9.0
4892,17.2
5022,16.2
5348,13.0
5580,0.0
6770,0.0
6783,8.9
7113,2.0
7547,16.7
8129,0.0
8137,13.2
8138,17.7
8144,9.2
8150,0.0
8167,4.2
8339,10.5
