player_id,player_score
1426,6.0
2374,21.9
2505,10.6
3973,1.0
4037,8.3
4080,0.0
4866,24.2
5372,6.0
5726,24.0
5870,32.74
5892,11.9
6790,25.6
6945,6.8
7564,5.6
7648,9.5
8119,3.7
10229,3.0
10892,3.5
1166,28.56
2028,7.72
3225,8.2
3271,2.7
3276,17.5
4180,11.0
4454,4.9
4981,4.2
4988,6.4
5862,3.0
5995,6.8
7611,13.5
8155,0.9
9221,9.1
1875,15.0
4046,22.2
4066,8.7
4070,26.0
5332,16.0
5816,5.5
5848,14.4
5850,8.4
6768,13.26
6819,9.6
7553,3.5
7600,3.7
8146,16.3
8205,7.5
8314,0.0
9488,5.9
1466,10.6
2617,3.0
3198,17.0
4039,0.0
4147,3.9
4963,8.5
5045,9.1
5185,3.3
5334,11.0
5947,0.0
6120,14.0
7569,24.1
7591,16.74
7596,5.6
8168,14.5
9226,1.4
9229,17.74
2309,12.5
2393,30.5
3199,9.0
4034,21.0
4040,5.3
4149,2.9
4199,0.0
5012,13.0
5248,12.2
5937,0.0
5944,12.5
6794,19.4
6880,14.5
8154,27.9
8183,14.74
8339,4.5
2449,10.1
3214,14.2
4217,4.5
5041,20.0
5346,18.5
5987,4.4
6118,12.5
6797,22.2
7090,0.0
7523,9.24
7543,5.2
7551,0.0
8132,4.8
8142,3.8
8323,8.0
9509,19.2
2749,25.2
3156,18.5
3164,1.3
4063,0.0
4137,16.6
4663,0.0
4881,22.88
4983,13.4
5844,22.1
6781,2.0
6786,19.8
6803,5.8
6809,7.0
7045,3.9
8266,22.5
9493,22.6
9508,6.5
10236,6.8
2078,4.4
3163,23.92
4018,11.5
4968,18.5
4984,23.66
5859,4.9
5872,19.1
6119,4.0
6853,1.4
6943,18.2
7588,6.8
7608,6.3
8151,17.9
8289,3.0
8290,10.0
2133,17.4
2197,0.0
2216,26.1
2227,0.0
3294,19.6
4033,4.8
4068,12.6
4950,16.46
4960,6.5
6220,15.5
6813,0.0
6845,18.7
7640,28.0
7811,6.5
9753,4.0
9756,14.7
10859,10.3
1233,11.5
1343,3.5
1479,27.1
3321,13.5
4029,-0.3
5015,5.0
5846,10.5
5927,13.9
6801,24.9
6807,9.5
6904,26.22
7561,0.0
8112,15.7
8136,18.8
8228,10.6
4017,12.6
4035,0.0
4971,13.0
5960,15.5
5967,16.4
5991,7.5
6056,14.0
6151,6.2
6826,5.8
6828,6.8
7002,2.3
7525,22.1
7526,10.4
7528,4.8
8121,4.0
9997,8.8
10235,6.2
2389,15.5
4081,0.0
5022,5.2
5580,28.5
5655,13.0
6770,17.38
6783,4.0
6938,0.0
7547,12.7
7567,0.0
8129,4.5
8137,20.7
8138,17.9
8144,11.6
8150,26.0
8167,0.0
8355,0.0
