roster_id,matchup_id,starters,players
1,5,"['7523', '4866', '7564', '4037', '2505', '2374', '6790', '4999', '6214', '6888', '5726']","['11199', '1426', '2374', '2505', '4037', '4866', '4999', '5726', '5892', '6214', '6790', '6888', '6945', '7523', '7564', '8126']"
2,1,"['1166', '8155', '4981', '9488', '3271', '9221', '7611', '5816', '2389', '4971', '6119']","['1166', '2389', '3271', '4171', '4971', '4981', '5816', '5862', '5995', '6119', '7611', '8148', '8155', '9221', '9222', '9488']"
3,4,"['4046', '5850', '2133', '1689', '4066', '6819', '8205', '4070', '5332', '7044', '1875']","['1689', '1875', '2133', '4046', '4066', '4070', '4082', '5015', '5332', '5848', '5850', '6819', '6826', '7044', '8146', '8205']"
4,3,"['421', '4111', '7569', '4039', '1466', '5947', '5045', '6120', '2617', '4963', '8311']","['1466', '2617', '3198', '4039', '4111', '421', '4454', '4963', '5045', '5185', '5947', '6120', '7569', '7591', '7596', '8311', '9226', '9229']"
5,4,"['8183', '4034', '2309', '3199', '5012', '5248', '9500', '2393', '5944', '7136', '6880']","['1373', '2309', '2393', '3199', '4034', '4199', '5012', '5248', '5937', '5944', '6794', '6880', '7136', '8154', '8183', '9500']"
6,6,"['6797', '9509', '9502', '2449', '4217', '7543', '4098', '7765', '5041', '8286', '5346']","['10867', '2449', '4098', '4144', '4217', '5041', '5346', '5987', '6797', '7066', '7543', '7765', '8132', '8286', '9502', '9509']"
7,2,"['4881', '4663', '6803', '9493', '5844', '6786', '2749', '3256', '8266', '7117', '4990']","['2749', '3256', '4137', '4663', '4881', '4983', '4990', '5334', '5844', '5916', '6786', '6803', '7117', '8143', '8266', '9493', '9508']"
8,6,"['4984', '8151', '5859', '6943', '10236', '4018', '7588', '8289', '4968', '7816', '4118']","['10229', '10236', '3163', '4018', '4118', '4968', '4984', '5046', '5859', '5872', '6943', '7588', '7608', '7816', '8110', '8151', '8289']"
9,5,"['6768', '6813', '7670', '9756', '4381', '2216', '4950', '7640', '4960', '7811', '5056']","['2197', '2216', '2227', '3294', '4381', '4950', '4960', '5056', '6768', '6813', '6845', '7600', '7640', '7670', '7811', '9756']"
10,2,"['6904', '8136', '3321', '5927', '10859', '8112', '1479', '5912', '1233', '7715', '6807']","['10859', '1233', '1479', '3321', '4029', '5846', '5912', '5927', '6801', '6807', '6904', '7561', '7715', '8112', '8136', '8228']"
11,1,"['9758', '4035', '7526', '7525', '7553', '5967', '9997', '5991', '5960', '4223', '6056']","['1234', '4017', '4035', '4223', '5960', '5967', '5991', '6056', '6151', '7525', '7526', '7528', '7553', '8121', '9758', '9997']"
12,3,"['6770', '8138', '7547', '8144', '5022', '8167', '8137', '3973', '5580', '8339', '5348']","['10235', '3973', '4081', '5022', '5348', '5580', '6770', '6783', '7113', '7547', '8129', '8137', '8138', '8144', '8150', '8167', '8339']"
