draft_id,draft_slot,is_keeper,pick_no,picked_by,player_id,reactions,roster_id,round,metadata.amount,metadata.first_name,metadata.injury_status,metadata.last_name,metadata.news_updated,metadata.number,metadata.player_id,metadata.position,metadata.slot,metadata.sport,metadata.status,metadata.team,metadata.years_exp
993378040933564417,10,,164,741144911407095808,8323,,6,14,1,Jaquan,Questionable,Brisker,1692903639936,9,8323,DB,10,nfl,Active,CHI,1
993378040933564417,11,,165,561715408029736960,7567,,10,14,1,Kenneth,,Gainwell,1692720340315,14,7567,RB,11,nfl,Active,PHI,2
993378040933564417,12,,166,830975786608619520,2078,,8,14,1,Odell,,Beckham,1692467404702,3,2078,WR,12,nfl,Active,BAL,9
993378040933564417,3,,167,862881247247052800,8168,,4,14,1,Skyy,,Moore,1691962859661,24,8168,WR,3,nfl,Active,KC,1
993378040933564417,3,,168,862881247247052800,5045,,4,14,2,Courtland,,Sutton,1692970558865,14,5045,WR,3,nfl,Active,DEN,5
993378040933564417,7,,169,561747196680642560,2393,,5,15,1,Danielle,,Hunter,1690729841754,99,2393,DL,7,nfl,Active,MIN,8
993378040933564417,11,,170,561715408029736960,1233,,10,15,2,Bobby,,Wagner,1679802010116,54,1233,LB,11,nfl,Active,SEA,11
993378040933564417,10,,171,741144911407095808,9482,,6,15,1,Michael,,Mayer,1693111817782,87,9482,TE,10,nfl,Active,LV,0
993378040933564417,11,,172,561715408029736960,9757,,10,15,1,Kendre,,Miller,1693196144440,25,9757,RB,11,nfl,Active,NO,0
993378040933564417,3,,173,862881247247052800,3303,,4,15,1,Matthew,,Judon,1691210108521,9,3303,LB,3,nfl,Active,NE,7
993378040933564417,6,,174,595464158774878208,6809,,7,15,1,Trevon,,Diggs,1690923312559,7,6809,DB,6,nfl,Active,DAL,3
993378040933564417,7,,175,561747196680642560,7571,,5,15,1,Rashod,,Bateman,1693254350850,7,7571,WR,7,nfl,Active,BAL,2
993378040933564417,8,,176,578293895956312064,3225,,2,15,1,Tyler,,Boyd,1692977160188,83,3225,WR,8,nfl,Active,CIN,7
993378040933564417,8,,177,578293895956312064,10229,,2,15,2,Rashee,,Rice,1693086614408,4,10229,WR,8,nfl,Active,KC,0
993378040933564417,3,,178,862881247247052800,6291,,4,15,1,Donovan,Questionable,Wilson,1690421122563,6,6291,DB,3,nfl,Active,DAL,4
993378040933564417,6,,179,595464158774878208,2749,,7,15,1,Raheem,,Mostert,1693104916341,31,2749,RB,6,nfl,Active,MIA,8
993378040933564417,7,,180,561747196680642560,8339,,5,15,1,Kyle,,Hamilton,1686082552785,14,8339,DB,7,nfl,Active,BAL,1
993378040933564417,3,,181,862881247247052800,8172,,4,16,2,Greg,,Dulcich,1691845243994,80,8172,TE,3,nfl,Active,DEN,1
993378040933564417,10,,182,741144911407095808,8132,,6,16,1,Tyler,,Allgeier,1692415857042,25,8132,RB,10,nfl,Active,ATL,1
993378040933564417,6,,183,595464158774878208,10888,,7,16,1,Jalen,,Carter,1690587334053,98,10888,DL,6,nfl,Active,PHI,0
993378040933564417,7,,184,561747196680642560,6880,,5,16,1,Logan,,Wilson,1691211309292,55,6880,LB,7,nfl,Active,CIN,3
993378040933564417,8,,185,578293895956312064,4180,,2,16,1,Rayshawn,,Jenkins,1680804960221,2,4180,DB,8,nfl,Active,JAX,6
993378040933564417,10,,186,741144911407095808,6807,,6,16,1,Patrick,,Queen,1683000935601,6,6807,LB,10,nfl,Active,BAL,3
993378040933564417,6,,187,595464158774878208,6804,,7,16,1,Jordan,,Love,1693101015244,10,6804,QB,6,nfl,Active,GB,3
993378040933564417,8,,188,578293895956312064,2028,,2,16,1,Derek,,Carr,1692989160986,4,2028,QB,8,nfl,Active,NO,9
993378040933564417,10,,189,741144911407095808,8266,,6,16,1,Quay,,Walker,1693092614926,7,8266,LB,10,nfl,Active,GB,1
993378040933564417,6,,190,595464158774878208,6781,,7,16,1,Isaiah,,Simmons,1692910540528,19,6781,DB,6,nfl,Active,NYG,3
993378040933564417,8,,191,578293895956312064,3164,,2,16,1,Ezekiel,,Elliott,1692805842069,15,3164,RB,8,nfl,Active,NE,7
993378040933564417,8,,192,578293895956312064,5906,,2,16,1,Dawson,,Knox,1692799540032,88,5906,TE,8,nfl,Active,BUF,4
