roster_id,matchup_id,starters,players
1,6,"['7523', '6790', '7564', '2374', '2505', '4037', '1426', '3172', '5726', '5372', '6065']","['1426', '2374', '2505', '3172', '4037', '4080', '4866', '5372', '5726', '5870', '5892', '6065', '6790', '6945', '7523', '7564', '7648', '8119']"
2,1,"['1166', '8155', '4981', '4171', '3271', '9221', '7611', '10892', '3276', '4180', '5862']","['10892', '1166', '2028', '3225', '3271', '3276', '4171', '4180', '4454', '4981', '5862', '5995', '7611', '8155', '9221', '9757']"
3,3,"['4046', '5850', '8146', '5848', '4066', '6819', '8205', '4070', '5332', '6799', '1875']","['1875', '4046', '4066', '4070', '5332', '5816', '5848', '5850', '6768', '6799', '6819', '7600', '8146', '8205', '8314', '9488']"
4,2,"['7591', '3198', '7569', '8168', '1466', '5947', '5045', '6120', '2617', '4963', '5334']","['1466', '2617', '3198', '4039', '4147', '4963', '5045', '5185', '5334', '5947', '6120', '7569', '7591', '7596', '8168', '9226', '9229']"
5,1,"['8183', '4034', '6794', '2309', '5012', '8154', '5248', '2393', '5944', '8339', '6880']","['10222', '10235', '1373', '2309', '2393', '3199', '4034', '4149', '4199', '5012', '5248', '5937', '5944', '6794', '6880', '8154', '8183', '8339']"
6,4,"['6797', '9509', '2449', '9502', '4217', '7543', '5987', '6118', '5041', '7666', '5346']","['2449', '3214', '4098', '4217', '4455', '5041', '5346', '5987', '6118', '6797', '6804', '7543', '7666', '8132', '9502', '9509']"
7,2,"['4881', '7045', '6786', '9493', '5844', '4137', '2749', '4063', '3156', '7117', '8266']","['2749', '3156', '4063', '4137', '4663', '4881', '4983', '5844', '6786', '6803', '6984', '7045', '7117', '8143', '8266', '9493', '9508']"
8,5,"['4984', '4018', '5859', '5872', '10236', '8151', '7588', '8289', '6119', '8290', '4968']","['10236', '3163', '4018', '4381', '4968', '4984', '5859', '5872', '6119', '6853', '6943', '7588', '7608', '8151', '8289', '8290']"
9,3,"['3294', '6845', '2133', '4068', '4033', '4950', '2216', '7640', '4960', '7811', '6220']","['2133', '2197', '2216', '2227', '3294', '4033', '4068', '4950', '4960', '6220', '6813', '6845', '7640', '7811', '9753', '9756']"
10,6,"['6904', '8136', '3321', '6801', '10859', '8112', '1479', '5015', '1233', '1343', '6807']","['10859', '1233', '1343', '1479', '3321', '4029', '5015', '5846', '5927', '6801', '6807', '6904', '7561', '8112', '8136', '8228']"
11,5,"['1234', '5967', '9997', '7525', '1339', '6828', '6151', '5991', '5960', '4971', '6056']","['1234', '1339', '4017', '4035', '4971', '5960', '5967', '5991', '6056', '6151', '6828', '7525', '7526', '7528', '8121', '9997']"
12,4,"['6770', '8150', '7547', '8144', '5022', '8138', '8137', '3973', '5580', '5655', '7113']","['3973', '4081', '421', '5022', '5580', '5655', '6770', '6783', '6938', '7113', '7547', '7562', '7567', '8129', '8137', '8138', '8144', '8150', '8167']"
