roster_id,matchup_id,starters,players
1,5,"['5870', '4866', '7564', '4037', '2505', '5892', '1426', '3973', '7648', '5372', '5726']","['1426', '2374', '2505', '3973', '4037', '4080', '4866', '5372', '5726', '5870', '5892', '6790', '6945', '7564', '7648', '8119']"
2,1,"['1166', '4988', '4981', '4454', '3271', '9221', '7611', '10892', '3276', '4180', '5862']","['10229', '10892', '1166', '2028', '3225', '3271', '3276', '4180', '4454', '4981', '4988', '5862', '5995', '7611', '8155', '9221']"
3,4,"['4046', '5850', '8146', '5848', '4066', '6819', '8205', '5816', '5332', '8314', '1875']","['1875', '4046', '4066', '4070', '5332', '5816', '5848', '5850', '6768', '6819', '7553', '7600', '8146', '8205', '8314', '9488']"
4,1,"['7591', '3198', '7569', '8168', '1466', '4147', '5045', '6120', '2617', '4963', '5334']","['1466', '2617', '3198', '4039', '4147', '4963', '5045', '5185', '5334', '5947', '6120', '7569', '7591', '7596', '8168', '9226', '9229']"
5,2,"['8183', '4034', '6794', '3199', '5012', '4149', '5248', '2393', '5944', '8339', '6880']","['2309', '2393', '3199', '4034', '4040', '4149', '4199', '5012', '5248', '5937', '5944', '6794', '6880', '8154', '8183', '8339']"
6,4,"['6797', '5987', '2449', '7090', '4217', '7543', '9509', '6118', '5041', '8323', '5346']","['2449', '3214', '4217', '5041', '5346', '5987', '6118', '6797', '7090', '7523', '7543', '7551', '8132', '8142', '8323', '9509']"
7,2,"['4881', '7045', '6786', '6803', '5844', '4137', '2749', '4063', '3156', '6781', '8266']","['2749', '3156', '3164', '4063', '4137', '4663', '4881', '4983', '5844', '6781', '6786', '6803', '6809', '7045', '8266', '9493', '9508']"
8,6,"['4984', '4018', '5859', '5872', '10236', '8151', '7588', '8289', '6119', '8290', '4968']","['10236', '2078', '3163', '4018', '4968', '4984', '5859', '5872', '6119', '6853', '6943', '7588', '7608', '8151', '8289', '8290']"
9,3,"['3294', '6845', '2133', '4068', '4033', '4950', '2216', '7640', '4960', '7811', '6220']","['2133', '2197', '2216', '2227', '3294', '4033', '4068', '4950', '4960', '6220', '6813', '6845', '7640', '7811', '9753', '9756']"
10,6,"['6904', '8136', '3321', '6801', '10859', '5846', '1479', '5015', '1233', '1343', '6807']","['10859', '1233', '1343', '1479', '3321', '4029', '5015', '5846', '5927', '6801', '6807', '6904', '7561', '8112', '8136', '8228']"
11,5,"['4017', '5967', '7526', '7525', '6826', '6828', '6151', '5991', '5960', '4971', '6056']","['4017', '4035', '4971', '5960', '5967', '5991', '6056', '6151', '6826', '6828', '7002', '7525', '7526', '7528', '8121', '9997']"
12,3,"['6770', '8129', '7547', '8144', '5022', '8138', '8137', '8355', '5580', '5655', '2389']","['10235', '2389', '4081', '5022', '5580', '5655', '6770', '6783', '6938', '7547', '7567', '8129', '8137', '8138', '8144', '8150', '8167', '8355']"
