status,type,created,leg,draft_picks,creator,transaction_id,consenter_ids,roster_ids,status_updated,waiver_budget,metadata_notes,settings_seq,settings_waiver_bid,adds_10905,drops_8111,adds_19,drops_8159,adds_6485,drops_6949,metadata,settings,adds_8142,drops_8132,adds_6119,drops_11086,adds_4990,drops_3256,adds,drops_1234,adds_4464,drops_96
complete,waiver,1703652592597,16,[],561747196680642560,1045598393529192448,[5],[5],1703664451660,[],Your waiver claim was processed successfully!,1.0,2.0,5.0,5.0,,,,,,,,,,,,,,,,
complete,waiver,1703647207227,16,[],741144911407095808,1045575805650313216,[6],[6],1703664451660,[],Your waiver claim was processed successfully!,0.0,20.0,,,6.0,6.0,,,,,,,,,,,,,,
complete,waiver,1703641185703,16,[],561715408029736960,1045550549547974656,[10],[10],1703664451660,[],Your waiver claim was processed successfully!,2.0,0.0,,,,,10.0,10.0,,,,,,,,,,,,
complete,free_agent,1703437635163,16,[],741144911407095808,1044696796703989760,[6],[6],1703437635163,[],,,,,,,,,,,,6.0,6.0,,,,,,,,
complete,free_agent,1703352725775,16,[],451807541647634432,1044340660918116352,[1],[1],1703352725775,[],,,,,,,,,,,,,,1.0,1.0,,,,,,
complete,free_agent,1703279204720,16,[],595464158774878208,1044032291263049728,[7],[7],1703279204720,[],,,,,,,,,,,,,,,,7.0,7.0,,,,
complete,free_agent,1703183554230,16,[],595464158774878208,1043631104030244864,[7],[7],1703183554230,[],,,,,,,,,,,,,,,,,,,7.0,,
complete,free_agent,1703070280923,16,[],741144911407095808,1043156001345593344,[6],[6],1703070280923,[],,,,,,,,,,,,,,,,,,,,6.0,6.0
