roster_id,matchup_id,starters,players
1,3,"['7523', '5892', '7564', '4037', '2251', '4866', '6790', '3172', '6214', '6888', '7648']","['1426', '2251', '2374', '2505', '3172', '4037', '4866', '5892', '6214', '6790', '6888', '6945', '7523', '7564', '7648', '8119']"
2,1,"['1166', '8155', '4981', '4171', '3271', '5995', '7611', '5816', '2389', '8314', '4971']","['10232', '10892', '1166', '2389', '3271', '4171', '4971', '4981', '5816', '5862', '5995', '7611', '8148', '8155', '8314', '9221']"
3,2,"['4046', '5850', '8146', '5848', '4066', '6819', '8205', '8280', '5332', '7044', '1875']","['1689', '1875', '4046', '4066', '4070', '5332', '5848', '5850', '6768', '6819', '6826', '7044', '7816', '8146', '8205', '8280']"
4,3,"['7591', '3198', '7569', '4039', '1466', '5947', '5045', '6120', '2617', '4180', '8311']","['1466', '2617', '3198', '4039', '4180', '4963', '5001', '5045', '5185', '5947', '6120', '7569', '7591', '7596', '8168', '8311', '9226', '9229']"
5,4,"['8183', '4034', '2309', '3199', '5012', '8154', '9500', '2393', '5944', '7136', '6880']","['11439', '1373', '2309', '2393', '3199', '4034', '4149', '4199', '5012', '5248', '5284', '5937', '5944', '6794', '6880', '7136', '7594', '8154', '8183', '9500']"
6,6,"['6797', '9509', '7066', '2449', '4217', '7543', '5987', '5841', '5041', '7666', '5346']","['11199', '2449', '3214', '4217', '5041', '5346', '5841', '5987', '6797', '6804', '7066', '7543', '7666', '8132', '9502', '9509']"
7,2,"['4881', '4663', '6786', '9493', '5844', '4983', '2749', '3256', '5334', '7117', '4990']","['2749', '3256', '4137', '4455', '4663', '4881', '4983', '4990', '5334', '5844', '6786', '6803', '7117', '8143', '8266', '9493', '9508']"
8,4,"['4984', '4018', '5859', '5872', '8110', '8151', '7588', '8289', '4968', '6947', '4118']","['10236', '3163', '4018', '4118', '4968', '4984', '5859', '5872', '6943', '6947', '7588', '7608', '8110', '8151', '8289', '8290']"
9,5,"['3294', '6813', '2133', '9756', '1339', '6845', '4950', '7640', '4960', '7811', '5056']","['1339', '2133', '2197', '2216', '2227', '3294', '4950', '4960', '5056', '6813', '6845', '7640', '7670', '7811', '9753', '9756']"
10,6,"['6904', '8136', '3321', '5927', '10859', '8112', '1479', '5015', '1233', '1343', '6807']","['10859', '1233', '1343', '1479', '3321', '4029', '5015', '5846', '5927', '6801', '6807', '6904', '7561', '8112', '8136', '8228']"
11,5,"['1234', '5967', '7526', '7525', '7553', '4035', '9997', '5991', '5960', '7889', '6065']","['1234', '4017', '4035', '4223', '5960', '5967', '5991', '6056', '6065', '6151', '7525', '7526', '7528', '7553', '7889', '8121', '9997']"
12,1,"['6770', '8150', '7547', '8144', '5022', '8138', '6783', '3973', '5580', '8339', '5348']","['10235', '3973', '4081', '5022', '5348', '5580', '6770', '6783', '6938', '7113', '7547', '8129', '8137', '8138', '8144', '8150', '8167', '8339']"
