roster_id,matchup_id,starters,players
1,6,"['9758', '4866', '7564', '1426', '4089', '6790', '5892', '6120', '5726', '8406', '6214']","['1426', '2374', '2505', '4037', '4089', '4866', '5726', '5892', '6120', '6214', '6790', '7523', '7564', '8130', '8406', '9753', '9758']"
2,1,"['1373', '8155', '4981', '9488', '4033', '9221', '8148', '5816', '6056', '4971', '6119']","['1373', '4033', '4971', '4981', '5816', '5862', '5995', '6056', '6119', '7611', '8148', '8155', '8162', '9221', '9488', '9501']"
3,3,"['4046', '5850', '2133', '8146', '4066', '1689', '6819', '4070', '5332', '3233', '1875']","['1689', '1875', '2133', '3163', '3233', '4046', '4066', '4070', '5332', '5848', '5850', '6819', '6826', '6945', '8146', '8205']"
4,2,"['7591', '3198', '4039', '5045', '1466', '9226', '7569', '8343', '5580', '4963', '2617']","['1466', '2617', '3198', '4039', '4111', '421', '4234', '4454', '4963', '5045', '5580', '5947', '7569', '7591', '8129', '8343', '9226', '9229']"
5,1,"['8183', '4034', '6794', '2197', '8111', '9500', '5937', '2393', '5944', '1343', '6880']","['1343', '2197', '2309', '2393', '4034', '4199', '5012', '5248', '5937', '5944', '6794', '6880', '7136', '8111', '8154', '8183', '9500']"
6,4,"['6797', '7543', '2449', '10222', '4217', '9509', '5987', '4967', '5041', '4427', '5346']","['10222', '2251', '2449', '3225', '4098', '4217', '4427', '4967', '5041', '5346', '5987', '6797', '7543', '8132', '8311', '9509']"
7,2,"['4881', '4663', '6786', '6803', '5844', '8143', '2749', '3256', '8266', '4180', '4063']","['1234', '2749', '3256', '4063', '4137', '4180', '4381', '4663', '4881', '4983', '5844', '6786', '6803', '7811', '8143', '8266', '9493']"
8,5,"['4984', '7588', '5872', '5859', '8110', '4018', '8151', '8289', '3276', '7117', '10880']","['10229', '10236', '10880', '3276', '4018', '4892', '4984', '5859', '5872', '6943', '7117', '7588', '7608', '8110', '8151', '8289']"
9,3,"['3294', '6845', '2216', '9756', '7600', '6130', '9487', '7640', '4960', '8314', '5334']","['2216', '2227', '3294', '4147', '4950', '4960', '5056', '5334', '6130', '6768', '6813', '6845', '7600', '7640', '7670', '8314', '9487', '9756']"
10,6,"['6904', '8228', '1479', '3321', '10859', '6801', '8136', '2036', '1233', '6888', '6949']","['10859', '1233', '1479', '2036', '3321', '4179', '5846', '5927', '6801', '6888', '6904', '6949', '7561', '8112', '8136', '8228']"
11,5,"['6804', '4035', '7525', '7526', '7553', '5967', '7528', '5991', '2350', '10927', '5960']","['10927', '2350', '3172', '3369', '4035', '5960', '5967', '5991', '6220', '6804', '7525', '7526', '7528', '7553', '8121', '8230', '9481', '9997']"
12,4,"['6111', '8150', '7547', '8144', '8131', '8138', '7594', '3973', '8329', '8323', '7672']","['3973', '5022', '5348', '5849', '6111', '6770', '6820', '7547', '7594', '7672', '8131', '8137', '8138', '8144', '8150', '8167', '8323', '8329', '9502', '9511']"
