roster_id,matchup_id,starters,players
1,6,"['9758', '4866', '7564', '1426', '8130', '4037', '6790', '4999', '6214', '5655', '6141']","['11199', '1426', '2374', '2505', '4037', '4866', '4999', '5655', '5726', '5892', '6141', '6214', '6790', '7523', '7564', '8130', '9758']"
2,1,"['8162', '8155', '9501', '9488', '3271', '5995', '7611', '5862', '2389', '4971', '6119']","['2389', '3271', '4171', '4971', '4981', '5816', '5862', '5995', '6119', '7611', '8148', '8155', '8162', '9221', '9488', '9501']"
3,3,"['4046', '5850', '2133', '1689', '6826', '6819', '8205', '5015', '1875', '7044', '4070']","['1689', '1875', '2133', '3163', '4046', '4066', '4070', '4082', '5015', '5332', '5848', '5850', '6819', '6826', '7044', '8146', '8205']"
4,3,"['2711', '3198', '7569', '4039', '1466', '5947', '7596', '6120', '7651', '3233', '8311']","['1466', '2617', '2711', '3198', '3233', '4039', '4111', '421', '4454', '5045', '5947', '6120', '7569', '7591', '7596', '7651', '8311', '9226', '9229']"
5,4,"['1373', '5248', '2309', '5937', '5012', '4199', '3199', '2393', '5944', '7136', '6880']","['1373', '2309', '2393', '3199', '4034', '4199', '5012', '5248', '5937', '5944', '6794', '6880', '7136', '7594', '8154', '8183', '9500']"
6,6,"['6797', '9509', '7066', '2449', '4144', '4098', '5987', '4135', '6949', '8286', '1192']","['1192', '2449', '4098', '4135', '4144', '4217', '5041', '5346', '5987', '6797', '6949', '7066', '7543', '8132', '8286', '9509']"
7,2,"['4881', '4663', '6786', '9493', '5844', '8143', '2749', '4063', '5894', '7117', '4990']","['2749', '3256', '4063', '4137', '4663', '4881', '4983', '4990', '5844', '5894', '5916', '6786', '6803', '7117', '8143', '8266', '9493', '9508']"
8,5,"['4984', '8151', '5859', '6943', '10236', '4018', '8110', '6958', '3276', '7816', '7647']","['10229', '10236', '3276', '4018', '4984', '5859', '5872', '6943', '6958', '7588', '7608', '7647', '7816', '8110', '8151', '8289', '9999']"
9,5,"['6768', '6813', '2216', '9756', '4381', '6130', '6845', '2227', '4960', '8314', '5056']","['2216', '2227', '3294', '4381', '4950', '4960', '5056', '6130', '6768', '6813', '6845', '7600', '7640', '7670', '7811', '8314', '9756']"
10,1,"['6904', '8136', '3321', '5927', '2251', '6801', '1479', '5912', '1233', '7715', '6807']","['10859', '1233', '1479', '2251', '3321', '5846', '5912', '5927', '6801', '6807', '6904', '7561', '7715', '8112', '8136', '8228']"
11,2,"['2028', '4035', '7526', '7525', '7553', '5967', '9997', '5991', '5960', '1343', '6220']","['1234', '1343', '2028', '4017', '4035', '5960', '5967', '5991', '6151', '6220', '7525', '7526', '7528', '7553', '8121', '9997']"
12,4,"['6770', '8138', '8137', '8144', '5022', '9502', '8167', '3973', '5580', '4081', '5348']","['10235', '3973', '4081', '5022', '5348', '5580', '6770', '6783', '7113', '7547', '8129', '8137', '8138', '8144', '8150', '8167', '8339', '9502']"
