roster_id,matchup_id,starters,players
1,6,"['5870', '4866', '7564', '4037', '2505', '2374', '8119', '3973', '7648', '5372', '4990']","['1426', '2374', '2505', '3973', '4037', '4866', '4990', '5372', '5870', '5892', '6790', '6945', '7564', '7648', '8110', '8119']"
2,1,"['1166', '4988', '4981', '7606', '3271', '9221', '6806', '10892', '3276', '4180', '5862']","['10229', '10892', '1166', '2028', '3225', '3271', '3276', '4180', '4981', '4988', '5862', '6806', '7606', '7611', '8155', '9221']"
3,4,"['4046', '5850', '8146', '5848', '7553', '6819', '8205', '5816', '5332', '8314', '1875']","['1875', '4046', '4066', '4070', '5332', '5816', '5848', '5850', '6768', '6819', '7553', '7600', '8146', '8205', '8314', '9488']"
4,2,"['7591', '3198', '7569', '8168', '7828', '4147', '5045', '6120', '2617', '4963', '5334']","['1466', '2617', '3198', '4039', '4147', '4963', '5045', '5185', '5334', '5947', '6120', '7569', '7591', '7828', '8168', '9226', '9229']"
5,2,"['8183', '4034', '6794', '2309', '8131', '4199', '5937', '2393', '5944', '8339', '6880']","['2309', '2393', '3199', '4034', '4040', '4149', '4199', '5012', '5937', '5944', '6794', '6880', '8131', '8154', '8183', '8339']"
6,3,"['6797', '9509', '2449', '7090', '4217', '7543', '5987', '6118', '5041', '8323', '5346']","['2449', '4089', '4217', '5041', '5346', '5987', '6118', '6797', '7090', '7523', '7543', '7551', '8132', '8142', '8323', '9509']"
7,1,"['4881', '4663', '6786', '4983', '5844', '4137', '2749', '4063', '3156', '6781', '8266']","['1689', '2161', '2749', '3156', '3164', '4063', '4137', '4663', '4881', '4983', '5844', '6781', '6786', '6803', '6809', '8266']"
8,6,"['4984', '4018', '5859', '5872', '10236', '8151', '7588', '8289', '6119', '8290', '4968']","['10236', '2078', '3163', '4018', '4968', '4984', '5859', '5872', '6119', '6853', '6943', '7588', '7608', '8151', '8289', '8290']"
9,3,"['3294', '9753', '2133', '4068', '4033', '4950', '2216', '7640', '4960', '7811', '6220']","['2133', '2197', '2216', '2227', '3294', '4033', '4068', '4950', '4960', '6220', '6813', '6845', '7640', '7811', '9753', '9756']"
10,5,"['6904', '8136', '3321', '6801', '10859', '5846', '1479', '5015', '1233', '1343', '6807']","['10859', '1233', '1343', '1479', '3321', '4029', '5015', '5846', '5927', '6801', '6807', '6904', '7561', '8112', '8136', '8228']"
11,5,"['4017', '5967', '7526', '7525', '7002', '7528', '6151', '5991', '5960', '4971', '7117']","['4017', '4035', '4971', '5960', '5967', '5991', '6151', '6826', '6828', '7002', '7117', '7525', '7526', '7528', '8121', '9997']"
12,4,"['6770', '8129', '7547', '8144', '5022', '6938', '8137', '8355', '5580', '4081', '2389']","['1373', '2389', '4081', '5022', '5580', '6770', '6783', '6938', '7547', '8129', '8135', '8137', '8138', '8144', '8167', '8210', '8355', '9494']"
