roster_id,matchup_id,starters,players
1,5,"['7523', '6790', '7564', '7562', '2505', '2374', '5892', '7633', '5726', '5372', '7647']","['1426', '2374', '2505', '4037', '4080', '4866', '5372', '5726', '5892', '6790', '6945', '7523', '7562', '7564', '7633', '7647', '7648', '8119']"
2,1,"['1166', '8155', '4981', '4171', '3271', '9221', '7611', '10892', '2389', '4180', '5862']","['10892', '1166', '2028', '2389', '3225', '3271', '4171', '4180', '4454', '4981', '5862', '5995', '7611', '8155', '9221', '9757']"
3,6,"['4046', '5850', '8146', '1689', '4066', '6819', '8205', '4070', '5332', '7816', '1875']","['1689', '1875', '4046', '4066', '4070', '5332', '5816', '5848', '5850', '6768', '6799', '6819', '7600', '7816', '8146', '8205']"
4,3,"['7591', '3198', '7569', '8168', '1466', '5947', '5045', '6120', '2617', '4963', '2350']","['1466', '2350', '2617', '3198', '4039', '4147', '4963', '5045', '5185', '5947', '6120', '7569', '7591', '7596', '8168', '9226', '9229']"
5,4,"['8183', '4034', '6794', '2309', '5012', '8154', '4199', '2393', '5944', '6888', '6880']","['10222', '10235', '1373', '2309', '2393', '3199', '4034', '4149', '4199', '5012', '5248', '5937', '5944', '6794', '6880', '6888', '8154', '8183']"
6,2,"['6797', '9509', '2449', '9502', '4217', '7543', '5987', '3303', '5041', '7666', '5346']","['2449', '3214', '3303', '4098', '4217', '5041', '5346', '5987', '6118', '6797', '6804', '7543', '7666', '8132', '9502', '9509']"
7,2,"['4881', '8143', '6786', '9493', '5844', '6803', '2749', '3256', '4990', '7117', '8266']","['2749', '3256', '4137', '4455', '4663', '4881', '4983', '4990', '5844', '6786', '6803', '7045', '7117', '8143', '8266', '9493', '9508']"
8,6,"['4984', '4018', '5859', '5872', '8110', '8151', '7588', '8289', '6119', '8290', '4968']","['10236', '3163', '4018', '4381', '4968', '4984', '5859', '5872', '6119', '6943', '7588', '7608', '8110', '8151', '8289', '8290']"
9,1,"['3294', '6845', '2133', '9756', '4089', '2216', '7670', '7640', '4960', '7811', '6220']","['2133', '2197', '2216', '2227', '3294', '4089', '4950', '4960', '6220', '6813', '6845', '7640', '7670', '7811', '9753', '9756']"
10,4,"['6904', '8136', '3321', '6801', '10859', '5846', '1479', '5015', '1233', '1343', '6807']","['10859', '1233', '1343', '1479', '3321', '4029', '5015', '5846', '5927', '6801', '6807', '6904', '7561', '8112', '8136', '8228']"
11,3,"['1234', '5967', '7526', '7525', '7553', '4035', '6151', '5991', '5960', '8314', '6056']","['1234', '4017', '4035', '5960', '5967', '5991', '6056', '6151', '7525', '7526', '7528', '7553', '8121', '8314', '9758', '9997']"
12,5,"['6770', '8150', '7547', '8144', '5022', '8138', '8137', '3973', '5580', '5655', '7113']","['3973', '4081', '5022', '5580', '5655', '6770', '6783', '6938', '7113', '7547', '7567', '8129', '8137', '8138', '8144', '8150', '8167']"
