status,type,created,leg,draft_picks,creator,transaction_id,consenter_ids,roster_ids,status_updated,waiver_budget,metadata_notes,settings_seq,settings_waiver_bid,adds_11292,drops_6111,metadata,settings,adds,drops_11199,adds_7588,drops_4993,drops_4040,drops_7588,drops_8135,settings_is_counter,adds_1234,adds_6847,adds_8119,adds_8139,drops_1234,drops_6847,drops_8119,drops_8139
complete,waiver,1732083089929,11,[],594730254984077312,1164844542210822144,[4],[4],1732115335211,[],Your waiver claim was processed successfully!,2.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,
complete,free_agent,1732072142783,11,[],472136033526345728,1164798626552467456,[3],[3],1732072142783,[],,,,,,,,,3.0,,,,,,,,,,,,,,
failed,waiver,1732023878387,11,[],595421624581287936,1164596191003275264,[10],[10],1732115335211,[],This player was claimed by another owner.,1.0,10.0,,,,,,,10.0,10.0,,,,,,,,,,,,
complete,waiver,1731877289477,11,[],451807541647634432,1163981352552415232,[1],[1],1732115335211,[],Your waiver claim was processed successfully!,0.0,14.0,,,,,,,1.0,,1.0,,,,,,,,,,,
complete,free_agent,1731865319676,11,[],548317142968336384,1163931147563438080,[7],[7],1731865319676,[],,,,,,,,,,,,,7.0,,,,,,,,,,
complete,free_agent,1731865294625,11,[],548317142968336384,1163931042496122880,[7],[7],1731865294625,[],,,,,,,,,,,,,,7.0,,,,,,,,,
complete,trade,1731649375309,11,"[{'round': 4, 'season': '2025', 'league_id': None, 'roster_id': 3, 'owner_id': 8, 'previous_owner_id': 3}, {'round': 4, 'season': '2026', 'league_id': None, 'roster_id': 3, 'owner_id': 8, 'previous_owner_id': 3}, {'round': 2, 'season': '2027', 'league_id': None, 'roster_id': 3, 'owner_id': 8, 'previous_owner_id': 3}]",472136033526345728,1163025411245441024,"[3, 8]","[3, 8]",1731727652584,[],,,,,,,,,,,,,,,1.0,3.0,8.0,8.0,3.0,8.0,3.0,3.0,8.0
