draft_id,draft_slot,is_keeper,pick_no,picked_by,player_id,reactions,roster_id,round,metadata.first_name,metadata.injury_status,metadata.last_name,metadata.news_updated,metadata.number,metadata.player_id,metadata.position,metadata.sport,metadata.status,metadata.team,metadata.years_exp
1068009064141062145,1,,1,558483388996636672,11628,,6,1,Marvin,,Harrison,1716493529423,18,11628,WR,nfl,Active,ARI,0
1068009064141062145,2,,2,594730254984077312,11560,,4,1,Caleb,,Williams,1715359527866,18,11560,QB,nfl,Active,CHI,0
1068009064141062145,3,,3,595421624581287936,11566,,10,1,Jayden,,Daniels,1714091719886,5,11566,QB,nfl,Active,WAS,0
1068009064141062145,4,,4,558483388996636672,11632,,6,1,Malik,,Nabers,1714093519859,9,11632,WR,nfl,Active,NYG,0
1068009064141062145,5,,5,561747196680642560,11620,,5,1,Rome,Questionable,Odunze,1716491729501,15,11620,WR,nfl,Active,CHI,0
1068009064141062145,6,,6,1068706773223223296,11565,,8,1,J.J.,,McCarthy,1714127122945,9,11565,QB,nfl,Active,MIN,0
1068009064141062145,7,,7,561747196680642560,11563,,5,1,Bo,,Nix,1716570648047,10,11563,QB,nfl,Active,DEN,0
1068009064141062145,8,,8,558483388996636672,11604,,6,1,Brock,,Bowers,1714096220744,89,11604,TE,nfl,Active,LV,0
1068009064141062145,9,,9,561715408029736960,11583,,2,1,Jonathon,Questionable,Brooks,1714579530973,24,11583,RB,nfl,Active,CAR,0
1068009064141062145,10,,10,451807541647634432,11564,,1,1,Drake,,Maye,1716924950692,10,11564,QB,nfl,Active,NE,0
1068009064141062145,11,,11,595331324689047552,11624,,9,1,Xavier,Questionable,Worthy,1716402321934,1,11624,WR,nfl,Active,KC,0
1068009064141062145,12,,12,451807541647634432,11635,,1,1,Ladd,,McConkey,1716397522532,15,11635,WR,nfl,Active,LAC,0
1068009064141062145,1,,13,561747196680642560,11589,,5,2,Trey,,Benson,1714182928135,33,11589,RB,nfl,Active,ARI,0
1068009064141062145,2,,14,558483388996636672,11559,,6,2,Michael,,Penix,1714094420333,9,11559,QB,nfl,Active,ATL,0
1068009064141062145,3,,15,558483388996636672,11637,,6,2,Keon,,Coleman,1714173927766,0,11637,WR,nfl,Active,BUF,0
1068009064141062145,4,,16,595421624581287936,11631,,10,2,Brian,,Thomas,1714100424783,7,11631,WR,nfl,Active,JAX,0
1068009064141062145,5,,17,451807541647634432,11586,,1,2,Blake,,Corum,1714185633502,22,11586,RB,nfl,Active,LAR,0
1068009064141062145,6,,18,1068706773223223296,11625,,8,2,Adonai,,Mitchell,1714179332956,10,11625,WR,nfl,Active,IND,0
1068009064141062145,7,,19,1068706773223223296,11638,,8,2,Ricky,,Pearsall,1714482016731,14,11638,WR,nfl,Active,SF,0
1068009064141062145,8,,20,548317142968336384,11627,,7,2,Troy,,Franklin,1714234832909,16,11627,WR,nfl,Active,DEN,0
1068009064141062145,9,,21,561747196680642560,11643,,5,2,Jaylen,,Wright,1714238437431,25,11643,RB,nfl,Active,MIA,0
1068009064141062145,10,,22,561747196680642560,11581,,5,2,MarShawn,,Lloyd,1716318017183,32,11581,RB,nfl,Active,GB,0
1068009064141062145,11,,23,1068706773223223296,11626,,8,2,Xavier,Questionable,Legette,1717005656279,17,11626,WR,nfl,Active,CAR,0
1068009064141062145,12,,24,548317142968336384,11619,,7,2,Ja'Lynn,,Polk,1714175427736,1,11619,WR,nfl,Active,NE,0
1068009064141062145,1,,25,561747196680642560,11645,,5,3,Javon,,Baker,1717029059695,6,11645,WR,nfl,Active,NE,0
1068009064141062145,2,,26,1068706773223223296,11579,,8,3,Audric,,Estime,1714243538124,37,11579,RB,nfl,Active,DEN,0
1068009064141062145,3,,27,595421624581287936,11617,,10,3,Malachi,Questionable,Corley,1717007457232,17,11617,WR,nfl,Active,NYJ,0
1068009064141062145,4,,28,561747196680642560,11640,,5,3,Jermaine,,Burton,1714186235660,81,11640,WR,nfl,Active,CIN,0
1068009064141062145,5,,29,595464158774878208,11596,,11,3,Ben,,Sinnott,1714179034762,82,11596,TE,nfl,Active,WAS,0
1068009064141062145,6,,30,561715408029736960,11575,,2,3,Ray,,Davis,1714239937492,22,11575,RB,nfl,Active,BUF,0
1068009064141062145,7,,31,472136033526345728,11584,,3,3,Bucky,,Irving,1714239036857,7,11584,RB,nfl,Active,TB,0
1068009064141062145,8,,32,595421624581287936,11576,,10,3,Braelon,,Allen,1717029659255,0,11576,RB,nfl,Active,NYJ,0
1068009064141062145,9,,33,548317142968336384,11650,,7,3,Luke,,McCaffrey,1714190429585,12,11650,WR,nfl,Active,WAS,0
1068009064141062145,10,,34,1068706773223223296,11562,,8,3,Spencer,,Rattler,1714243838349,18,11562,QB,nfl,Active,NO,0
1068009064141062145,11,,35,1068706773223223296,11567,,8,3,Jordan,Questionable,Travis,1714769438989,3,11567,QB,nfl,Active,NYJ,0
1068009064141062145,12,,36,451807541647634432,11574,,1,3,Dylan,,Laube,1714254935037,23,11574,RB,nfl,Active,LV,0
1068009064141062145,1,,37,561747196680642560,11629,,5,4,Devontez,,Walker,1714237235057,81,11629,WR,nfl,Active,BAL,0
1068009064141062145,2,,38,595464158774878208,11577,,11,4,Will,,Shipley,1714239637124,39,11577,RB,nfl,Active,PHI,0
1068009064141062145,3,,39,595421624581287936,11655,,10,4,Tyrone,,Tracy,1714247143067,29,11655,RB,nfl,Active,NYG,0
1068009064141062145,4,,40,472136033526345728,11597,,3,4,Theo,,Johnson,1714236033984,47,11597,TE,nfl,Active,NYG,0
1068009064141062145,5,,41,561747196680642560,11621,,5,4,Brenden,,Rice,1714256734964,82,11621,WR,nfl,Active,LAC,0
1068009064141062145,6,,42,548317142968336384,11580,,7,4,Dillon,,Johnson,1714419312436,35,11580,RB,nfl,Active,TEN,0
