player_id,player_score
10226,0.0
11564,20.84
11574,0.0
11586,1.1
11635,9.6
1426,0.8
1466,5.7
4037,13.5
4040,0.0
4866,26.7
4892,27.0
5096,2.9
5859,19.9
5892,8.0
6011,-1.64
6130,3.1
6826,0.0
7547,25.2
7593,5.9
8143,0.0
8144,0.0
9221,32.0
9228,-0.16
9493,0.0
9500,1.3
9758,5.34
11439,3.5
11570,0.0
11571,1.2
11575,11.7
11583,0.0
11592,0.0
11610,2.9
11748,6.7
1479,0.0
2374,8.5
4179,0.0
4464,0.0
4881,34.44
5849,20.2
6151,3.8
6794,21.4
6886,0.0
6960,9.7
7090,9.6
7594,11.2
8111,18.0
8131,3.7
8154,13.1
8228,7.9
8676,0.0
9486,13.8
9490,0.0
9497,0.0
9511,0.0
11199,1.4
11584,16.7
11597,0.0
2133,6.0
5022,0.0
5133,10.7
5854,1.54
5947,0.0
6804,16.8
6819,9.3
6845,7.0
6847,0.0
7528,16.2
7591,0.0
7611,4.5
8119,0.0
8121,17.4
8137,22.1
8138,9.2
8159,0.0
8160,0.0
8162,0.0
9224,7.3
9226,10.5
9501,3.4
10236,8.2
11599,2.5
11618,5.6
19,0.0
3286,1.9
4046,12.06
4098,22.3
4147,3.8
4171,0.0
4951,0.0
4972,9.9
4984,21.02
5970,7.5
6111,0.0
6149,2.1
6694,10.0
6786,0.0
6790,0.0
6803,4.3
6820,0.0
6828,0.0
7543,0.0
7553,13.5
7561,0.0
7569,0.0
8112,18.3
8151,23.3
8180,11.6
9488,5.3
10235,0.0
10866,2.08
11563,14.06
11581,0.0
11589,0.0
11620,0.0
11621,0.0
11623,0.0
11629,0.0
11640,0.0
11643,3.3
11645,0.0
11834,3.0
2028,0.0
2078,0.0
4217,15.2
4981,7.2
4988,10.2
6783,2.8
7049,0.0
7523,15.02
7525,0.8
8117,0.0
8208,0.0
8230,0.4
9481,0.0
9484,12.3
9756,9.6
9757,5.7
10213,7.7
10229,0.0
11559,0.56
11604,19.3
11628,5.1
11632,8.1
11637,16.5
4033,23.6
421,3.96
5848,0.0
5927,15.8
5967,8.5
6813,0.0
7571,22.1
7596,10.1
8136,29.1
8146,13.1
8155,26.1
8207,11.1
8210,9.0
9229,8.76
96,13.04
9753,1.9
9754,0.0
10222,3.0
11560,0.0
11619,0.0
11627,10.0
11650,0.0
11651,1.7
1166,7.18
4943,16.26
5012,20.1
5185,9.8
5937,2.7
6797,14.76
6801,18.2
6865,5.2
7588,26.1
7608,0.0
8110,0.0
8132,5.5
8135,0.0
8148,0.6
9482,0.0
9492,2.6
9502,0.0
9505,0.0
11435,1.1
11562,6.28
11565,0.0
11567,0.0
11579,0.9
11582,1.7
11625,5.0
11626,2.9
11630,0.0
11638,5.1
1234,24.86
2309,16.6
4017,5.12
4080,0.0
4663,4.0
4950,3.4
5001,3.8
5248,0.0
5995,13.8
6806,9.6
6824,0.0
7002,4.8
7083,9.48
7562,11.1
8134,13.5
8139,3.7
8167,1.5
9997,4.0
10232,2.5
10859,3.5
11600,12.1
11624,5.4
11636,0.0
11647,2.9
2306,8.68
3163,18.8
4035,8.4
4111,0.5
4137,17.2
4149,1.7
4381,0.0
4983,0.0
5857,10.5
6938,0.0
6945,2.3
7526,2.1
8150,19.6
8161,0.0
8172,0.0
829,0.02
9494,3.8
9506,4.8
9999,0.0
10216,0.5
10218,2.1
10871,0.0
11557,0.0
11566,5.24
11576,1.6
11617,0.0
11631,22.1
11655,6.2
1339,14.0
2449,7.3
3257,0.0
3321,2.3
4082,0.0
4993,1.2
5844,0.0
5846,19.9
5870,5.96
6770,14.94
7021,0.0
7610,0.0
7670,10.3
8126,8.3
8129,0.2
9479,7.6
9508,0.0
9509,23.3
10228,6.0
10863,0.0
11573,0.0
11577,1.5
11596,8.6
2197,0.0
3198,25.2
3214,17.2
4039,0.0
4454,2.4
5045,0.0
5850,20.2
5872,0.0
5987,15.3
6768,0.0
7564,17.6
7600,7.1
8183,17.18
8205,0.0
8221,0.0
9225,23.8
10225,0.0
10857,0.0
11616,7.0
1373,17.78
1689,0.0
2216,9.5
2381,0.0
2749,3.0
3164,0.0
3294,0.0
4018,26.4
4029,0.0
4034,0.0
4066,8.5
4068,2.5
4199,20.6
5284,0.0
6904,22.76
6943,2.3
7066,10.6
8116,2.5
8130,10.1
8142,3.5
8408,8.9
9227,0.0
9998,0.0
