name,status,avatar,company_id,last_message_id,season,season_type,sport,shard,last_author_avatar,last_author_display_name,last_author_id,last_author_is_bot,last_message_attachment,last_message_text_map,last_message_time,last_pinned_message_id,draft_id,last_read_id,league_id,previous_league_id,bracket_id,bracket_overrides_id,group_id,roster_positions,loser_bracket_id,loser_bracket_overrides_id,total_rosters,metadata_auto_continue,metadata_continued,metadata_keeper_deadline,metadata_latest_league_winner_roster_id,settings_best_ball,settings_last_report,settings_waiver_budget,settings_disable_adds,settings_divisions,settings_capacity_override,settings_waiver_bid_min,settings_taxi_deadline,settings_draft_rounds,settings_reserve_allow_na,settings_start_week,settings_playoff_seed_type,settings_playoff_teams,settings_veto_votes_needed,settings_squads,settings_num_teams,settings_daily_waivers_hour,settings_playoff_type,settings_taxi_slots,settings_last_scored_leg,settings_daily_waivers_days,settings_playoff_week_start,settings_waiver_clear_days,settings_reserve_allow_doubtful,settings_commissioner_direct_invite,settings_veto_auto_poll,settings_reserve_allow_dnr,settings_taxi_allow_vets,settings_waiver_day_of_week,settings_playoff_round_type,settings_reserve_allow_out,settings_reserve_allow_sus,settings_veto_show_votes,settings_trade_deadline,settings_taxi_years,settings_daily_waivers,settings_disable_trades,settings_pick_trading,settings_type,settings_max_keepers,settings_waiver_type,settings_league_average_match,settings_trade_review_days,settings_bench_lock,settings_offseason_adds,settings_leg,settings_daily_waivers_base,settings_reserve_slots,settings_reserve_allow_cov,settings_daily_waivers_last_ran,scoring_settings_sack,scoring_settings_fgm_40_49,scoring_settings_pass_int,scoring_settings_pts_allow_0,scoring_settings_pass_2pt,scoring_settings_st_td,scoring_settings_rec_td,scoring_settings_fgm_30_39,scoring_settings_xpmiss,scoring_settings_rush_td,scoring_settings_rec_2pt,scoring_settings_st_fum_rec,scoring_settings_fgmiss,scoring_settings_ff,scoring_settings_rec,scoring_settings_pts_allow_14_20,scoring_settings_fgm_0_19,scoring_settings_int,scoring_settings_def_st_fum_rec,scoring_settings_fum_lost,scoring_settings_pts_allow_1_6,scoring_settings_fgm_20_29,scoring_settings_pts_allow_21_27,scoring_settings_xpm,scoring_settings_rush_2pt,scoring_settings_fum_rec,scoring_settings_def_st_td,scoring_settings_fgm_50p,scoring_settings_def_td,scoring_settings_safe,scoring_settings_pass_yd,scoring_settings_blk_kick,scoring_settings_pass_td,scoring_settings_rush_yd,scoring_settings_fum,scoring_settings_pts_allow_28_34,scoring_settings_pts_allow_35p,scoring_settings_fum_rec_td,scoring_settings_rec_yd,scoring_settings_def_st_ff,scoring_settings_pts_allow_7_13,scoring_settings_st_ff
"Mo Money, Mo Contracts",complete,43ff97f5d147a073796cb8331d37dc07,,1201647704711634944,2024,regular,nfl,629,0adab0e418648d7e621666b81bc9bb08,MileHighMorty,595421624581287936,False,,,1740857647640,1098784803811393536,1068009064141062145,,1068009064141062144,942315883328843776,1172495493624770560,,,"['QB', 'RB', 'RB', 'WR', 'WR', 'TE', 'FLEX', 'FLEX', 'SUPER_FLEX', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN', 'BN']",1172495493633159168,,12,off,yes,0,1,0,14,1000,0,0,1,2,4,4,0,1,0,6,6,1,12,7,1,4,17,11008,15,2,0,0,0,0,1,2,0,0,1,0,12,2,1,0,1,2,1,2,0,0,1,0,17,4,6,1,31,1.0,4.0,-2.0,10.0,2.0,6.0,6.0,3.0,-1.0,6.0,2.0,1.0,-1.0,1.0,1.0,1.0,3.0,2.0,1.0,-2.0,7.0,3.0,0.0,1.0,2.0,2.0,6.0,5.0,6.0,2.0,0.03999999910593033,2.0,4.0,0.10000000149011612,0.0,-1.0,-4.0,6.0,0.10000000149011612,1.0,4.0,1.0
