status,type,metadata,created,settings,leg,draft_picks,creator,transaction_id,adds,consenter_ids,roster_ids,status_updated,waiver_budget,drops_4951,drops_5133,drops_6865,adds_1166,adds_8144,adds_9228,drops_1166,drops_8144,drops_9228,adds_10229,adds_6904,adds_9229,drops_10229,drops_6904,drops_9229,adds_11597,adds_8130,drops_11597,drops_8130,drops_3634,drops_11623,metadata_notes,settings_seq,settings_waiver_bid,adds_10444,drops_10218
complete,free_agent,,1730866959602,,9,[],594730254984077312,1159743721915666432,,[4],[4],1730866959602,[],4.0,,,,,,,,,,,,,,,,,,,,,,,,,
complete,free_agent,,1730838120906,,9,[],472136033526345728,1159622763657674752,,[3],[3],1730838120906,[],,3.0,,,,,,,,,,,,,,,,,,,,,,,,
complete,free_agent,,1730823583104,,9,[],548317142968336384,1159561787696594944,,[7],[7],1730823583104,[],,,7.0,,,,,,,,,,,,,,,,,,,,,,,
complete,trade,,1730690683265,,9,"[{'round': 2, 'season': '2025', 'league_id': None, 'roster_id': 2, 'owner_id': 1, 'previous_owner_id': 7}]",451807541647634432,1159004365371310080,,"[1, 7]","[1, 7]",1730690757464,[],,,,1.0,7.0,7.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,
complete,trade,,1730683373194,,9,"[{'round': 1, 'season': '2025', 'league_id': None, 'roster_id': 6, 'owner_id': 12, 'previous_owner_id': 6}]",558483388996636672,1158973704711368704,,"[6, 12]","[6, 12]",1730684258261,[],,,,,,,,,,12.0,6.0,12.0,6.0,12.0,6.0,,,,,,,,,,,
complete,trade,,1730582287725,,9,"[{'round': 3, 'season': '2025', 'league_id': None, 'roster_id': 12, 'owner_id': 12, 'previous_owner_id': 3}, {'round': 2, 'season': '2026', 'league_id': None, 'roster_id': 3, 'owner_id': 12, 'previous_owner_id': 3}]",472136033526345728,1158549721523355648,,"[3, 12]","[3, 12]",1730582312066,[],,,,,,,,,,,,,,,,12.0,3.0,3.0,12.0,,,,,,,
complete,free_agent,,1730580665066,,9,[],472136033526345728,1158542915598135296,,[3],[3],1730580665066,[],,,,,,,,,,,,,,,,,,,,3.0,,,,,,
complete,free_agent,,1730418218902,,9,[],561747196680642560,1157861567002832896,,[5],[5],1730418218902,[],,,,,,,,,,,,,,,,,,,,,5.0,,,,,
complete,waiver,,1730291145826,,9,[],595421624581287936,1157328583891906560,,[10],[10],1730297295469,[],,,,,,,,,,,,,,,,,,,,,,Your waiver claim was processed successfully!,0.0,35.0,10.0,10.0
