league_id,user_id,roster_id,player_id,fantasy_positions,full_name,status,active,age,display_name,metadata_team_name,Owner,Length_Remaining,Acquired,Year_of_Contract,Pos,Per_Year_M,2025,2026,2027,2028
1.0680090641410621e+18,4.518075416476344e+17,1.0,9480,TE,Brenton Strange,Active,True,24.0,kevo1022,Hobblin Dobbins,Kevin,2.0,RFA,2025.0,TE,$9.25,$9.25,$9.25,,
1.0680090641410621e+18,5.6171540802973696e+17,2.0,8154,RB,Brian Robinson,Active,True,26.0,chavo317,Jamar Javarison-Lamar,Mike N,2.0,RFA,2025.0,RB,$22.00,$22.00,$22.00,,
1.0680090641410621e+18,5.95421624581288e+17,10.0,11631,WR,Brian Thomas,Active,True,22.0,MileHighMorty,Bijan* Mustard,Matt,2.0,2024-R2,2024.0,WR,$6.00,$6.00,$6.00,,
1.0680090641410621e+18,5.584833889966367e+17,6.0,11604,TE,Brock Bowers,Active,True,22.0,socalifjimmy,Marvin’s Naberhood,Jim,2.0,2024-R1,2024.0,TE,$8.00,$8.00,$8.00,,
1.0680090641410621e+18,5.954641587748782e+17,11.0,8183,QB,Brock Purdy,Active,True,25.0,Koko3321,Kupp the balls,Ruben,2.0,RFA,2025.0,QB,$39.00,$39.00,$39.00,,
1.0680090641410621e+18,5.483171429683364e+17,7.0,9228,QB,Bryce Young,Active,True,23.0,MikeNorys,Can't Stand Mike,Mike N,1.0,2023-R1,2023.0,QB,$8.25,$8.25,$23.75,,
1.0680090641410621e+18,5.6171540802973696e+17,2.0,11748,WR,Bub Means,Active,True,24.0,chavo317,Jamar Javarison-Lamar,,,,,,,,,,
1.0680090641410621e+18,4.721360335263457e+17,3.0,11584,RB,Bucky Irving,Active,True,22.0,mrTman,SuckMyDitka,Nick,2.0,2024-R3,2024.0,RB,$3.00,$3.00,$3.00,,
1.0680090641410621e+18,4.518075416476344e+17,1.0,9758,QB,C.J. Stroud,Active,True,23.0,kevo1022,Hobblin Dobbins,Kevin,2.0,2023-R1,2023.0,QB,$7.25,$7.25,$23.75,,
1.0680090641410621e+18,5.6171540802973696e+17,2.0,8111,TE,Cade Otton,Active,True,26.0,chavo317,Jamar Javarison-Lamar,Ruben,3.0,UFA,2024.0,TE,$0.75,$0.75,$0.75,$0.75,
1.0680090641410621e+18,5.947302549840773e+17,4.0,11599,TE,Cade Stover,Active,True,25.0,Darkwater59,Solana 🚀 ,Marcus-TS,2.0,2024-R4,2024.0,TE,$1.00,$1.00,$1.00,,
1.0680090641410621e+18,5.483171429683364e+17,7.0,11560,QB,Caleb Williams,Active,True,23.0,MikeNorys,Can't Stand Mike,Mike N,2.0,2024-R1,2024.0,QB,$9.50,$9.50,$9.50,,
1.0680090641410621e+18,5.953313246890476e+17,9.0,8125,WR,Calvin Austin,Active,True,26.0,RunTheBrews,,,,,,,,,,,
1.0680090641410621e+18,5.6174719668064256e+17,5.0,4981,WR,Calvin Ridley,Active,True,30.0,TMISH31,Chubba Lubba Dub Dub,Tyler,2.0,FM,2024.0,WR,$16.50,$16.50,$16.50,,
1.0680090641410621e+18,5.953313246890476e+17,9.0,6938,RB,Cam Akers,Active,True,26.0,RunTheBrews,,,,,,,,,,,
,,,,,Cam Skattebo,,,,,,Tyler,3.0,2025-R2,2025.0,RB,$6.75,$6.75,$6.75,$6.75,
,,,,,Cameron Ward,,,,,,Chad,3.0,2025-R1,2025.0,QB,$8.75,$8.75,$8.75,$8.75,
1.0680090641410621e+18,1.0687067732232233e+18,8.0,11582,RB,Carson Steele,Active,True,22.0,Tski25,Jabronis ,,,,,,,,,,
1.0680090641410621e+18,5.95421624581288e+17,10.0,10444,WR,Cedric Tillman,Active,True,25.0,MileHighMorty,Bijan* Mustard,Matt,2.0,UFA,2025.0,WR,$4.50,$4.50,$4.50,,
1.0680090641410621e+18,5.947302549840773e+17,4.0,6786,WR,CeeDee Lamb,Active,True,26.0,Darkwater59,Solana 🚀 ,Marcus,1.0,FT,2025.0,WR,$43.50,$43.50,,,
1.0680090641410621e+18,5.954641587748782e+17,11.0,10228,WR,Charlie Jones,Active,True,26.0,Koko3321,Kupp the balls,,,,,,,,,,
1.0680090641410621e+18,4.721360335263457e+17,3.0,9224,RB,Chase Brown,Active,True,25.0,mrTman,SuckMyDitka,Nick,1.0,2023-R3,2023.0,RB,$3.00,$3.00,,,
1.0680090641410621e+18,7.411449114070958e+17,12.0,2381,WR,Chris Conley,Active,True,32.0,beebudda,Ezekiel's nasty house,,,,,,,,,,
1.0680090641410621e+18,4.518075416476344e+17,1.0,4037,WR,Chris Godwin,Active,True,29.0,kevo1022,Hobblin Dobbins,Kevin,3.0,UFA/Rstr2024,2024.0,WR,$22.00,$11.00,$11.00,$11.00,
1.0680090641410621e+18,5.483171429683364e+17,7.0,8144,WR,Chris Olave,Active,True,25.0,MikeNorys,Can't Stand Mike,Mike N,1.0,2022-R1,2022.0,WR,$6.75,$18.00,,,
1.0680090641410621e+18,1.0687067732232233e+18,8.0,4950,WR,Christian Kirk,Active,True,28.0,Tski25,Jabronis ,Mike N,1.0,UFA,2025.0,WR,$10.25,$10.25,,,
1.0680090641410621e+18,7.411449114070958e+17,12.0,4034,RB,Christian McCaffrey,Active,True,29.0,beebudda,Ezekiel's nasty house,Zeke,1.0,RFA/Rstr2024,2024.0,RB,$72.00,$36.00,,,
1.0680090641410621e+18,1.0687067732232233e+18,8.0,8167,WR,Christian Watson,Active,True,26.0,Tski25,Jabronis ,Tommy-IR,1.0,2022-R1,2022.0,WR,$5.25,$0.00,,,
1.0680090641410621e+18,5.6171540802973696e+17,2.0,7594,RB,Chuba Hubbard,Active,True,26.0,chavo317,Jamar Javarison-Lamar,Ruben,2.0,RFA,2025.0,RB,$33.00,$33.00,$33.00,,
1.0680090641410621e+18,5.947302549840773e+17,4.0,6820,RB,Clyde Edwards-Helaire,Active,True,26.0,Darkwater59,Solana 🚀 ,,,,,,,,,,
1.0680090641410621e+18,4.518075416476344e+17,1.0,6826,TE,Cole Kmet,Active,True,26.0,kevo1022,Hobblin Dobbins,Chad,2.0,UFA,2025.0,TE,$3.00,$3.00,$3.00,,
,,,,,Colston Loveland,,,,,,Mike N-TS,3.0,2025-R2,2025.0,TE,$6.25,$6.25,$6.25,$6.25,
1.0680090641410621e+18,5.954641587748782e+17,11.0,4039,WR,Cooper Kupp,Active,True,32.0,Koko3321,Kupp the balls,Mike K,1.0,RFA,2024.0,WR,$24.50,$24.50,,,
1.0680090641410621e+18,4.518075416476344e+17,1.0,4574,QB,Cooper Rush,Active,True,31.0,kevo1022,Hobblin Dobbins,,,,,,,,,,
1.0680090641410621e+18,5.954641587748782e+17,11.0,5045,WR,Courtland Sutton,Active,True,29.0,Koko3321,Kupp the balls,Mike K,2.0,UFA,2023.0,WR,$9.25,$9.25,$9.25,,
1.0680090641410621e+18,5.95421624581288e+17,10.0,4082,WR,Curtis Samuel,Active,True,28.0,MileHighMorty,Bijan* Mustard,Matt,1.0,FM,2023.0,WR,$3.50,$3.50,,,
1.0680090641410621e+18,5.947302549840773e+17,4.0,6790,RB,DAndre Swift,Active,True,26.0,Darkwater59,Solana 🚀 ,,,,,,,,,,
,,,,,DJ Giddens,,,,,,Tyler,3.0,2025-R4,2025.0,RB,$2.25,$2.25,$2.25,$2.25,
1.0680090641410621e+18,5.953313246890476e+17,9.0,4983,WR,DJ Moore,Active,True,28.0,RunTheBrews,,Chad,1.0,RFA,2024.0,WR,$26.50,$26.50,,,
1.0680090641410621e+18,5.95421624581288e+17,10.0,5846,WR,DK Metcalf,Active,True,27.0,MileHighMorty,Bijan* Mustard,Matt,3.0,FM,2024.0,WR,$33.50,$33.50,$33.50,$33.50,
1.0680090641410621e+18,5.953313246890476e+17,9.0,4111,RB,DOnta Foreman,Active,True,28.0,RunTheBrews,,,,,,,,,,,
1.0680090641410621e+18,7.411449114070958e+17,12.0,3294,QB,Dak Prescott,Active,True,31.0,beebudda,Ezekiel's nasty house,Zeke,1.0,RFA,2024.0,QB,$45.50,$45.50,,,
1.0680090641410621e+18,4.721360335263457e+17,3.0,5022,TE,Dallas Goedert,Active,True,30.0,mrTman,SuckMyDitka,,,,,,,,,,
1.0680090641410621e+18,5.947302549840773e+17,4.0,10236,TE,Dalton Kincaid,Active,True,25.0,Darkwater59,Solana 🚀 ,Marcus,1.0,2023-R1,2023.0,TE,$6.25,$6.25,$9.75,,
1.0680090641410621e+18,1.0687067732232233e+18,8.0,5001,TE,Dalton Schultz,Active,True,28.0,Tski25,Jabronis ,Tommy,1.0,UFA,2022.0,TE,$6.50,$6.50,,,
1.0680090641410621e+18,7.411449114070958e+17,12.0,4029,RB,Dalvin Cook,Active,True,29.0,beebudda,Ezekiel's nasty house,,,,,,,,,,
1.0680090641410621e+18,5.95421624581288e+17,10.0,8129,RB,Dameon Pierce,Active,True,25.0,MileHighMorty,Bijan* Mustard,,,,,,,,,,
1.0680090641410621e+18,5.95421624581288e+17,10.0,5870,QB,Daniel Jones,Active,True,28.0,MileHighMorty,Bijan* Mustard,Zeke,2.0,UFA,2025.0,QB,$16.00,$16.00,$16.00,,
1.0680090641410621e+18,5.947302549840773e+17,4.0,6149,WR,Darius Slayton,Active,True,28.0,Darkwater59,Solana 🚀 ,,,,,,,,,,
1.0680090641410621e+18,5.6171540802973696e+17,2.0,7090,WR,Darnell Mooney,Active,True,27.0,chavo317,Jamar Javarison-Lamar,Zeke,2.0,UFA,2025.0,WR,$15.00,$15.00,$15.00,,
1.0680090641410621e+18,5.95421624581288e+17,10.0,9479,TE,Darnell Washington,Active,True,23.0,MileHighMorty,Bijan* Mustard,,,,,,,,,,
1.0680090641410621e+18,5.947302549840773e+17,4.0,7064,RB,Darrynton Evans,Active,True,26.0,Darkwater59,Solana 🚀 ,,,,,,,,,,
1.0680090641410621e+18,4.721360335263457e+17,3.0,2133,WR,Davante Adams,Active,True,32.0,mrTman,SuckMyDitka,Nick,1.0,RFA,2024.0,WR,$30.00,$30.00,,,
1.0680090641410621e+18,4.518075416476344e+17,1.0,5892,RB,David Montgomery,Active,True,28.0,kevo1022,Hobblin Dobbins,Kevin,2.0,FM,2024.0,RB,$21.50,$21.50,$21.50,,
1.0680090641410621e+18,5.584833889966367e+17,6.0,4033,TE,David Njoku,Active,True,28.0,socalifjimmy,Marvin’s Naberhood,Jim,1.0,UFA,2022.0,TE,$6.25,$6.25,,,
1.0680090641410621e+18,4.518075416476344e+17,1.0,1426,WR,DeAndre Hopkins,Active,True,33.0,kevo1022,Hobblin Dobbins,,,,,,,,,,
1.0680090641410621e+18,4.721360335263457e+17,3.0,9501,WR,DeMario Douglas,Active,True,24.0,mrTman,SuckMyDitka,Nick,1.0,UFA,2024.0,WR,$11.00,$11.00,,,
1.0680090641410621e+18,4.721360335263457e+17,3.0,9226,RB,DeVon Achane,Active,True,23.0,mrTman,SuckMyDitka,Nick,2.0,2023-R1,2023.0,RB,$6.50,$6.50,$23.50,,
1.0680090641410621e+18,5.6174719668064256e+17,5.0,7525,WR,DeVonta Smith,Active,True,26.0,TMISH31,Chubba Lubba Dub Dub,Tyler,1.0,RFA,2024.0,WR,$24.50,$24.50,,,
,,,,,Deandre Swift,,,,,,Mike N,2.0,FM,2025.0,RB,$22.00,$22.00,$22.00,,
1.0680090641410621e+18,5.954641587748782e+17,11.0,5872,WR,Deebo Samuel,Active,True,29.0,Koko3321,Kupp the balls,Zeke,3.0,UFA,2025.0,WR,$12.00,$12.00,$12.00,$12.00,
1.0680090641410621e+18,5.947302549840773e+17,4.0,3286,WR,Demarcus Robinson,Active,True,30.0,Darkwater59,Solana 🚀 ,,,,,,,,,,
1.0680090641410621e+18,5.6174719668064256e+17,5.0,2028,QB,Derek Carr,Active,True,34.0,TMISH31,Chubba Lubba Dub Dub,Tyler-Cut,2.0,UFA,2024.0,QB,$31.25,$31.25,$31.25,,
1.0680090641410621e+18,5.954641587748782e+17,11.0,3198,RB,Derrick Henry,Active,True,31.0,Koko3321,Kupp the balls,Mike K,1.0,RFA,2024.0,RB,$35.00,$35.00,,,
1.0680090641410621e+18,1.0687067732232233e+18,8.0,4017,QB,Deshaun Watson,Active,True,29.0,Tski25,Jabronis ,Tommy-IR,1.0,UFA,2022.0,QB,$42.00,$0.00,,,
1.0680090641410621e+18,4.721360335263457e+17,3.0,8159,QB,Desmond Ridder,Active,True,25.0,mrTman,SuckMyDitka,,,,,,,,,,
1.0680090641410621e+18,5.483171429683364e+17,7.0,9505,RB,Deuce Vaughn,Active,True,23.0,MikeNorys,Can't Stand Mike,Mike N,1.0,2023-R4,2023.0,RB,$1.50,$1.50,,,
1.0680090641410621e+18,5.6174719668064256e+17,5.0,11834,WR,Devaughn Vele,Active,True,27.0,TMISH31,Chubba Lubba Dub Dub,,,,,,,,,,
1.0680090641410621e+18,1.0687067732232233e+18,8.0,6847,WR,Devin Duvernay,Active,True,27.0,Tski25,Jabronis ,,,,,,,,,,
,,,,,Devin Neal,,,,,,Tyler,3.0,2025-R3,2025.0,RB,$2.50,$2.50,$2.50,$2.50,
1.0680090641410621e+18,5.6174719668064256e+17,5.0,11629,WR,Devontez Walker,Active,True,24.0,TMISH31,Chubba Lubba Dub Dub,Tyler-TS,2.0,2024-R4,2024.0,WR,$2.25,$2.25,$2.25,,
,,,,,Dillon Gabriel,,,,,,Tyler-TS,3.0,2025-R4,2025.0,QB,$2.25,$2.25,$2.25,$2.25,
,,,,,Donovan Peoples,,,,,,Tommy-Cut,1.0,FM,2022.0,WR,$4.50,$4.50,,,
1.0680090641410621e+18,1.0687067732232233e+18,8.0,6824,WR,Donovan Peoples-Jones,Active,True,26.0,Tski25,Jabronis ,,,,,,,,,,
1.0680090641410621e+18,5.6171540802973696e+17,2.0,9486,WR,Dontayvion Wicks,Active,True,24.0,chavo317,Jamar Javarison-Lamar,Ruben,3.0,FM,2024.0,WR,$12.50,$12.50,$12.50,$12.50,
1.0680090641410621e+18,5.483171429683364e+17,7.0,10862,QB,Dorian Thompson-Robinson,Active,True,25.0,MikeNorys,Can't Stand Mike,,,,,,,,,,
1.0680090641410621e+18,5.947302549840773e+17,4.0,8112,WR,Drake London,Active,True,23.0,Darkwater59,Solana 🚀 ,Marcus,1.0,2022-R1,2022.0,WR,$7.00,$18.00,,,
1.0680090641410621e+18,4.518075416476344e+17,1.0,11564,QB,Drake Maye,Active,True,22.0,kevo1022,Hobblin Dobbins,Kevin,2.0,2024-R1,2024.0,QB,$7.50,$7.50,$7.50,,
1.0680090641410621e+18,4.721360335263457e+17,3.0,5854,QB,Drew Lock,Active,True,28.0,mrTman,SuckMyDitka,Nick,2.0,UFA,2024.0,QB,$4.00,$4.00,$4.00,,
1.0680090641410621e+18,4.518075416476344e+17,1.0,11574,RB,Dylan Laube,Active,True,25.0,kevo1022,Hobblin Dobbins,,,,,,,,,,
,,,,,Dylan Sampson,,,,,,Tommy-TS,3.0,2025-R3,2025.0,RB,$2.75,$2.75,$2.75,$2.75,
,,,,,Elic Ayomanor,,,,,,Marcus-TS,3.0,2025-R3,2025.0,WR,$2.50,$2.50,$2.50,$2.50,
,,,,,Elijah Arroyo,,,,,,Marcus-TS,3.0,2025-R3,2025.0,TE,$2.50,$2.50,$2.50,$2.50,
1.0680090641410621e+18,5.947302549840773e+17,4.0,7561,RB,Elijah Mitchell,Active,True,27.0,Darkwater59,Solana 🚀 ,Chad,2.0,UFA,2025.0,RB,$3.50,$3.50,$3.50,,
1.0680090641410621e+18,5.584833889966367e+17,6.0,7596,WR,Elijah Moore,Active,True,25.0,socalifjimmy,Marvin’s Naberhood,Jim,1.0,RFA,2024.0,WR,$12.25,$12.25,,,
1.0680090641410621e+18,1.0687067732232233e+18,8.0,11435,RB,Emanuel Wilson,Active,True,26.0,Tski25,Jabronis ,,,,,,,,,,
,,,,,Emeka Egbuka,,,,,,Kevin,3.0,2025-R1,2025.0,WR,$7.25,$7.25,$7.25,$7.25,
1.0680090641410621e+18,5.6171540802973696e+17,2.0,11592,TE,Erick All,Active,True,24.0,chavo317,Jamar Javarison-Lamar,Ruben-IR,2.0,2024-R4,2024.0,TE,$1.25,$0.00,$1.25,,
1.0680090641410621e+18,7.411449114070958e+17,12.0,4066,TE,Evan Engram,Active,True,30.0,beebudda,Ezekiel's nasty house,Tommy,2.0,UFA,2025.0,TE,$7.50,$7.50,$7.50,,
1.0680090641410621e+18,7.411449114070958e+17,12.0,3164,RB,Ezekiel Elliott,Active,True,29.0,beebudda,Ezekiel's nasty house,Zeke,1.0,FM,2024.0,RB,$10.00,$10.00,,,
1.0680090641410621e+18,5.6171540802973696e+17,2.0,5985,TE,Foster Moreau,Active,True,28.0,chavo317,Jamar Javarison-Lamar,,,,,,,,,,
1.0680090641410621e+18,5.954641587748782e+17,11.0,11573,RB,Frank Gore,Active,True,23.0,Koko3321,Kupp the balls,Mike K-Cut,2.0,2024-R4,2024.0,RB,$1.25,$1.25,$1.25,,
1.0680090641410621e+18,7.411449114070958e+17,12.0,6943,WR,Gabe Davis,Active,True,26.0,beebudda,Ezekiel's nasty house,,,,,,,,,,
1.0680090641410621e+18,4.518075416476344e+17,1.0,6011,QB,Gardner Minshew,Active,True,29.0,kevo1022,Hobblin Dobbins,,,,,,,,,,
1.0680090641410621e+18,5.584833889966367e+17,6.0,8146,WR,Garrett Wilson,Active,True,24.0,socalifjimmy,Marvin’s Naberhood,Jim,1.0,2022-R1,2022.0,WR,$5.75,$18.00,,,
1.0680090641410621e+18,7.411449114070958e+17,12.0,1373,QB,Geno Smith,Active,True,34.0,beebudda,Ezekiel's nasty house,Zeke,3.0,UFA,2024.0,QB,$15.00,$15.00,$15.00,$15.00,
1.0680090641410621e+18,5.6174719668064256e+17,5.0,4217,TE,George Kittle,Active,True,31.0,TMISH31,Chubba Lubba Dub Dub,Tyler,1.0,RFA,2024.0,TE,$14.50,$14.50,,,
1.0680090641410621e+18,4.721360335263457e+17,3.0,8137,WR,George Pickens,Active,True,24.0,mrTman,SuckMyDitka,Tyler,4.0,UFA,2025.0,WR,$16.50,$16.50,$16.50,$16.50,$16.50
1.0680090641410621e+18,7.411449114070958e+17,12.0,8177,TE,Grant Calcaterra,Active,True,26.0,beebudda,Ezekiel's nasty house,,,,,,,,,,
,,,,,Gunnar Helm,,,,,,Tyler-TS,3.0,2025-R4,2025.0,TE,$1.25,$1.25,$1.25,$1.25,
1.0680090641410621e+18,1.0687067732232233e+18,8.0,5248,RB,Gus Edwards,Active,True,29.0,Tski25,Jabronis ,Tommy,2.0,UFA,2023.0,RB,$2.50,$2.50,$2.50,,
,,,,,Harold Fannin,,,,,,Tommy-TS,3.0,2025-R3,2025.0,TE,$3.00,$3.00,$3.00,$3.00,
1.0680090641410621e+18,7.411449114070958e+17,12.0,9998,QB,Hendon Hooker,Active,True,27.0,beebudda,Ezekiel's nasty house,,,,,,,,,,
1.0680090641410621e+18,5.584833889966367e+17,6.0,5848,WR,Hollywood Brown,Active,True,28.0,socalifjimmy,Marvin’s Naberhood,Jim,1.0,UFA,2023.0,WR,$15.00,$15.00,,,
1.0680090641410621e+18,5.954641587748782e+17,11.0,3214,TE,Hunter Henry,Active,True,30.0,Koko3321,Kupp the balls,Mike K,1.0,UFA,2024.0,TE,$9.00,$9.00,,,
1.0680090641410621e+18,5.483171429683364e+17,7.0,11651,RB,Isaac Guerendo,Active,True,25.0,MikeNorys,Can't Stand Mike,Mike N,2.0,2024-R3,2024.0,RB,$2.50,$2.50,$2.50,,
,,,,,Isaac TeSlaa,,,,,,Zeke-TS,3.0,2025-R4,2025.0,WR,$2.00,$2.00,$2.00,$2.00,
1.0680090641410621e+18,4.518075416476344e+17,1.0,11571,RB,Isaiah Davis,Active,True,23.0,kevo1022,Hobblin Dobbins,Kevin,2.0,UFA,2025.0,RB,$2.00,$2.00,$2.00,,
1.0680090641410621e+18,5.6171540802973696e+17,2.0,8131,TE,Isaiah Likely,Active,True,25.0,chavo317,Jamar Javarison-Lamar,Ruben,3.0,UFA,2024.0,TE,$9.75,$9.75,$9.75,$9.75,
,,,,,Isaih Pacheco,,,,,,Mike N,1.0,FM,2025.0,RB,$34.00,$34.00,,,
1.0680090641410621e+18,5.954641587748782e+17,11.0,8205,RB,Isiah Pacheco,Active,True,26.0,Koko3321,Kupp the balls,,,,,,,,,,
1.0680090641410621e+18,7.411449114070958e+17,12.0,9227,RB,Israel Abanikanda,Active,True,22.0,beebudda,Ezekiel's nasty house,,,,,,,,,,
1.0680090641410621e+18,1.0687067732232233e+18,8.0,11565,QB,J.J. McCarthy,Active,True,22.0,Tski25,Jabronis ,Tommy,2.0,2024-R1,2024.0,QB,$8.50,$8.50,$8.50,,
1.0680090641410621e+18,1.0687067732232233e+18,8.0,6806,RB,J.K. Dobbins,Active,True,26.0,Tski25,Jabronis ,Tommy,3.0,UFA/Rstr2024,2024.0,RB,$12.25,$6.00,$6.00,$6.00,
1.0680090641410621e+18,5.483171429683364e+17,7.0,11619,WR,JaLynn Polk,Active,True,23.0,MikeNorys,Can't Stand Mike,Mike N,2.0,2024-R2,2024.0,WR,$4.00,$4.00,$4.00,,
1.0680090641410621e+18,5.954641587748782e+17,11.0,7564,WR,JaMarr Chase,Active,True,25.0,Koko3321,Kupp the balls,Mike K,1.0,FT,2025.0,WR,$43.50,$43.50,,,
1.0680090641410621e+18,5.953313246890476e+17,9.0,11600,TE,JaTavion Sanders,Active,True,22.0,RunTheBrews,,Chad-TS,2.0,2024-R3,2024.0,TE,$2.50,$2.50,$2.50,,
