roster_id,matchup_id,starters,players
1,1,"['4892', '9221', '4866', '11635', '9493', '1466', '5859', '7547', '4574']","['10226', '11564', '11571', '11574', '11586', '11635', '1166', '1426', '1466', '4037', '4574', '4866', '4892', '5859', '5892', '6011', '6826', '7547', '7567', '7588', '8143', '8220', '9221', '9480', '9493', '9500', '9758']"
2,5,"['5849', '7594', '8228', '7090', '6794', '5985', '8154', '9486', '4881']","['11439', '11575', '11583', '11592', '11610', '11748', '2374', '4234', '4881', '5849', '5985', '6794', '7090', '7594', '8111', '8131', '8154', '8228', '8676', '9486', '9497', '9504', '9511']"
3,2,"['6804', '9224', '9226', '2133', '5947', '8130', '8138', '11584', '1234']","['11584', '1234', '2133', '5022', '5854', '5947', '6804', '6819', '6845', '6963', '7528', '7591', '7611', '8121', '8130', '8137', '8138', '8139', '8159', '8160', '8162', '9224', '9226', '9501']"
4,3,"['4984', '8151', '6790', '7569', '6786', '4144', '8112', '9488', '4943']","['10236', '11292', '11599', '11618', '3286', '4046', '4098', '4144', '4147', '4943', '4972', '4984', '6012', '6149', '6786', '6790', '6803', '6820', '6828', '7064', '7543', '7553', '7561', '7569', '8112', '8151', '9488']"
5,5,"['11563', '10235', '9757', '7049', '7525', '4217', '4981', '6783', '9756']","['10235', '10866', '11563', '11581', '11589', '11620', '11621', '11629', '11640', '11643', '11645', '11834', '2028', '2078', '4217', '4981', '4988', '6783', '7049', '7523', '7525', '8117', '8208', '8230', '9481', '9484', '9756', '9757']"
6,1,"['6904', '6813', '8155', '8146', '11632', '11604', '6801', '5927', '11559']","['10213', '11559', '11604', '11628', '11632', '4033', '421', '5010', '5848', '5927', '5967', '6801', '6813', '6904', '7571', '7596', '8136', '8146', '8155', '96', '9753', '9754']"
7,6,"['6797', '11729', '7608', '10222', '9502', '5012', '11646', '11637', '9228']","['10222', '10862', '11560', '11596', '11619', '11627', '11637', '11646', '11650', '11651', '11729', '5012', '6797', '7608', '8110', '8144', '9228', '9482', '9492', '9502', '9505']"
8,6,"['0', '5248', '11435', '11626', '2309', '7002', '11638', '8134', '8167']","['11435', '11562', '11565', '11567', '11579', '11582', '11625', '11626', '11630', '11638', '2309', '4017', '4080', '4663', '4950', '5001', '5248', '5995', '6806', '6824', '6847', '7002', '7083', '7562', '8119', '8134', '8167', '9997']"
9,4,"['3163', '4137', '8150', '4983', '11624', '10859', '1479', '10232', '2359']","['10232', '10859', '11600', '11624', '11636', '11647', '1479', '2359', '3163', '4035', '4111', '4137', '4149', '4381', '4983', '5857', '6938', '6945', '7526', '8125', '8150', '8161', '9487', '9494', '9506', '9999']"
10,3,"['6770', '9509', '7021', '5846', '3321', '5844', '11655', '11631', '11566']","['10216', '10444', '10871', '11557', '11566', '11576', '11617', '11631', '11655', '1339', '2449', '3321', '4082', '5844', '5846', '5870', '6770', '7021', '7496', '7527', '7670', '8126', '8129', '8132', '9479', '9508', '9509']"
11,2,"['6768', '5850', '8205', '5045', '4039', '7600', '7564', '3198', '8183']","['10228', '10863', '11573', '11577', '2197', '3198', '3214', '4039', '4454', '5045', '5850', '5872', '5987', '6768', '7564', '7600', '8148', '8183', '8205', '8221', '9225']"
12,4,"['1373', '4199', '4018', '2216', '1689', '8177', '8116', '4068', '9229']","['10225', '10229', '10857', '11597', '11616', '1373', '1689', '2216', '2381', '2749', '3164', '3294', '4018', '4029', '4034', '4066', '4068', '4199', '5284', '6943', '7066', '8116', '8142', '8177', '8408', '9227', '9229', '9998']"
