player_id,player_score
2307,0.0
2309,5.6
4046,22.9
4082,0.0
4137,18.3
4147,1.7
4219,8.6
4351,14.8
4455,0.0
4602,1.6
4892,16.94
4943,25.26
5022,8.6
5859,0.3
6126,0.0
6136,0.0
6794,26.8
6806,0.0
6823,0.0
6895,1.8
6918,0.0
7537,0.0
7540,0.0
7547,1.2
7585,10.72
7588,13.2
7593,11.4
7606,3.6
830,16.2
138,13.22
2251,12.2
3225,13.6
3327,0.8
4029,0.0
4089,10.4
4881,19.28
5185,5.2
5872,10.2
5892,7.5
5980,10.4
5987,23.1
6803,14.5
6814,8.8
6828,4.6
6931,0.0
6984,4.2
7098,2.2
7530,0.0
7561,0.0
7574,0.3
7595,0.0
947,7.7
96,19.04
1166,25.12
167,28.68
2588,9.1
3969,6.4
4036,9.1
4273,16.2
4951,13.9
4972,0.0
5038,0.0
5844,3.0
5927,10.2
5955,18.7
6148,0.0
6151,8.5
6798,10.3
6804,0.0
6878,0.0
6955,25.4
7045,0.0
7088,0.0
7090,1.9
7528,28.2
7538,2.6
7539,0.0
7794,4.6
1339,15.3
1817,10.8
1848,0.6
2133,31.2
2216,18.6
3202,9.9
3294,20.12
3634,12.8
4066,2.1
4199,17.6
4950,17.4
5086,14.9
5549,5.9
6768,0.0
6783,0.0
6790,23.7
6797,30.84
6805,3.8
6826,2.1
6845,18.1
6853,8.2
6943,3.3
6945,17.4
7002,0.0
7533,0.0
7569,0.0
1067,12.2
1837,14.68
2078,13.7
2306,13.52
3164,26.6
3209,0.0
3423,1.8
421,29.52
4217,17.1
4435,0.0
4981,14.1
4985,0.0
4988,8.4
5122,2.5
5917,12.5
5937,0.0
5967,7.5
6011,0.0
6039,3.3
6989,14.1
7525,5.8
7572,0.0
7591,3.92
7594,10.9
7601,2.4
1110,0.0
1144,20.8
2152,11.8
2197,20.7
2325,3.7
3214,8.6
3271,15.0
4017,0.0
4034,6.0
4319,5.1
4949,0.0
4983,20.5
5131,0.0
515,9.5
536,0.0
538,26.4
5916,0.0
7523,7.46
7527,11.6
7554,0.0
7587,-0.4
7596,5.2
829,0.0
1992,4.7
2161,0.0
2257,4.4
2374,7.1
2505,10.4
2711,21.38
3199,0.0
3242,8.7
3257,20.3
4018,10.4
4098,27.5
4157,0.0
4741,4.3
4866,21.4
5123,0.0
5127,0.0
5170,0.5
5854,0.0
6801,0.0
6819,13.3
6885,0.0
6886,18.6
6904,20.54
7066,4.6
7543,0.0
7553,5.5
7565,8.8
7581,0.0
7771,0.6
827,0.0
1408,0.0
1466,17.4
1479,19.0
1833,0.0
2319,8.2
2378,0.0
2391,1.1
2583,0.0
333,0.0
3664,5.8
367,4.7
4068,33.2
4150,0.0
5347,18.9
5848,8.3
5849,18.54
5850,0.0
6271,12.2
6789,12.5
7535,0.0
7567,6.4
7608,0.0
7612,0.0
943,0.0
954,0.0
1234,16.62
1386,20.1
1476,2.8
1535,16.2
1689,17.0
1825,0.0
2028,21.24
2749,0.0
3157,7.0
3163,9.08
4033,0.0
4035,20.8
4037,19.6
4144,1.4
4149,14.7
5001,26.0
5026,0.0
5284,0.0
5947,18.4
6108,0.0
6786,9.5
6824,5.9
6870,11.9
6938,0.0
7064,0.0
7526,17.8
7568,0.0
7571,0.0
7609,3.3
7828,1.5
7944,0.0
956,3.0
1352,6.8
2431,11.0
2449,12.2
3200,3.6
4131,10.4
4571,3.4
4993,18.6
5045,8.7
5110,0.0
5845,0.0
5870,16.54
5890,3.1
6770,17.58
6813,8.2
6820,16.9
6849,0.0
6869,0.0
7607,4.9
7610,6.1
7611,0.0
7670,0.0
928,0.0
1049,21.48
1426,5.1
2168,0.8
24,15.62
2460,0.0
3198,19.4
4039,30.6
4381,9.2
4962,10.9
5000,14.5
5012,15.9
5121,4.6
5248,0.0
5846,22.7
5906,14.9
6130,3.6
6149,1.8
6996,0.0
7564,22.5
7589,0.0
7600,11.2
7605,0.0
2320,15.1
2382,0.0
2410,0.0
3161,7.76
3286,3.7
3321,9.7
4040,5.5
4663,22.7
4973,0.0
4984,37.22
5052,1.1
5857,3.5
5880,2.9
6156,0.0
6973,2.5
7529,0.4
7562,0.0
7563,0.0
7599,0.0
