roster_id,matchup_id,starters,players
1,6,"['4046', '7588', '6130', '5859', '2309', '5133', '4351', '4137', '4943']","['2307', '2309', '4046', '4082', '4137', '4147', '4351', '4602', '4943', '5133', '5248', '5859', '6126', '6130', '6136', '6806', '6895', '6918', '7537', '7538', '7540', '7547', '7585', '7588', '7606', '830']"
2,1,"['138', '4029', '7561', '947', '5872', '6843', '6803', '5980', '4881']","['138', '2251', '3225', '3327', '4029', '4089', '4152', '4198', '4531', '4881', '5185', '5872', '5892', '5980', '5987', '6803', '6814', '6828', '6843', '6931', '6984', '7098', '7530', '7561', '7574', '7595', '947', '96']"
3,4,"['1166', '4219', '7528', '5955', '6794', '5022', '6798', '3297', '5089']","['1166', '167', '184', '3297', '3969', '4036', '4219', '4273', '4951', '4972', '5022', '5038', '5089', '5844', '5927', '5955', '6148', '6151', '6794', '6798', '6804', '6878', '6927', '6955', '7045', '7088', '7090', '7528', '7539', '7593', '7794']"
4,3,"['6797', '4199', '5549', '2133', '6783', '1339', '4950', '6853', '3294']","['1339', '1817', '1848', '2133', '2216', '3202', '3294', '3634', '4066', '4199', '4950', '5086', '5549', '6768', '6783', '6790', '6797', '6805', '6826', '6845', '6853', '6943', '6945', '7533', '7569']"
5,1,"['421', '4988', '3164', '1067', '5937', '4217', '3209', '7525', '1837']","['1067', '1837', '2078', '2306', '3164', '3209', '3423', '421', '4217', '4435', '4981', '4985', '4988', '5122', '5917', '5937', '5967', '6011', '6039', '6989', '7525', '7572', '7591', '7594', '7601']"
6,3,"['2152', '5916', '4034', '4983', '1110', '3271', '2197', '1144', '7523']","['1110', '1144', '2152', '2197', '2325', '3214', '3271', '3594', '4017', '4034', '4319', '4949', '4983', '5131', '515', '536', '538', '5916', '7523', '7527', '7554', '7587', '7596', '829']"
7,4,"['6904', '2257', '4018', '6801', '6819', '7553', '2505', '6886', '827']","['1034', '1373', '1387', '1992', '2257', '2374', '2505', '2711', '3199', '3242', '4018', '4098', '4157', '4335', '4741', '4866', '5170', '5854', '6694', '6801', '6819', '6885', '6886', '6904', '7066', '7543', '7553', '7565', '7581', '827']"
8,6,"['2549', '5347', '5850', '4068', '1479', '1466', '5848', '6753', '367']","['1408', '1466', '1479', '1737', '1833', '2319', '2378', '2391', '2549', '333', '3664', '367', '4068', '5347', '5848', '5849', '5850', '6271', '6753', '6789', '7535', '7567', '7608', '7612', '943', '954']"
9,2,"['2028', '4035', '1535', '7526', '1689', '5001', '5947', '1825', '6786']","['1234', '1386', '1476', '1535', '1689', '1825', '2028', '2749', '3157', '3163', '4033', '4035', '4037', '4144', '4149', '5001', '5026', '5284', '5947', '6786', '6824', '6870', '6938', '7526', '7568', '7571', '7609', '7828', '7944', '956']"
10,5,"['6770', '6813', '5890', '4131', '2449', '4993', '1352', '5045', '5870']","['1352', '2431', '2449', '3200', '4131', '4571', '4993', '5045', '5110', '5845', '5870', '5890', '6770', '6813', '6820', '6849', '6869', '7607', '7610', '7611', '7670', '928']"
11,5,"['1049', '4962', '5000', '7564', '4039', '5012', '6149', '2168', '4892']","['1049', '1379', '1426', '2168', '24', '2460', '3198', '3306', '4039', '4381', '4892', '4962', '5000', '5012', '5121', '5846', '5906', '6149', '6996', '7564', '7589', '7600', '7605', '7694']"
12,2,"['3161', '4663', '2320', '3321', '3286', '4973', '2410', '4054', '4984']","['2320', '2382', '2410', '3161', '3286', '3321', '4040', '4054', '4663', '4973', '4984', '5052', '5857', '5880', '6156', '6973', '7529', '7562', '7563', '7599']"
