roster_id,matchup_id,starters,players
1,6,"['7538', '7537', '7588', '4351', '7547', '5133', '4082', '6918', '4147']","['2307', '2309', '4046', '4082', '4147', '4351', '4602', '4943', '5133', '5248', '5859', '6126', '6136', '6806', '6895', '6918', '7537', '7538', '7540', '7547', '7565', '7588', '7606', '830']"
2,5,"['4881', '4029', '5892', '6803', '5872', '4089', '7561', '6828', '96']","['138', '2251', '3225', '3327', '4029', '4089', '4881', '5026', '5185', '5872', '5892', '5980', '5987', '6803', '6814', '6828', '6931', '6984', '7530', '7561', '7574', '7595', '947', '96']"
3,4,"['167', '3969', '7528', '5927', '6794', '5844', '6955', '7090', '1166']","['1166', '167', '184', '3297', '3969', '4036', '4219', '4273', '4951', '4972', '5022', '5038', '5089', '5844', '5927', '5955', '6148', '6151', '6794', '6798', '6804', '6955', '7045', '7088', '7090', '7528', '7539', '7593', '7794']"
4,4,"['6797', '6945', '6790', '2133', '2216', '4066', '6783', '4199', '3294']","['1339', '1817', '1848', '2133', '2216', '3202', '3294', '3634', '4066', '4199', '4950', '5086', '5549', '6768', '6783', '6790', '6797', '6805', '6826', '6845', '6853', '6943', '6945', '7533', '7569']"
5,1,"['421', '4988', '3164', '2078', '5937', '4217', '5967', '7525', '1837']","['1067', '1837', '2078', '2306', '3164', '3209', '3423', '421', '4217', '4435', '4981', '4985', '4988', '5122', '5917', '5937', '5967', '6011', '6039', '6989', '7525', '7572', '7591', '7594', '7601']"
6,2,"['7527', '4034', '2391', '538', '7571', '3271', '7596', '2197', '7523']","['2197', '2325', '2391', '3214', '3271', '4017', '4034', '4319', '4949', '536', '538', '7523', '7527', '7554', '7571', '7587', '7596']"
7,2,"['6904', '4866', '4018', '2374', '6886', '2505', '6819', '7553', '827']","['1034', '1992', '2257', '2374', '2505', '2711', '3199', '3242', '333', '4018', '4098', '4111', '4137', '4157', '4741', '4866', '5170', '6130', '6694', '6801', '6819', '6885', '6886', '6904', '7543', '7553', '7581', '7585', '827']"
8,3,"['954', '3664', '5850', '4068', '1479', '367', '5848', '1144', '2152']","['1144', '1408', '1466', '1479', '1833', '2152', '2319', '2378', '2549', '3664', '367', '4068', '4335', '5131', '5347', '5848', '5849', '5850', '6271', '6789', '7535', '7567', '7608', '7612', '943', '954']"
9,5,"['1234', '5916', '956', '7526', '1689', '5001', '4983', '4037', '2028']","['1234', '1476', '1535', '1689', '1825', '2028', '2749', '3157', '3163', '4035', '4037', '4144', '4149', '4983', '5001', '515', '5284', '5916', '5947', '6786', '6824', '6870', '6938', '7526', '7568', '7828', '7944', '956']"
10,6,"['6770', '6813', '7611', '4131', '2449', '4993', '5045', '5536', '5870']","['1352', '2431', '2449', '3200', '3257', '4131', '4571', '4993', '5045', '5110', '5536', '5845', '5870', '5890', '6770', '6813', '6820', '6849', '6869', '7607', '7610', '7611', '7670', '928']"
11,3,"['1049', '4455', '2168', '7564', '5846', '5012', '5906', '4039', '4892']","['1049', '1379', '1426', '2168', '24', '2460', '3198', '3306', '4039', '4381', '4454', '4455', '4892', '4962', '5000', '5012', '5121', '5846', '5906', '6149', '6951', '6996', '7564', '7589', '7600', '7605', '7694']"
12,1,"['3161', '4663', '2320', '2410', '5113', '4054', '5857', '5052', '4984']","['2320', '2382', '2410', '3161', '3286', '3321', '4040', '4054', '4150', '4663', '4973', '4984', '5052', '5113', '5857', '5880', '6012', '6156', '6973', '7529', '7562', '7563', '7599']"
