roster_id,matchup_id,starters,players
1,1,"['4046', '7588', '6130', '5859', '2309', '5133', '4351', '4137', '830']","['2307', '2309', '4046', '4082', '4137', '4147', '4351', '4602', '4943', '5133', '5248', '5859', '6126', '6130', '6136', '6806', '6895', '6918', '7537', '7538', '7540', '7547', '7588', '7606', '830']"
2,6,"['4881', '4029', '7561', '6803', '5872', '4531', '3327', '5980', '96']","['138', '2251', '3225', '3327', '4029', '4089', '4152', '4198', '4531', '4881', '5185', '5872', '5892', '5980', '5987', '6803', '6814', '6828', '6843', '6931', '6984', '7098', '7530', '7561', '7574', '7595', '947', '96']"
3,5,"['167', '3969', '7528', '5927', '6794', '5844', '5955', '6955', '1166']","['1166', '167', '184', '3297', '3969', '4036', '4219', '4273', '4951', '4972', '5022', '5038', '5089', '5844', '5927', '5955', '6148', '6151', '6794', '6798', '6804', '6878', '6927', '6955', '7045', '7088', '7090', '7528', '7539', '7593', '7794']"
4,6,"['6797', '4199', '6790', '2133', '2216', '1339', '6783', '5549', '3294']","['1339', '1817', '1848', '2133', '2216', '3202', '3294', '3634', '4066', '4199', '4950', '5086', '5549', '6768', '6783', '6790', '6797', '6805', '6826', '6845', '6853', '6943', '6945', '7533', '7569']"
5,1,"['421', '5967', '3164', '1067', '5937', '4217', '2078', '7525', '1837']","['1067', '1837', '2078', '2306', '3164', '3209', '3423', '421', '4217', '4435', '4981', '4985', '4988', '5122', '5917', '5937', '5967', '6011', '6039', '6989', '7525', '7572', '7591', '7594', '7601']"
6,3,"['7527', '4187', '4034', '1110', '7596', '3271', '538', '1144', '7523']","['1110', '1144', '2197', '2325', '3214', '3271', '4017', '4034', '4187', '4319', '4949', '536', '538', '7523', '7527', '7554', '7587', '7596']"
7,4,"['6904', '6694', '1034', '2374', '6819', '7553', '2505', '4741', '2711']","['1034', '1373', '1992', '2257', '2374', '2505', '2711', '3199', '3242', '4018', '4098', '4157', '4335', '4741', '4866', '5170', '5854', '6694', '6801', '6819', '6885', '6886', '6904', '7066', '7543', '7553', '7565', '7581', '7585', '827']"
8,4,"['2152', '5347', '5850', '5848', '1479', '1466', '4068', '3664', '2549']","['1408', '1466', '1479', '1737', '1833', '2152', '2319', '2378', '2391', '2549', '333', '3664', '367', '4068', '5347', '5848', '5849', '5850', '6271', '6753', '6789', '7535', '7567', '7608', '7612', '943', '954']"
9,5,"['1234', '5916', '1535', '7526', '6786', '5001', '4983', '4037', '2028']","['1234', '1476', '1535', '1689', '1825', '2028', '2749', '3157', '3163', '4035', '4037', '4144', '4149', '4983', '5001', '515', '5284', '5916', '5947', '6786', '6824', '6870', '6938', '7526', '7568', '7571', '7609', '7828', '7944', '956']"
10,2,"['3257', '6813', '7607', '5045', '2449', '4993', '2431', '928', '5110']","['1352', '2431', '2449', '3200', '3257', '4131', '4571', '4993', '5045', '5110', '5845', '5870', '5890', '6770', '6813', '6820', '6849', '6869', '7607', '7610', '7611', '7670', '928']"
11,3,"['1049', '3306', '2168', '5846', '4039', '5012', '5906', '4962', '24']","['1049', '1379', '1426', '2168', '24', '2460', '3198', '3306', '4039', '4381', '4892', '4962', '5000', '5012', '5121', '5846', '5906', '6149', '6951', '6996', '7564', '7589', '7600', '7605', '7694']"
12,2,"['3161', '4663', '2320', '3321', '3286', '4973', '2410', '5857', '4984']","['2320', '2382', '2410', '3161', '3286', '3321', '4040', '4054', '4663', '4973', '4984', '5052', '5857', '5880', '6156', '6973', '7529', '7562', '7563', '7599']"
