player_id,player_score
2307,0.0
2309,5.4
4046,24.02
4082,0.0
4137,2.6
4147,0.0
4351,12.7
4455,0.0
4602,14.2
4892,17.52
4943,18.9
5022,4.4
5859,7.3
6126,0.0
6136,0.0
6794,18.5
6806,0.0
6823,-1.0
6895,16.3
6918,1.7
7537,0.0
7540,0.0
7547,4.8
7585,5.98
7588,8.4
7593,0.8
7606,0.0
830,13.4
138,13.8
2251,9.5
3225,14.3
3327,2.5
4029,16.8
4089,1.3
4881,32.26
5185,0.0
5872,16.1
5892,10.9
5980,8.6
5987,3.8
6803,1.6
6814,1.7
6828,3.6
6931,0.0
6984,0.7
7098,11.3
7530,0.0
7561,7.3
7574,0.8
7595,0.0
947,18.8
96,26.8
1166,25.26
167,29.64
2588,2.1
3969,11.6
4036,2.8
4273,15.1
4951,2.9
4972,0.0
5038,0.0
5844,20.6
5927,27.7
5955,10.7
6148,1.2
6151,6.9
6798,2.5
6804,-0.3
6878,0.0
6955,9.4
7045,0.0
7088,0.0
7090,12.6
7528,19.1
7538,2.3
7539,0.0
7794,2.4
1339,1.6
1817,8.4
1848,18.5
2133,20.1
2216,24.5
3202,9.0
3294,7.48
3634,3.8
4066,0.0
4199,41.5
4950,9.5
5086,0.0
5549,5.8
6768,0.52
6783,0.0
6790,11.8
6797,14.72
6805,1.5
6826,1.0
6845,15.4
6853,2.4
6943,0.0
6945,9.3
7002,3.3
7533,0.0
7569,4.2
1067,17.5
1837,19.56
2078,0.0
2306,8.34
3164,17.7
3209,2.1
3423,6.8
421,17.22
4217,5.7
4435,0.0
4981,19.3
4985,0.0
4988,16.8
5122,0.0
5917,10.5
5937,19.5
5967,23.0
6011,0.0
6039,5.0
6989,2.8
7525,3.6
7572,0.8
7591,3.5
7594,1.0
7601,24.4
1110,0.0
1144,7.6
2152,21.22
2197,22.8
2325,5.1
3214,6.2
3271,1.8
4017,0.0
4034,24.7
4319,14.8
4949,0.0
4983,21.9
5131,3.9
515,19.9
536,2.7
538,6.8
5916,17.2
7523,6.82
7527,7.44
7554,0.0
7587,6.4
7596,8.7
829,8.74
1992,10.4
2161,2.4
2257,0.7
2374,31.8
2505,11.5
2711,20.04
3199,0.0
3242,10.5
4018,8.1
4098,6.3
4157,0.0
4741,8.5
4866,8.9
5123,-0.1
5127,0.0
5170,9.4
5854,0.0
6801,16.0
6819,20.3
6885,0.0
6886,9.7
6904,21.8
7066,20.1
7543,0.0
7553,12.3
7565,4.7
7581,0.0
7771,0.0
827,16.5
1408,0.0
1466,23.9
1479,14.8
1833,2.4
2319,9.2
2378,2.4
2391,6.7
2583,0.0
333,0.0
3664,20.3
367,5.8
4068,22.1
4150,0.0
5347,3.2
5848,23.3
5849,33.1
5850,0.0
6271,4.2
6789,22.5
7535,0.0
7567,7.2
7608,0.0
7612,0.0
943,4.5
954,0.0
1234,23.32
1386,3.6
1476,9.6
1535,23.9
1689,15.9
1825,1.9
2028,24.18
2749,0.0
3157,0.0
3163,18.44
4035,7.0
4037,16.2
4055,3.1
4144,6.8
4149,6.7
5001,3.8
5026,0.0
5947,7.8
6786,17.4
6824,0.4
6870,7.0
6938,0.0
7064,0.0
7526,8.8
7568,0.0
7571,0.0
7828,0.0
7944,0.0
956,5.0
1352,12.0
2431,13.3
2449,16.0
3200,17.5
4131,6.8
4571,6.7
4993,7.1
5045,24.9
5110,7.8
5845,0.0
5870,29.46
5890,13.4
6770,10.28
6813,6.3
6820,2.6
6849,0.0
6869,0.0
7607,10.8
7610,0.0
7611,0.0
7670,4.1
928,5.6
1049,14.58
1426,15.4
2168,2.9
24,16.3
2460,2.4
3198,47.7
4039,36.8
4381,1.6
4962,4.6
5000,12.5
5012,10.7
5248,0.0
5846,11.3
6130,17.1
6149,14.4
6996,9.9
7564,13.4
7589,0.0
7600,7.6
7605,0.0
2320,8.9
2382,0.0
2410,0.0
3161,17.58
3286,13.6
3321,5.9
4040,16.4
4663,22.5
4973,1.6
4984,16.66
5052,4.6
5857,13.3
5880,0.0
6156,0.1
6973,0.3
7529,0.0
7562,0.0
7563,0.0
7599,0.0
