avatar,display_name,is_bot,is_owner,league_id,settings,user_id,metadata_allow_pn,metadata_archived,metadata_avatar,metadata_mascot_item_type_id_leg_1,metadata_mascot_item_type_id_leg_10,metadata_mascot_item_type_id_leg_11,metadata_mascot_item_type_id_leg_12,metadata_mascot_item_type_id_leg_13,metadata_mascot_item_type_id_leg_14,metadata_mascot_item_type_id_leg_15,metadata_mascot_item_type_id_leg_16,metadata_mascot_item_type_id_leg_17,metadata_mascot_item_type_id_leg_18,metadata_mascot_item_type_id_leg_2,metadata_mascot_item_type_id_leg_3,metadata_mascot_item_type_id_leg_4,metadata_mascot_item_type_id_leg_5,metadata_mascot_item_type_id_leg_6,metadata_mascot_item_type_id_leg_7,metadata_mascot_item_type_id_leg_8,metadata_mascot_item_type_id_leg_9,metadata_mascot_message_emotion_leg_1,metadata_mention_pn,metadata_team_name,metadata_allow_sms,metadata_join_voice_pn,metadata_mascot_message,metadata_player_like_pn,metadata_player_nickname_update,metadata_team_name_update,metadata_trade_block_pn,metadata_transaction_commissioner,metadata_transaction_free_agent,metadata_transaction_trade,metadata_transaction_waiver,metadata_user_message_pn,metadata_mascot_message_emotion_leg_2,metadata_show_mascots
ee3e73b18699571f00c9bdcc21fe8f66,kevo1022,False,True,859952155191279616,,451807541647634432,on,off,https://sleepercdn.com/uploads/55b983309f1c69a08496e7365daa4b57.jpg,trash,trash,trash,trash,trash,trash,trash,trash,trash,trash,trash,trash,trash,trash,trash,trash,trash,trash,idle,on,Dementors,,,,,,,,,,,,,,
b987f66667023baafadeb2051a35b7c1,eddyware,False,,859952155191279616,,453691856656527360,on,on,,,,,,,,,,,,,,,,,,,,,on,The Gabba Gools ,on,,,,,,,,,,,,,
d74ae2680051068f29cea58e71dec141,MikeNorys,False,,859952155191279616,,548317142968336384,on,on,https://sleepercdn.com/uploads/bdb08f1331e921732983c4fcfe1fcf9b.jpg,,,,,,,,,,,,,,,,,,,,on,Run CMC,,,,,,,,,,,,,,
806322544971e3ffe0677df80962d288,socalifjimmy,False,,859952155191279616,,558483388996636672,on,on,,,,,,,,,,,,,,,,,,,,,on,Slim Pickens,,,,,,,,,,,,,,
b704c78e6eb470cb0a43cdc9626638da,chavo317,False,,859952155191279616,,561715408029736960,on,,https://sleepercdn.com/uploads/93f1939d8f2379ebdad3b5c031fad5da.jpg,,,,,,,,,,,,,,,,,,,,on,& FFB,on,,,,,,,,,,,,,
0aff9f5511f42444478ebeb6a050cf1f,TMISH31,False,,859952155191279616,,561747196680642560,on,,,,,,,,,,,,,,,,,,,,,,on,Tua Legit Tua Quit,,,,,,,,,,,,,,
4d029bf89fb4be9d97e5b2094b5f7cb7,Sadowski44,False,,859952155191279616,,578293895956312064,on,,https://sleepercdn.com/uploads/2b7608bd7ee8a529758b02a9c15bb3a7.jpg,,,,,,,,,,,,,,,,,,,,on,Turnover a new Ryan Leaf,on,,,,,,,,,,,,,
ea15833f2b16c560300503ebdb03b1d2,Darkwater59,False,,859952155191279616,,594730254984077312,on,off,,,,,,,,,,,,,,,,,,,,,on,Meh Najee Twa,,,,,,,,,,,,,,
b7a486917eb76fc6b018fdd343fcf4e4,Koko3321,False,,859952155191279616,,595464158774878208,on,,https://sleepercdn.com/uploads/2795ea1dbbfb3d3c453d3b8a945e96fa.jpg,,,,,,,,,,,,,,,,,,,,on,Machine Gun Kelce,,off,off,on,off,off,off,off,off,off,off,off,,
f0edbf4278f53f9425db175073df6584,beebudda,False,,859952155191279616,,741144911407095808,on,,https://sleepercdn.com/uploads/fae774a194ab3a7f8594cd5f3a5611bd.jpg,pizza,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,frog-fu,dancing,on,Broken Champion,on,on,on,on,on,on,on,on,on,on,on,on,dancing,on
4f4090e5e9c3941414db40a871e3e909,gtjackets13,False,,859952155191279616,,830975786608619520,off,,,,,,,,,,,,,,,,,,,,,,on,,,off,off,off,off,off,off,off,off,off,off,off,,
817dbf6efe56b41bcb9741e65abc7784,Tikiholmes,False,,859952155191279616,,861702367484178432,on,,,,,,,,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,
b319fdf8b7b5b0359d3c78622ba4d70c,BeaverboySeg,False,,859952155191279616,,861798755085692928,on,,https://sleepercdn.com/uploads/fc7d40ea929c6b9a6fd1f33bfc7a9ac2.jpg,doge,doge,doge,doge,doge,doge,doge,doge,doge,doge,doge,doge,doge,doge,doge,doge,doge,doge,idle,on,Senior Seg,on,on,off,on,on,on,on,on,on,on,on,on,,on
f0edbf4278f53f9425db175073df6584,Shon21,False,,859952155191279616,,862499213718704128,on,,,,,,,,,,,,,,,,,,,,,,on,HonSolo,,,,,,,,,,,,,,
8eb8f8bf999945d523f2c4033f70473e,TylerSeggerman,False,,859952155191279616,,862559746694205440,on,,https://sleepercdn.com/uploads/9832a14cce52442ed6ea88adb5e0bb2f.jpg,,,,,,,,,,,,,,,,,,,,on,A Huddle Of Losers,,,,,,,,,,,,,,on
f0edbf4278f53f9425db175073df6584,Cmeditz,False,,859952155191279616,,862881247247052800,on,,,,,,,,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,
