roster_id,matchup_id,starters,players
1,3,"['5870', '4035', '1992', '6943', '6826', '2197', '6151', '5816', '4960', '6711', '3172']","['1387', '1426', '1992', '2197', '2309', '3172', '4035', '4960', '5816', '5870', '6151', '6711', '6806', '6826', '6943', '7538', '7606']"
2,8,"['5849', '3198', '2449', '3321', '7600', '5110', '5916', '5991', '2353', '7641', '8329']","['2353', '2449', '3198', '3321', '367', '4089', '4149', '5110', '5849', '5916', '5991', '7600', '7641', '8211', '8265', '8329']"
3,2,"['6904', '7561', '6794', '8137', '2505', '6820', '5086', '3156', '6220', '3262', '4032']","['24', '2505', '3156', '3262', '4032', '5086', '6220', '6794', '6820', '6904', '7561', '8135', '8136', '8137', '8138', '8167']"
4,1,"['7610', '7528', '947', '2319', '7553', '6790', '3164', '2311', '2389', '1343', '3230']","['1343', '2311', '2319', '2389', '3161', '3164', '3230', '3242', '4131', '6790', '7528', '7553', '7610', '8148', '8153', '8168', '947']"
5,5,"['96', '4029', '7564', '6819', '6843', '5848', '4985', '843', '1052', '4077', '4110']","['1052', '4029', '4077', '4110', '4985', '5347', '5848', '5987', '6768', '6803', '6819', '6843', '7523', '7564', '843', '96']"
6,8,"['1049', '6813', '2216', '1689', '4973', '4098', '3199', '957', '3276', '1213', '3233']","['1049', '1213', '1352', '1535', '1689', '2216', '2320', '3199', '3233', '3276', '4017', '4098', '4973', '5890', '6813', '957']"
7,6,"['1234', '3969', '2133', '2374', '1466', '6938', '2431', '5840', '1192', '6872', '4968']","['1192', '1234', '1466', '2133', '2374', '2431', '2749', '3664', '3969', '4197', '4968', '5840', '6872', '6938', '6951', '8151']"
8,2,"['1166', '4034', '4983', '7547', '5012', '5955', '830', '5862', '7651', '4081', '5056']","['1166', '4034', '4081', '4983', '5012', '5056', '5862', '5955', '6955', '7547', '7591', '7651', '8119', '8132', '8146', '8154', '830']"
9,1,"['4984', '4018', '7596', '3225', '5844', '4993', '4951', '5015', '6880', '5017', '6949']","['1875', '2350', '3225', '4018', '4951', '4984', '4993', '5015', '5017', '5038', '5844', '6770', '6880', '6949', '7596', '8339']"
10,5,"['421', '7588', '6786', '5859', '6126', '4988', '7525', '6125', '5332', '7666', '5928']","['421', '4988', '5332', '5859', '5928', '6125', '6126', '6786', '7525', '7588', '7666', '8117', '8118', '8126', '8130', '8142']"
11,7,"['3294', '4663', '5872', '5937', '5906', '5892', '5947', '6124', '2330', '6788', '5348']","['2330', '3294', '4033', '4663', '5348', '5536', '5872', '5892', '5906', '5937', '5947', '6124', '6788', '7066', '7608', '8121']"
12,6,"['6797', '6828', '7526', '5927', '1339', '4037', '8144', '2064', '6781', '3160', '2393']","['1339', '2064', '2393', '3160', '3271', '4037', '4881', '5927', '6781', '6782', '6797', '6828', '7526', '7648', '8144', '871']"
13,7,"['4046', '4199', '6801', '5846', '3202', '7611', '5917', '7640', '6119', '4971', '5041']","['2227', '3163', '3202', '4046', '4135', '4199', '4217', '4971', '5041', '5846', '5917', '6119', '6801', '7611', '7640', '956']"
14,4,"['7527', '4866', '4039', '5045', '3214', '5850', '4040', '1999', '6807', '4056', '4967']","['1999', '3214', '4039', '4040', '4056', '4455', '4866', '4892', '4967', '5045', '5284', '5850', '6807', '7527', '7607', '8112']"
15,4,"['2028', '8155', '6783', '4068', '5001', '4137', '6945', '4070', '7016', '4963', '5944']","['1825', '2028', '4068', '4070', '4137', '4963', '5001', '5944', '5967', '6130', '6783', '6886', '6945', '7016', '7601', '8139', '8155']"
16,3,"['167', '7543', '1479', '4950', '5022', '7571', '5000', '3973', '1905', '6888', '1233']","['1233', '1479', '167', '1905', '2306', '3973', '4950', '4990', '5000', '5022', '5185', '6888', '7090', '7543', '7567', '7571', '8129']"
