roster_id,matchup_id,starters,players
1,5,"['5870', '4035', '2309', '2197', '2251', '6943', '6151', '5816', '4960', '6711', '3303']","['1426', '1992', '2197', '2251', '2309', '3303', '3363', '4035', '4960', '5816', '5870', '6151', '6711', '6806', '6943', '7538', '8139']"
2,7,"['5849', '3198', '2449', '3321', '4089', '5110', '5916', '5991', '6056', '7641', '8329']","['2353', '2449', '3198', '3321', '4089', '4149', '5110', '5849', '5916', '5991', '6056', '7600', '7641', '8211', '8265', '8329']"
3,4,"['6904', '6845', '6794', '8135', '2505', '6820', '5086', '3156', '5960', '5882', '6220']","['24', '2505', '3156', '3262', '5086', '5882', '5960', '6220', '6794', '6820', '6845', '6904', '7561', '8135', '8136', '8137', '8138', '8167']"
4,1,"['3161', '7528', '4234', '7670', '7553', '6790', '3164', '4063', '2389', '6788', '3230']","['1343', '2319', '2389', '3161', '3164', '3230', '4063', '4131', '4234', '6788', '6790', '6826', '7528', '7553', '7610', '7670', '8148', '947']"
5,7,"['6768', '4029', '7564', '6819', '4973', '5848', '6803', '843', '1052', '4427', '4110']","['1052', '4029', '4110', '4427', '4973', '4985', '5347', '5848', '5987', '6768', '6803', '6819', '6843', '7564', '843', '96']"
6,6,"['1049', '4098', '3199', '1689', '5133', '6813', '1535', '957', '3276', '7811', '7012']","['1049', '1535', '1689', '1837', '2216', '2320', '3199', '3276', '3423', '4098', '5133', '5890', '6813', '7012', '7811', '957']"
7,8,"['1234', '3969', '2133', '2374', '1466', '6938', '4082', '5840', '1192', '3233', '4968']","['1192', '1234', '1466', '2133', '2374', '2749', '3233', '3664', '3969', '4082', '4197', '4968', '5840', '6938', '6951', '8151']"
8,2,"['1166', '4034', '4983', '7547', '5012', '8146', '6955', '5862', '7651', '4081', '3166']","['1166', '3166', '3200', '4034', '4081', '4983', '5012', '5862', '5955', '6955', '7547', '7591', '7651', '8119', '8132', '8146', '8154', '8228', '8408']"
9,3,"['4984', '4018', '7596', '3225', '5844', '4036', '4951', '5015', '6880', '5017', '6949']","['1875', '2350', '3225', '4018', '4036', '4951', '4984', '4993', '5015', '5017', '5038', '5844', '6770', '6880', '6949', '7596']"
10,3,"['421', '7588', '6786', '5859', '6126', '4988', '7525', '6125', '5332', '7823', '5928']","['4055', '421', '4988', '5332', '5859', '5928', '6125', '6126', '6786', '7525', '7588', '7823', '8117', '8118', '8126', '8142']"
11,5,"['2307', '4663', '5872', '5937', '5906', '5892', '5970', '7627', '6065', '5520', '7637']","['2307', '3294', '4663', '5520', '5536', '5872', '5892', '5906', '5937', '5947', '5970', '6065', '7608', '7627', '7637', '8121']"
12,4,"['4881', '6828', '7526', '5927', '1339', '3271', '8144', '871', '1905', '3160', '7648']","['1339', '1905', '2064', '2393', '3160', '3271', '4037', '4881', '5927', '6781', '6782', '6797', '6828', '7526', '7648', '8144', '871']"
13,8,"['4046', '4199', '6801', '5846', '4217', '7611', '5917', '7640', '6119', '4971', '5041']","['2227', '3163', '3202', '4046', '4135', '4199', '4217', '4971', '5041', '5846', '5917', '6119', '6801', '7611', '7640', '956']"
14,2,"['7527', '4866', '4039', '5045', '3214', '5850', '8112', '1999', '6807', '4091', '7647']","['1999', '3214', '4039', '4040', '4091', '4455', '4866', '5045', '5284', '5850', '6807', '7523', '7527', '7607', '7647', '8112']"
15,6,"['2028', '6945', '6783', '4068', '4066', '4137', '5967', '2036', '7016', '4963', '5944']","['1825', '2028', '2036', '4066', '4068', '4070', '4137', '4963', '5001', '5944', '5967', '6130', '6783', '6886', '6945', '7016', '8110', '8155']"
16,1,"['167', '7543', '7571', '4950', '5022', '8129', '5000', '3973', '1233', '6888', '4191']","['1233', '1479', '167', '2306', '3973', '4191', '4950', '4990', '5000', '5022', '5185', '6888', '7090', '7543', '7567', '7571', '8129']"
