roster_id,matchup_id,starters,players
1,8,"['5870', '4035', '2309', '1426', '4602', '2197', '6886', '6124', '4960', '5876', '5346']","['1426', '1992', '2197', '2309', '4035', '4602', '4960', '5248', '5346', '5870', '5876', '6124', '6151', '6806', '6886', '6943', '7538', '8150']"
2,3,"['5849', '3198', '6824', '3321', '4089', '4149', '5110', '5991', '6056', '7641', '8329']","['2449', '3198', '3321', '4089', '4149', '5110', '5849', '5916', '5991', '6056', '6824', '7600', '7641', '8211', '8265', '8329']"
3,8,"['1837', '6820', '5086', '8137', '5985', '1476', '8136', '6125', '5928', '544', '6220']","['1476', '1837', '2505', '3156', '5086', '544', '5928', '5960', '5985', '6120', '6125', '6220', '6794', '6820', '6904', '7561', '8135', '8136', '8137', '8160']"
4,1,"['3257', '7528', '1352', '2319', '7553', '8205', '3164', '3303', '5894', '6788', '3230']","['1343', '1352', '2319', '3164', '3230', '3257', '3303', '5209', '5894', '6788', '6790', '7528', '7553', '7610', '7670', '8148', '8205', '947']"
5,6,"['6768', '3242', '7564', '6819', '4033', '4973', '6803', '843', '1052', '5017', '5056']","['1052', '3242', '4029', '4033', '4381', '4973', '5017', '5056', '5848', '5987', '6768', '6803', '6819', '7564', '8228', '843', '96']"
6,2,"['1049', '6813', '8188', '2216', '5857', '4098', '5890', '957', '7012', '7811', '3276']","['1049', '1535', '1689', '2216', '2320', '2588', '3199', '3276', '4098', '5071', '5816', '5857', '5890', '6813', '7012', '7811', '8188', '957']"
7,5,"['7527', '3969', '2133', '2374', '1466', '6951', '8151', '5840', '1192', '3233', '7637']","['1192', '1234', '1466', '2133', '2374', '2749', '3233', '3969', '4080', '4082', '4968', '5840', '6951', '7527', '7637', '8132', '8151']"
8,6,"['2711', '4034', '7547', '7601', '5012', '4111', '6955', '5862', '5041', '4081', '3166']","['1166', '1213', '2711', '3166', '4034', '4081', '4111', '4983', '5012', '5041', '5862', '6955', '7547', '7601', '8119', '8146', '8154']"
9,7,"['6770', '4018', '6989', '3225', '5844', '4036', '5038', '5015', '1875', '7662', '6949']","['1875', '2350', '3225', '4018', '4036', '4984', '4993', '5015', '5038', '5844', '6770', '6880', '6949', '6989', '7596', '7662']"
10,3,"['24', '4988', '6786', '8142', '8172', '3423', '8126', '4174', '5332', '4158', '6065']","['24', '3423', '4158', '4171', '4174', '421', '4988', '5332', '5536', '5859', '6065', '6786', '7525', '7588', '8126', '8142', '8172']"
11,1,"['3294', '4663', '5872', '5937', '3214', '5892', '5947', '5839', '4449', '4224', '4978']","['2307', '3214', '3294', '4224', '4449', '4663', '4978', '5839', '5872', '5892', '5906', '5937', '5947', '7594', '7608', '8121']"
12,2,"['6797', '6828', '7526', '4037', '1339', '8144', '5967', '2064', '1905', '6781', '7648']","['1339', '1905', '2064', '2393', '3160', '3271', '4037', '4881', '5967', '6781', '6782', '6797', '6828', '7526', '7648', '8144', '871']"
13,4,"['4046', '4199', '6801', '5846', '4217', '7611', '6847', '7640', '6119', '4971', '7113']","['3163', '4046', '4199', '4217', '4971', '5010', '5846', '6119', '6801', '6847', '7113', '7117', '7611', '7640', '8266', '956']"
14,4,"['1373', '4866', '8112', '5045', '8111', '5850', '4040', '3172', '6807', '6291', '7647']","['1373', '3172', '4039', '4040', '4455', '4866', '5045', '5284', '5850', '6291', '6807', '7523', '7607', '7647', '8111', '8112']"
15,7,"['2028', '6945', '5927', '4068', '5001', '8155', '6783', '2036', '5944', '6711', '4963']","['2028', '2036', '2227', '4017', '4066', '4068', '4070', '4137', '4963', '5001', '5927', '5944', '6126', '6130', '6711', '6783', '6945', '7016', '7591', '8155']"
16,5,"['167', '7543', '5185', '7571', '8225', '8129', '4950', '3973', '6141', '6888', '2617']","['1479', '167', '2306', '2617', '3973', '4950', '4990', '5000', '5022', '5185', '6141', '6888', '7090', '7543', '7571', '8129', '8225']"
