roster_id,matchup_id,starters,players
1,7,"['7538', '6151', '2309', '2197', '4602', '4035', '6806', '5816', '4960', '1213', '5346']","['1213', '1426', '1992', '2197', '2309', '3303', '4035', '4602', '4960', '5346', '5816', '5870', '6151', '6806', '6943', '7538']"
2,5,"['5849', '3198', '2449', '3321', '4089', '4149', '5916', '5991', '6056', '7641', '8329']","['2353', '2449', '3198', '3321', '4089', '4149', '5110', '5849', '5916', '5991', '6056', '7600', '7641', '8211', '8265', '8329']"
3,6,"['6904', '1387', '6794', '8137', '2505', '6820', '5086', '6120', '5960', '5882', '6220']","['1387', '1476', '2078', '2161', '2505', '3156', '3262', '5086', '5882', '5960', '6120', '6220', '6794', '6820', '6845', '6904', '7561', '8135', '8136', '8137', '8138']"
4,1,"['3161', '7528', '2319', '7670', '8111', '1352', '3164', '4063', '2389', '6788', '3230']","['1343', '1352', '2319', '2389', '3161', '3164', '3230', '4063', '5209', '6788', '6790', '7528', '7553', '7610', '7670', '8111', '8148', '947']"
5,8,"['96', '4029', '7564', '6819', '4033', '5848', '5347', '8289', '1052', '7136', '5056']","['1052', '4029', '4033', '4973', '4985', '5056', '5347', '5848', '5987', '6768', '6803', '6819', '7136', '7564', '8289', '843', '96']"
6,4,"['1049', '2320', '2216', '1689', '5133', '5890', '4098', '957', '3276', '7811', '7012']","['1049', '1535', '1689', '2216', '2320', '3199', '3276', '4098', '5133', '5857', '5890', '6813', '7012', '7811', '8160', '8205', '957']"
7,7,"['1234', '3969', '2133', '2374', '1466', '2749', '4082', '5840', '1192', '3233', '7637']","['1192', '1234', '1466', '2133', '2374', '2749', '3233', '3664', '3969', '4080', '4082', '4197', '4968', '5840', '6938', '6951', '7637', '8151']"
8,4,"['1166', '4034', '4983', '8146', '5012', '5955', '6955', '5862', '6141', '4081', '3166']","['1166', '3166', '4034', '4081', '4171', '4983', '5012', '5862', '5955', '6141', '6955', '7547', '7591', '8119', '8132', '8146', '8154']"
9,5,"['4984', '4018', '7596', '3225', '5844', '4036', '5038', '5015', '6880', '7662', '6949']","['1875', '2350', '3225', '4018', '4036', '4951', '4984', '4993', '5015', '5038', '5844', '6770', '6880', '6949', '7596', '7662']"
10,1,"['421', '4988', '6786', '5859', '6126', '8118', '7525', '6125', '5332', '7823', '5928']","['3423', '4055', '421', '4988', '5332', '5859', '5928', '6125', '6126', '6786', '7525', '7588', '7823', '8117', '8118', '8126', '8142']"
11,3,"['2307', '4663', '5872', '5937', '3214', '7608', '8121', '5839', '4118', '5959', '4978']","['2307', '3214', '3294', '4118', '4663', '4978', '5839', '5872', '5892', '5906', '5937', '5947', '5959', '7608', '7741', '8121']"
12,2,"['4881', '6828', '7526', '5927', '3271', '4037', '8144', '2393', '1905', '3160', '7648']","['1339', '1905', '2064', '2393', '3160', '3271', '4037', '4881', '5927', '6781', '6782', '6797', '6828', '7526', '7648', '8144', '871']"
13,6,"['4046', '4199', '6801', '5846', '4217', '7611', '6847', '7640', '6119', '4971', '5334']","['3163', '4046', '4199', '4217', '4971', '5010', '5334', '5846', '6119', '6801', '6847', '7113', '7117', '7611', '7640', '956']"
14,2,"['7523', '4866', '4039', '5045', '7536', '5850', '5284', '1999', '6807', '4091', '7647']","['1373', '1999', '4039', '4040', '4091', '4455', '4866', '5045', '5284', '5850', '6807', '7523', '7536', '7607', '7647', '8112']"
15,8,"['2028', '6130', '6783', '4068', '5001', '4137', '8155', '2227', '2036', '4963', '5944']","['1837', '2028', '2036', '2227', '4066', '4068', '4070', '4137', '4963', '5001', '5944', '5967', '6130', '6783', '6886', '6945', '7016', '8155']"
16,3,"['167', '8129', '5137', '4950', '5022', '5185', '5000', '2592', '1233', '6888', '4191']","['1233', '1479', '167', '2306', '2592', '3973', '4191', '4950', '4990', '5000', '5022', '5137', '5185', '6888', '7090', '7543', '7571', '8129']"
