roster_id,matchup_id,starters,players
1,4,"['5870', '6151', '2309', '1992', '2251', '2197', '1387', '5816', '4960', '6911', '3363']","['1387', '1426', '1992', '2197', '2251', '2309', '2410', '3363', '4035', '4960', '5816', '5870', '6151', '6806', '6911', '6943', '7538']"
2,8,"['5849', '3198', '2449', '3321', '4089', '5110', '5916', '5991', '6056', '7641', '8329']","['2353', '2449', '3198', '3321', '4089', '4149', '5110', '5849', '5916', '5991', '6056', '7600', '7641', '8211', '8265', '8329']"
3,3,"['6904', '6845', '6794', '8135', '2505', '6820', '5086', '3156', '5960', '5882', '6220']","['24', '2505', '3156', '3262', '5086', '5882', '5960', '6220', '6794', '6820', '6845', '6904', '7561', '8135', '8136', '8137', '8138', '8167']"
4,1,"['7610', '7528', '2319', '7670', '7553', '6790', '3164', '2311', '2389', '1343', '3230']","['1343', '2311', '2319', '2389', '3161', '3164', '3230', '3242', '4131', '6790', '6826', '7528', '7553', '7610', '7670', '8148', '8168', '947']"
5,6,"['96', '4029', '7564', '6803', '6843', '5848', '4985', '843', '1052', '4427', '4110']","['1052', '4029', '4110', '4427', '4985', '5347', '5848', '5987', '6768', '6803', '6819', '6843', '7523', '7564', '843', '96']"
6,7,"['1049', '6813', '2216', '3199', '4381', '4098', '1535', '957', '3276', '1213', '3233']","['1049', '1213', '1352', '1535', '1689', '2216', '2320', '3199', '3233', '3276', '3423', '4098', '4381', '5890', '6813', '957']"
7,7,"['1234', '3969', '2133', '2374', '1466', '6938', '4082', '5840', '1192', '6872', '4968']","['1192', '1234', '1466', '2133', '2374', '2749', '3664', '3969', '4082', '4197', '4968', '5840', '6872', '6938', '6951', '8151']"
8,1,"['1166', '4034', '4983', '7547', '5012', '5955', '6955', '5862', '7651', '4081', '3166']","['1166', '3166', '4034', '4081', '4983', '5012', '5862', '5955', '6955', '7547', '7591', '7651', '8119', '8132', '8146', '8154', '8228']"
9,2,"['4984', '4018', '7596', '3225', '5844', '4036', '4951', '5015', '6880', '5017', '6949']","['1875', '2350', '3225', '4018', '4036', '4951', '4984', '4993', '5015', '5017', '5038', '5844', '6770', '6880', '6949', '7596']"
10,4,"['421', '7588', '6786', '5859', '6126', '4988', '7525', '6125', '5332', '7666', '5928']","['4055', '421', '4988', '5332', '5859', '5928', '6125', '6126', '6786', '7525', '7588', '7666', '8117', '8118', '8126', '8142']"
11,6,"['2307', '4663', '5872', '5937', '5906', '5892', '5947', '7627', '7113', '4224', '5348']","['2307', '3294', '4224', '4663', '5348', '5536', '5872', '5892', '5906', '5937', '5947', '7066', '7113', '7608', '7627', '8121']"
12,5,"['6797', '6828', '7526', '5927', '1339', '3271', '8144', '871', '7648', '6781', '2393']","['1339', '1905', '2064', '2393', '3160', '3271', '4037', '4881', '5927', '6781', '6782', '6797', '6828', '7526', '7648', '8144', '871']"
13,8,"['4046', '4199', '6801', '5846', '3202', '956', '5917', '2227', '6119', '4971', '5041']","['2227', '3163', '3202', '4046', '4135', '4199', '4217', '4971', '5041', '5846', '5917', '6119', '6801', '7611', '7640', '956']"
14,3,"['7527', '4866', '4039', '5045', '3214', '5850', '4040', '1999', '6807', '4091', '4967']","['1999', '3214', '4039', '4040', '4091', '4455', '4866', '4892', '4967', '5045', '5284', '5850', '6807', '7527', '7607', '8112']"
15,5,"['2028', '6945', '6783', '4068', '5001', '4137', '6130', '3172', '7016', '4963', '5944']","['1825', '2028', '3172', '4068', '4070', '4137', '4963', '5001', '5944', '5967', '6130', '6783', '6886', '6945', '7016', '7569', '7601', '8155']"
16,2,"['167', '7543', '7571', '4950', '5022', '7567', '5000', '3973', '1233', '6888', '4191']","['1233', '1479', '167', '2306', '3973', '4191', '4950', '4990', '5000', '5022', '5185', '6888', '7090', '7543', '7567', '7571', '8129']"
