roster_id,matchup_id,starters,players
1,4,"['5870', '6151', '1426', '2309', '5133', '8167', '4035', '2311', '5346', '5893', '4960']","['1426', '2197', '2309', '2311', '4035', '4960', '5133', '5346', '5348', '5870', '5893', '6151', '6806', '6943', '7049', '7606', '8167']"
2,3,"['5849', '3198', '2449', '6824', '4089', '7600', '4149', '5991', '7637', '5071', '6056']","['2449', '3198', '3321', '4089', '4149', '5071', '5110', '5849', '5916', '5991', '6056', '6824', '7600', '7637', '8265', '8329']"
3,5,"['6904', '6820', '6794', '8135', '3214', '8137', '5086', '4976', '5960', '544', '5928']","['1476', '3156', '3214', '4976', '5086', '544', '5928', '5960', '6120', '6794', '6820', '6904', '7561', '8135', '8136', '8137']"
4,1,"['2028', '6790', '7670', '4197', '7553', '3164', '7528', '843', '4980', '5876', '2389']","['1343', '1352', '2028', '2389', '3164', '3230', '3303', '4197', '4980', '5209', '5876', '6788', '6790', '7528', '7553', '7610', '7670', '8148', '843', '947']"
5,2,"['96', '4029', '6803', '6819', '4973', '6149', '7601', '4032', '1052', '4081', '6880']","['1052', '2750', '4029', '4032', '4081', '4973', '5056', '5848', '5987', '6149', '6768', '6803', '6819', '6880', '7564', '7601', '96']"
6,4,"['1049', '1535', '3286', '1689', '8130', '6813', '4098', '2036', '7012', '7811', '7672']","['1049', '1535', '1689', '2036', '2216', '2320', '2711', '3199', '3276', '3286', '4098', '5890', '6813', '7012', '7672', '7811', '8130', '957']"
7,1,"['1234', '8132', '2133', '4082', '1466', '8150', '7757', '3256', '5334', '3233', '6118']","['1234', '1466', '2133', '2374', '2749', '3233', '3256', '3969', '4080', '4082', '4968', '5334', '6118', '7757', '8132', '8150', '8151']"
8,7,"['1166', '4111', '7547', '4983', '5012', '8146', '4034', '5862', '2330', '1213', '5816']","['1166', '1213', '2330', '4034', '4111', '4983', '5012', '5816', '5862', '6826', '6955', '7547', '7565', '8146', '8154', '8228']"
9,6,"['4984', '4018', '5038', '3225', '5844', '3242', '6853', '5847', '2350', '7662', '1875']","['1875', '2350', '3225', '3242', '4018', '4984', '4993', '5015', '5038', '5844', '5847', '5955', '6770', '6853', '6949', '7662']"
10,7,"['3163', '4988', '7525', '5859', '8172', '8126', '6786', '4168', '5580', '4158', '1233']","['1233', '3163', '4158', '4168', '4171', '421', '4988', '5536', '5580', '5859', '6786', '7525', '7588', '7677', '8111', '8126', '8142', '8172']"
11,5,"['3294', '4663', '5880', '5872', '5906', '5947', '5892', '2427', '4118', '8323', '4978']","['2307', '2427', '3294', '4118', '4663', '4978', '5872', '5880', '5892', '5906', '5917', '5937', '5947', '7569', '7594', '7608', '8323']"
12,6,"['4881', '5967', '8144', '3634', '3271', '6828', '4033', '2393', '1905', '6781', '7648']","['1339', '1905', '2064', '2393', '3271', '3634', '4033', '4037', '4881', '5967', '6781', '6782', '6797', '6828', '7526', '7648', '8144']"
13,2,"['4046', '4199', '6847', '6801', '4217', '7611', '2161', '7640', '7113', '4971', '7117']","['2161', '3166', '4017', '4046', '4199', '4217', '4971', '5010', '5846', '6119', '6801', '6847', '7113', '7117', '7611', '7640']"
14,8,"['1837', '4866', '5045', '4040', '5985', '7607', '5850', '3172', '6807', '6291', '5041']","['1373', '1837', '3172', '4039', '4040', '4066', '4455', '4866', '5041', '5045', '5284', '5850', '5985', '6291', '6807', '7523', '7607', '8112']"
15,3,"['7591', '6130', '5927', '4068', '5001', '6945', '4137', '2227', '4070', '4963', '5944']","['1992', '2227', '4068', '4070', '4137', '4963', '5001', '5248', '533', '5347', '5655', '5927', '5944', '6130', '6783', '6945', '7016', '7591', '8205']"
16,8,"['8160', '5000', '7090', '5185', '7002', '8129', '1479', '3973', '6141', '5520', '4191']","['1479', '167', '3973', '4191', '4950', '4990', '5000', '5022', '5185', '5520', '6141', '6888', '7002', '7090', '7543', '7571', '8129', '8160']"
