roster_id,matchup_id,starters,players
1,3,"['5870', '6151', '1426', '2309', '3271', '8167', '4035', '2311', '5346', '5893', '4960']","['1426', '2197', '2309', '2311', '3271', '4035', '4960', '5346', '5348', '5870', '5893', '6151', '6806', '6943', '7049', '7606', '8167']"
2,4,"['5849', '3198', '2449', '6824', '4089', '3321', '4149', '5991', '7637', '5071', '6056']","['2449', '3198', '3321', '4089', '4149', '5071', '5110', '5849', '5916', '5991', '6056', '6824', '7600', '7637', '8265', '8329']"
3,4,"['6904', '1476', '6794', '8135', '3214', '8137', '8136', '6120', '5960', '544', '5928']","['1476', '3214', '4976', '5086', '544', '5928', '5960', '6120', '6794', '6904', '7561', '8135', '8136', '8137']"
4,1,"['2028', '6790', '7670', '4197', '4602', '3164', '7528', '3303', '4980', '1343', '2389']","['1343', '1352', '2028', '2389', '3164', '3230', '3303', '4197', '4602', '4980', '5209', '6788', '6790', '7528', '7553', '7610', '7670', '8148', '843', '947']"
5,1,"['6768', '4029', '6803', '6819', '4973', '6149', '5848', '4032', '1052', '4081', '6880']","['1052', '2750', '4029', '4032', '4081', '4973', '5848', '5987', '6149', '6768', '6803', '6819', '6880', '7564', '7601', '96']"
6,5,"['1049', '1535', '3286', '2216', '8130', '6813', '4098', '2036', '7012', '7811', '7672']","['1049', '1535', '1689', '2036', '2216', '2711', '3199', '3276', '3286', '4098', '5890', '6813', '7012', '7672', '7811', '8130', '957']"
7,2,"['1234', '8151', '2133', '2374', '1466', '4082', '8132', '3256', '5334', '3233', '6118']","['1234', '1466', '2133', '2359', '2374', '2749', '3233', '3256', '3969', '4080', '4082', '4968', '5334', '6118', '6885', '7210', '8132', '8150', '8151']"
8,6,"['1166', '4111', '7547', '4983', '5012', '8146', '4034', '5862', '2330', '1213', '5816']","['1166', '1213', '2330', '4034', '4111', '4983', '5012', '5816', '5862', '6826', '6938', '6955', '7547', '7565', '8146', '8154', '8168']"
9,5,"['4984', '4147', '5038', '3225', '5844', '3242', '4993', '5847', '2350', '7662', '1875']","['1875', '2350', '3225', '3242', '4018', '4147', '4984', '4993', '5015', '5038', '5347', '5844', '5847', '5955', '6770', '6949', '7662']"
10,8,"['1837', '4988', '7525', '5859', '8172', '8142', '6786', '4168', '5580', '4158', '1233']","['1233', '1837', '4158', '4168', '4171', '421', '4988', '5536', '5580', '5859', '6786', '7525', '7588', '7677', '8111', '8126', '8138', '8142', '8172']"
11,6,"['3294', '4663', '5880', '5872', '5906', '5947', '5892', '2427', '4118', '4136', '4978']","['2307', '2427', '3174', '3294', '4118', '4136', '4663', '4978', '5872', '5880', '5892', '5906', '5917', '5937', '5947', '7569', '7608', '8323']"
12,7,"['4881', '5967', '8144', '3634', '4381', '6828', '7526', '2393', '1905', '6781', '7648']","['1905', '2064', '2393', '3634', '4033', '4037', '4381', '4881', '5967', '6781', '6782', '6797', '6828', '7526', '7648', '8144']"
13,3,"['4046', '4199', '5846', '6801', '4217', '7611', '2161', '7640', '7023', '4971', '6119']","['2161', '4017', '4046', '4199', '4217', '4971', '5010', '5846', '6119', '6801', '7023', '7113', '7117', '7611', '7640', '8119']"
14,8,"['1373', '4866', '5045', '4040', '4066', '5284', '5850', '3172', '6807', '7136', '5041']","['1373', '3172', '4039', '4040', '4066', '4177', '4455', '4866', '5041', '5045', '5284', '5850', '6807', '7136', '7523', '7607', '8112']"
15,2,"['3257', '6130', '5927', '6847', '5001', '6945', '4137', '2227', '4070', '7016', '5944']","['1992', '2227', '3257', '4068', '4070', '4137', '4963', '5001', '5248', '5927', '5944', '6130', '6783', '6847', '6945', '7016', '7551', '7591', '8205']"
16,7,"['167', '7543', '4950', '5185', '7002', '8129', '1479', '3973', '6141', '5520', '4191']","['1479', '167', '3973', '4191', '4950', '4990', '5000', '5022', '5185', '5520', '6141', '6888', '7002', '7090', '7543', '7571', '8129', '8160']"
