roster_id,matchup_id,starters,players
1,6,"['2711', '6151', '6943', '6886', '4602', '1426', '4035', '7627', '4960', '4427', '5346']","['1426', '2197', '2309', '2711', '4035', '4427', '4602', '4960', '5248', '5346', '5870', '6151', '6806', '6886', '6943', '7606', '7627', '8150']"
2,1,"['5849', '3198', '2449', '3321', '4089', '5916', '4149', '5991', '7637', '5071', '8329']","['2449', '3198', '3321', '4089', '4149', '5071', '5110', '5849', '5916', '5991', '6056', '6824', '7600', '7637', '8265', '8329']"
3,7,"['6904', '6820', '6794', '5086', '2505', '8121', '8136', '6120', '5960', '4180', '5928']","['1476', '1837', '2505', '3156', '3202', '4180', '5086', '544', '5928', '5960', '6120', '6794', '6820', '6904', '7561', '8121', '8135', '8136', '8137']"
4,1,"['2028', '6790', '1352', '947', '7553', '7670', '4197', '3303', '5894', '3230', '2389']","['1343', '1352', '2028', '2319', '2389', '3164', '3230', '3303', '4197', '5209', '5894', '6788', '6790', '7528', '7553', '7610', '7670', '8148', '947']"
5,4,"['6768', '4029', '7601', '6819', '4973', '2750', '4381', '4032', '1052', '7666', '5056']","['1052', '1346', '2750', '4029', '4032', '4033', '4381', '4973', '5056', '5848', '5987', '6768', '6803', '6819', '7564', '7601', '7666', '96']"
6,2,"['4335', '1535', '1689', '2216', '5857', '3286', '8131', '957', '7012', '5959', '6880']","['1049', '1535', '1689', '2216', '2320', '3199', '3276', '3286', '4098', '4335', '5857', '5890', '5959', '6813', '6880', '7012', '7811', '8131', '957']"
7,3,"['7527', '3969', '2133', '2374', '1466', '2749', '8151', '6118', '1192', '3233', '4968']","['1192', '1234', '1466', '2133', '2374', '2749', '3233', '3969', '4080', '4082', '4968', '6118', '6951', '7527', '8132', '8151']"
8,8,"['1166', '4111', '7547', '4983', '7891', '8154', '8146', '5862', '4118', '1213', '2330']","['1166', '1213', '2330', '4034', '4111', '4118', '4983', '5012', '5816', '5862', '6955', '6996', '7547', '7891', '8119', '8146', '8154']"
9,8,"['4984', '4018', '5955', '3225', '5844', '3242', '4993', '5015', '1875', '7662', '6949']","['1875', '2350', '3225', '3242', '4018', '4036', '4984', '4993', '5015', '5038', '5844', '5955', '6770', '6853', '6949', '7662']"
10,5,"['421', '5536', '7525', '5859', '8111', '8142', '3423', '4168', '5332', '4158', '7677']","['3423', '4158', '4168', '4171', '421', '4988', '5332', '5536', '5859', '6786', '7525', '7588', '7677', '8111', '8126', '8142', '8172']"
11,3,"['2307', '4663', '5947', '5917', '5906', '7608', '5892', '2427', '5348', '8323', '4978']","['2307', '2427', '3294', '4663', '4978', '5348', '5872', '5880', '5892', '5906', '5917', '5937', '5947', '7594', '7608', '8323']"
12,4,"['4881', '6828', '7526', '4037', '1339', '8144', '3271', '871', '1905', '6781', '7648']","['1339', '1905', '2064', '2393', '3160', '3271', '4037', '4881', '5967', '6781', '6782', '6797', '6828', '7526', '7648', '8144', '871']"
13,2,"['4046', '4199', '6801', '5846', '7002', '7611', '6847', '2036', '6119', '4971', '8266']","['2036', '3163', '3166', '3664', '4046', '4199', '4217', '4971', '5846', '6119', '6801', '6847', '7002', '7117', '7611', '7640', '8266']"
14,6,"['7523', '5850', '4039', '4040', '3214', '8112', '7607', '3172', '6807', '4081', '7647']","['1373', '3172', '3214', '4039', '4040', '4081', '4455', '4866', '5041', '5045', '5284', '5850', '6291', '6807', '7523', '7607', '7647', '8112']"
15,5,"['7591', '6945', '5927', '1992', '4066', '6130', '5347', '2227', '5944', '5655', '4449']","['1992', '2227', '4066', '4068', '4070', '4137', '4449', '4963', '5001', '5347', '5655', '5927', '5944', '6130', '6783', '6945', '7016', '7591', '8205']"
16,7,"['167', '7543', '7090', '5185', '5022', '8129', '4950', '5871', '6141', '5520', '4990']","['1479', '167', '2306', '3973', '4950', '4990', '5000', '5022', '5185', '5520', '5871', '6141', '6888', '7090', '7543', '7571', '8129']"
