status,type,metadata,created,settings,leg,draft_picks,creator,transaction_id,consenter_ids,roster_ids,status_updated,waiver_budget,adds_3262,drops_6799,adds_8123,drops_7635,adds_5089,drops_2064,adds,drops_7551,adds_4180,drops_3399,adds_6807,drops_2330,adds_6799,drops_4136,adds_4973,drops_5133
complete,free_agent,,1672521673179,,17,[],862499213718704128,915025853690503168,[11],[11],1672521673179,[],11.0,11.0,,,,,,,,,,,,,,
complete,free_agent,,1672286905203,,17,[],862499213718704128,914041165429694464,[11],[11],1672286905203,[],,,11.0,11.0,,,,,,,,,,,,
complete,free_agent,,1672268926914,,17,[],595464158774878208,913965759020228608,[7],[7],1672268926914,[],,,,,7.0,7.0,,,,,,,,,,
complete,free_agent,,1672262621543,,17,[],595464158774878208,913939312377421824,[7],[7],1672262621543,[],,,,,,,,7.0,,,,,,,,
complete,free_agent,,1672247275750,,17,[],578293895956312064,913874947456458752,[14],[14],1672247275750,[],,,,,,,,,14.0,14.0,,,,,,
complete,free_agent,,1672247190643,,17,[],578293895956312064,913874590491828224,[14],[14],1672247190643,[],,,,,,,,,,,14.0,14.0,,,,
complete,free_agent,,1672244064210,,17,[],862499213718704128,913861477281390592,[11],[11],1672244064210,[],,,,,,,,,,,,,11.0,11.0,,
complete,free_agent,,1672232599223,,17,[],862559746694205440,913813389640556544,[13],[13],1672232599223,[],,,,,,,,,,,,,,,13.0,13.0
